year,election,office,party,district,candidate,county,votes,winner
2004,primary,U.S. President,D,,Wesley K. Clark,Totals,9170,
2004,primary,U.S. President,D,,Wesley K. Clark,Barbour,105,
2004,primary,U.S. President,D,,Wesley K. Clark,Berkeley,182,
2004,primary,U.S. President,D,,Wesley K. Clark,Boone,147,
2004,primary,U.S. President,D,,Wesley K. Clark,Braxton,126,
2004,primary,U.S. President,D,,Wesley K. Clark,Brooke,150,
2004,primary,U.S. President,D,,Wesley K. Clark,Cabell,348,
2004,primary,U.S. President,D,,Wesley K. Clark,Calhoun,52,
2004,primary,U.S. President,D,,Wesley K. Clark,Clay,130,
2004,primary,U.S. President,D,,Wesley K. Clark,Doddridge,34,
2004,primary,U.S. President,D,,Wesley K. Clark,Fayette,282,
2004,primary,U.S. President,D,,Wesley K. Clark,Gilmer,75,
2004,primary,U.S. President,D,,Wesley K. Clark,Grant,15,
2004,primary,U.S. President,D,,Wesley K. Clark,Greenbrier,198,
2004,primary,U.S. President,D,,Wesley K. Clark,Hampshire,87,
2004,primary,U.S. President,D,,Wesley K. Clark,Hancock,199,
2004,primary,U.S. President,D,,Wesley K. Clark,Hardy,81,
2004,primary,U.S. President,D,,Wesley K. Clark,Harrison,414,
2004,primary,U.S. President,D,,Wesley K. Clark,Jackson,60,
2004,primary,U.S. President,D,,Wesley K. Clark,Jefferson,124,
2004,primary,U.S. President,D,,Wesley K. Clark,Kanawha,1032,
2004,primary,U.S. President,D,,Wesley K. Clark,Lewis,117,
2004,primary,U.S. President,D,,Wesley K. Clark,Lincoln,109,
2004,primary,U.S. President,D,,Wesley K. Clark,Logan,269,
2004,primary,U.S. President,D,,Wesley K. Clark,Marion,398,
2004,primary,U.S. President,D,,Wesley K. Clark,Marshall,152,
2004,primary,U.S. President,D,,Wesley K. Clark,Mason,105,
2004,primary,U.S. President,D,,Wesley K. Clark,McDowell,145,
2004,primary,U.S. President,D,,Wesley K. Clark,Mercer,358,
2004,primary,U.S. President,D,,Wesley K. Clark,Mineral,98,
2004,primary,U.S. President,D,,Wesley K. Clark,Mingo,209,
2004,primary,U.S. President,D,,Wesley K. Clark,Monongalia,314,
2004,primary,U.S. President,D,,Wesley K. Clark,Monroe,64,
2004,primary,U.S. President,D,,Wesley K. Clark,Morgan,34,
2004,primary,U.S. President,D,,Wesley K. Clark,Nicholas,160,
2004,primary,U.S. President,D,,Wesley K. Clark,Ohio,149,
2004,primary,U.S. President,D,,Wesley K. Clark,Pendleton,52,
2004,primary,U.S. President,D,,Wesley K. Clark,Pleasants,29,
2004,primary,U.S. President,D,,Wesley K. Clark,Pocahontas,62,
2004,primary,U.S. President,D,,Wesley K. Clark,Preston,151,
2004,primary,U.S. President,D,,Wesley K. Clark,Putnam,271,
2004,primary,U.S. President,D,,Wesley K. Clark,Raleigh,323,
