year,election,office,party,district,candidate,county,votes,winner
2004,general,State Treasurer,D,,John Perdue,Totals,433229,1
2004,general,State Treasurer,D,,John Perdue,Barbour,3928,
2004,general,State Treasurer,D,,John Perdue,Berkeley,12584,
2004,general,State Treasurer,D,,John Perdue,Boone,8399,
2004,general,State Treasurer,D,,John Perdue,Braxton,3985,
2004,general,State Treasurer,D,,John Perdue,Brooke,6761,
2004,general,State Treasurer,D,,John Perdue,Cabell,21552,
2004,general,State Treasurer,D,,John Perdue,Calhoun,1830,
2004,general,State Treasurer,D,,John Perdue,Clay,2871,
2004,general,State Treasurer,D,,John Perdue,Doddridge,1205,
2004,general,State Treasurer,D,,John Perdue,Fayette,11642,
2004,general,State Treasurer,D,,John Perdue,Gilmer,1874,
2004,general,State Treasurer,D,,John Perdue,Grant,1678,
2004,general,State Treasurer,D,,John Perdue,Greenbrier,8478,
2004,general,State Treasurer,D,,John Perdue,Hampshire,3261,
2004,general,State Treasurer,D,,John Perdue,Hancock,6968,
2004,general,State Treasurer,D,,John Perdue,Hardy,2806,
2004,general,State Treasurer,D,,John Perdue,Harrison,18497,
2004,general,State Treasurer,D,,John Perdue,Jackson,7707,
2004,general,State Treasurer,D,,John Perdue,Jefferson,8121,
2004,general,State Treasurer,D,,John Perdue,Kanawha,57969,
2004,general,State Treasurer,D,,John Perdue,Lewis,4232,
2004,general,State Treasurer,D,,John Perdue,Lincoln,5671,
2004,general,State Treasurer,D,,John Perdue,Logan,9721,
2004,general,State Treasurer,D,,John Perdue,Marion,16389,
2004,general,State Treasurer,D,,John Perdue,Marshall,8476,
2004,general,State Treasurer,D,,John Perdue,Mason,8021,
2004,general,State Treasurer,D,,John Perdue,McDowell,5379,
2004,general,State Treasurer,D,,John Perdue,Mercer,12364,
2004,general,State Treasurer,D,,John Perdue,Mineral,4635,
2004,general,State Treasurer,D,,John Perdue,Mingo,8006,
2004,general,State Treasurer,D,,John Perdue,Monongalia,19541,
2004,general,State Treasurer,D,,John Perdue,Monroe,3239,
2004,general,State Treasurer,D,,John Perdue,Morgan,2280,
2004,general,State Treasurer,D,,John Perdue,Nicholas,6871,
2004,general,State Treasurer,D,,John Perdue,Ohio,10432,
2004,general,State Treasurer,D,,John Perdue,Pendleton,1828,
2004,general,State Treasurer,D,,John Perdue,Pleasants,2052,
2004,general,State Treasurer,D,,John Perdue,Pocahontas,2287,
2004,general,State Treasurer,D,,John Perdue,Preston,5610,
2004,general,State Treasurer,D,,John Perdue,Putnam,14562,
2004,general,State Treasurer,D,,John Perdue,Raleigh,17177,
2004,general,State Treasurer,D,,John Perdue,Randolph,7036,
2004,general,State Treasurer,D,,John Perdue,Ritchie,1711,
