year,election,office,party,district,candidate,county,votes,winner
2004,general,State Treasurer,D,,John Perdue,Roane,3625,
2004,general,State Treasurer,D,,John Perdue,Summers,3545,
2004,general,State Treasurer,D,,John Perdue,Taylor,4100,
2004,general,State Treasurer,D,,John Perdue,Tucker,2005,
2004,general,State Treasurer,D,,John Perdue,Tyler,2012,
2004,general,State Treasurer,D,,John Perdue,Upshur,4825,
2004,general,State Treasurer,D,,John Perdue,Wayne,9952,
2004,general,State Treasurer,D,,John Perdue,Webster,2807,
2004,general,State Treasurer,D,,John Perdue,Wetzel,4366,
2004,general,State Treasurer,D,,John Perdue,Wirt,1465,
2004,general,State Treasurer,D,,John Perdue,Wood,19395,
2004,general,State Treasurer,D,,John Perdue,Wyoming,5496,
2004,general,State Treasurer,R,,Bob Adams,Totals,255046,
2004,general,State Treasurer,R,,Bob Adams,Barbour,2026,
2004,general,State Treasurer,R,,Bob Adams,Berkeley,19245,
2004,general,State Treasurer,R,,Bob Adams,Boone,1469,
2004,general,State Treasurer,R,,Bob Adams,Braxton,1085,
2004,general,State Treasurer,R,,Bob Adams,Brooke,3297,
2004,general,State Treasurer,R,,Bob Adams,Cabell,12270,
2004,general,State Treasurer,R,,Bob Adams,Calhoun,836,
2004,general,State Treasurer,R,,Bob Adams,Clay,928,
2004,general,State Treasurer,R,,Bob Adams,Doddridge,1738,
2004,general,State Treasurer,R,,Bob Adams,Fayette,4366,
2004,general,State Treasurer,R,,Bob Adams,Gilmer,753,
2004,general,State Treasurer,R,,Bob Adams,Grant,2324,
2004,general,State Treasurer,R,,Bob Adams,Greenbrier,4910,
2004,general,State Treasurer,R,,Bob Adams,Hampshire,4060,
2004,general,State Treasurer,R,,Bob Adams,Hancock,4167,
2004,general,State Treasurer,R,,Bob Adams,Hardy,1699,
2004,general,State Treasurer,R,,Bob Adams,Harrison,10032,
2004,general,State Treasurer,R,,Bob Adams,Jackson,4726,
2004,general,State Treasurer,R,,Bob Adams,Jefferson,10674,
2004,general,State Treasurer,R,,Bob Adams,Kanawha,23276,
2004,general,State Treasurer,R,,Bob Adams,Lewis,2310,
2004,general,State Treasurer,R,,Bob Adams,Lincoln,2127,
2004,general,State Treasurer,R,,Bob Adams,Logan,2519,
2004,general,State Treasurer,R,,Bob Adams,Marion,6486,
2004,general,State Treasurer,R,,Bob Adams,Marshall,5402,
2004,general,State Treasurer,R,,Bob Adams,Mason,3274,
2004,general,State Treasurer,R,,Bob Adams,McDowell,1221,
2004,general,State Treasurer,R,,Bob Adams,Mercer,8567,
2004,general,State Treasurer,R,,Bob Adams,Mineral,5995,
2004,general,State Treasurer,R,,Bob Adams,Mingo,1682,
2004,general,State Treasurer,R,,Bob Adams,Monongalia,11208,
2004,general,State Treasurer,R,,Bob Adams,Monroe,2301,
2004,general,State Treasurer,R,,Bob Adams,Morgan,3583,
2004,general,State Treasurer,R,,Bob Adams,Nicholas,2785,
2004,general,State Treasurer,R,,Bob Adams,Ohio,8017,
2004,general,State Treasurer,R,,Bob Adams,Pendleton,1154,
2004,general,State Treasurer,R,,Bob Adams,Pleasants,1033,
2004,general,State Treasurer,R,,Bob Adams,Pocahontas,1284,
2004,general,State Treasurer,R,,Bob Adams,Preston,5304,
2004,general,State Treasurer,R,,Bob Adams,Putnam,8720,
2004,general,State Treasurer,R,,Bob Adams,Raleigh,11266,
2004,general,State Treasurer,R,,Bob Adams,Randolph,3635,
2004,general,State Treasurer,R,,Bob Adams,Ritchie,2066,
2004,general,State Treasurer,R,,Bob Adams,Roane,2142,
2004,general,State Treasurer,R,,Bob Adams,Summers,1576,
2004,general,State Treasurer,R,,Bob Adams,Taylor,1912,
2004,general,State Treasurer,R,,Bob Adams,Tucker,1259,
2004,general,State Treasurer,R,,Bob Adams,Tyler,1856,
2004,general,State Treasurer,R,,Bob Adams,Upshur,3926,
2004,general,State Treasurer,R,,Bob Adams,Wayne,4507,
2004,general,State Treasurer,R,,Bob Adams,Webster,690,
2004,general,State Treasurer,R,,Bob Adams,Wetzel,2246,
2004,general,State Treasurer,R,,Bob Adams,Wirt,826,
2004,general,State Treasurer,R,,Bob Adams,Wood,15969,
2004,general,State Treasurer,R,,Bob Adams,Wyoming,2317,
