year,election,office,party,district,candidate,county,votes,winner
2004,general,U.S. President,D,,John F. Kerry,Totals,326541,
2004,general,U.S. President,D,,John F. Kerry,Barbour,2610,
2004,general,U.S. President,D,,John F. Kerry,Berkeley,12244,
2004,general,U.S. President,D,,John F. Kerry,Boone,5933,
2004,general,U.S. President,D,,John F. Kerry,Braxton,3035,
2004,general,U.S. President,D,,John F. Kerry,Brooke,5493,
2004,general,U.S. President,D,,John F. Kerry,Cabell,16583,
2004,general,U.S. President,D,,John F. Kerry,Calhoun,1266,
2004,general,U.S. President,D,,John F. Kerry,Clay,1835,
2004,general,U.S. President,D,,John F. Kerry,Doddridge,800,
2004,general,U.S. President,D,,John F. Kerry,Fayette,8971,
2004,general,U.S. President,D,,John F. Kerry,Gilmer,1159,
2004,general,U.S. President,D,,John F. Kerry,Grant,963,
2004,general,U.S. President,D,,John F. Kerry,Greenbrier,6084,
2004,general,U.S. President,D,,John F. Kerry,Hampshire,2455,
2004,general,U.S. President,D,,John F. Kerry,Hancock,6906,
2004,general,U.S. President,D,,John F. Kerry,Hardy,1617,
2004,general,U.S. President,D,,John F. Kerry,Harrison,13238,
2004,general,U.S. President,D,,John F. Kerry,Jackson,5384,
2004,general,U.S. President,D,,John F. Kerry,Jefferson,9301,
2004,general,U.S. President,D,,John F. Kerry,Kanawha,43010,
2004,general,U.S. President,D,,John F. Kerry,Lewis,2475,
2004,general,U.S. President,D,,John F. Kerry,Lincoln,4048,
2004,general,U.S. President,D,,John F. Kerry,Logan,7877,
2004,general,U.S. President,D,,John F. Kerry,Marion,12771,
2004,general,U.S. President,D,,John F. Kerry,Marshall,6435,
2004,general,U.S. President,D,,John F. Kerry,Mason,5408,
2004,general,U.S. President,D,,John F. Kerry,McDowell,4501,
2004,general,U.S. President,D,,John F. Kerry,Mercer,9178,
2004,general,U.S. President,D,,John F. Kerry,Mineral,3518,
2004,general,U.S. President,D,,John F. Kerry,Mingo,5983,
2004,general,U.S. President,D,,John F. Kerry,Monongalia,16313,
2004,general,U.S. President,D,,John F. Kerry,Monroe,2311,
2004,general,U.S. President,D,,John F. Kerry,Morgan,2272,
2004,general,U.S. President,D,,John F. Kerry,Nicholas,4788,
2004,general,U.S. President,D,,John F. Kerry,Ohio,8543,
2004,general,U.S. President,D,,John F. Kerry,Pendleton,1381,
2004,general,U.S. President,D,,John F. Kerry,Pleasants,1349,
2004,general,U.S. President,D,,John F. Kerry,Pocahontas,1573,
2004,general,U.S. President,D,,John F. Kerry,Preston,3963,
2004,general,U.S. President,D,,John F. Kerry,Putnam,9301,
2004,general,U.S. President,D,,John F. Kerry,Raleigh,11815,
2004,general,U.S. President,D,,John F. Kerry,Randolph,4892,
2004,general,U.S. President,D,,John F. Kerry,Ritchie,1070,
2004,general,U.S. President,D,,John F. Kerry,Roane,2612,
2004,general,U.S. President,D,,John F. Kerry,Summers,2504,
2004,general,U.S. President,D,,John F. Kerry,Taylor,2617,
2004,general,U.S. President,D,,John F. Kerry,Tucker,1400,
2004,general,U.S. President,D,,John F. Kerry,Tyler,1401,
2004,general,U.S. President,D,,John F. Kerry,Upshur,3034,
2004,general,U.S. President,D,,John F. Kerry,Wayne,8411,
2004,general,U.S. President,D,,John F. Kerry,Webster,1965,
2004,general,U.S. President,D,,John F. Kerry,Wetzel,3330,
2004,general,U.S. President,D,,John F. Kerry,Wirt,896,
