year,election,office,party,district,candidate,county,votes,winner
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Barbour,3282,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Brooke,4113,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Cabell,1326,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Doddridge,1427,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Gilmer,1407,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Grant,4878,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Hancock,13935,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Marion,11752,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Marshall,7268,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Mineral,4568,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Monongalia,12965,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Ohio,8950,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Pleasants,1492,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Preston,5667,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Ritchie,1924,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Taylor,3324,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Tucker,1882,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Tyler,1571,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Wetzel,3061,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Wood,16149,
2002,general,U.S. House of Representatives,D,1,Alan B. Mollohan,Totals,110941,1
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Barbour,7,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Brooke,0,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Cabell,0,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Doddridge,0,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Gilmer,1,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Grant,7,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Hancock,60,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Marion,169,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Marshall,0,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Mineral,1,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Monongalia,1,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Ohio,37,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Pleasants,3,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Preston,3,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Ritchie,1,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Taylor,6,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Tucker,8,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Tyler,4,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Wetzel,1,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Wood,11,
2002,general,U.S. House of Representatives,Write-In,1,"Louis ""Louî Davis",Totals,320,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Berkeley,6108,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Braxton,1847,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Calhoun,936,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Clay,1253,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Hampshire,1917,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Hardy,1463,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Jackson,3386,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Jefferson,4872,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Kanawha,23401,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Lewis,1730,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Mason,3355,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Morgan,1458,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Pendleton,1043,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Putnam,5356,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Randolph,2919,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Roane,1718,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Upshur,1941,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Wirt,697,
2002,general,U.S. House of Representatives,D,2,Jim Humphreys,Totals,65400,
2002,general,U.S. House of Representatives,R,2,Shelley Moore Capito,Berkeley,10863,
2002,general,U.S. House of Representatives,R,2,Shelley Moore Capito,Braxton,1695,
2002,general,U.S. House of Representatives,R,2,Shelley Moore Capito,Calhoun,989,
2002,general,U.S. House of Representatives,R,2,Shelley Moore Capito,Clay,1257,
2002,general,U.S. House of Representatives,R,2,Shelley Moore Capito,Hampshire,2673,
2002,general,U.S. House of Representatives,R,2,Shelley Moore Capito,Hardy,1855,
2002,general,U.S. House of Representatives,R,2,Shelley Moore Capito,Jackson,5442,
2002,general,U.S. House of Representatives,R,2,Shelley Moore Capito,Jefferson,5898,
2002,general,U.S. House of Representatives,R,2,Shelley Moore Capito,Kanawha,34249,
