year,election,office,party,district,candidate,county,votes,winner
2004,primary,State Treasurer,D,,John Perdue,Totals,89208,1
2004,primary,State Treasurer,D,,John Perdue,Barbour,1055,
2004,primary,State Treasurer,D,,John Perdue,Berkeley,3619,
2004,primary,State Treasurer,D,,John Perdue,Boone,429,
2004,primary,State Treasurer,D,,John Perdue,Braxton,390,
2004,primary,State Treasurer,D,,John Perdue,Brooke,887,
2004,primary,State Treasurer,D,,John Perdue,Cabell,5560,
2004,primary,State Treasurer,D,,John Perdue,Calhoun,290,
2004,primary,State Treasurer,D,,John Perdue,Clay,371,
2004,primary,State Treasurer,D,,John Perdue,Doddridge,1126,
2004,primary,State Treasurer,D,,John Perdue,Fayette,1106,
2004,primary,State Treasurer,D,,John Perdue,Gilmer,255,
2004,primary,State Treasurer,D,,John Perdue,Grant,1474,
2004,primary,State Treasurer,D,,John Perdue,Greenbrier,1502,
2004,primary,State Treasurer,D,,John Perdue,Hampshire,1028,
2004,primary,State Treasurer,D,,John Perdue,Hancock,1272,
2004,primary,State Treasurer,D,,John Perdue,Hardy,386,
2004,primary,State Treasurer,D,,John Perdue,Harrison,3497,
2004,primary,State Treasurer,D,,John Perdue,Jackson,2677,
2004,primary,State Treasurer,D,,John Perdue,Jefferson,2117,
2004,primary,State Treasurer,D,,John Perdue,Kanawha,9708,
2004,primary,State Treasurer,D,,John Perdue,Lewis,1252,
2004,primary,State Treasurer,D,,John Perdue,Lincoln,618,
2004,primary,State Treasurer,D,,John Perdue,Logan,340,
2004,primary,State Treasurer,D,,John Perdue,Marion,2209,
2004,primary,State Treasurer,D,,John Perdue,Marshall,2059,
2004,primary,State Treasurer,D,,John Perdue,Mason,1921,
2004,primary,State Treasurer,D,,John Perdue,McDowell,197,
2004,primary,State Treasurer,D,,John Perdue,Mercer,1952,
2004,primary,State Treasurer,D,,John Perdue,Mineral,2261,
2004,primary,State Treasurer,D,,John Perdue,Mingo,369,
2004,primary,State Treasurer,D,,John Perdue,Monongalia,3235,
2004,primary,State Treasurer,D,,John Perdue,Monroe,846,
2004,primary,State Treasurer,D,,John Perdue,Morgan,986,
2004,primary,State Treasurer,D,,John Perdue,Nicholas,868,
2004,primary,State Treasurer,D,,John Perdue,Ohio,3113,
2004,primary,State Treasurer,D,,John Perdue,Pendleton,322,
2004,primary,State Treasurer,D,,John Perdue,Pleasants,487,
2004,primary,State Treasurer,D,,John Perdue,Pocahontas,563,
2004,primary,State Treasurer,D,,John Perdue,Preston,2215,
2004,primary,State Treasurer,D,,John Perdue,Putnam,4124,
2004,primary,State Treasurer,D,,John Perdue,Raleigh,2803,
2004,primary,State Treasurer,D,,John Perdue,Randolph,1080,
2004,primary,State Treasurer,D,,John Perdue,Ritchie,968,
2004,primary,State Treasurer,D,,John Perdue,Roane,1138,
2004,primary,State Treasurer,D,,John Perdue,Summers,373,
2004,primary,State Treasurer,D,,John Perdue,Taylor,1071,
2004,primary,State Treasurer,D,,John Perdue,Tucker,499,
2004,primary,State Treasurer,D,,John Perdue,Tyler,1178,
2004,primary,State Treasurer,D,,John Perdue,Upshur,2491,
2004,primary,State Treasurer,D,,John Perdue,Wayne,1299,
2004,primary,State Treasurer,D,,John Perdue,Webster,175,
2004,primary,State Treasurer,D,,John Perdue,Wetzel,694,
2004,primary,State Treasurer,D,,John Perdue,Wirt,383,
2004,primary,State Treasurer,D,,John Perdue,Wood,5795,
2004,primary,State Treasurer,D,,John Perdue,Wyoming,575,
2004,primary,State Treasurer,R,,Bob Adams,Totals,87391,1
2004,primary,State Treasurer,R,,Bob Adams,Barbour,1038,
2004,primary,State Treasurer,R,,Bob Adams,Berkeley,3782,
2004,primary,State Treasurer,R,,Bob Adams,Boone,422,
2004,primary,State Treasurer,R,,Bob Adams,Braxton,415,
2004,primary,State Treasurer,R,,Bob Adams,Brooke,874,
2004,primary,State Treasurer,R,,Bob Adams,Cabell,4394,
2004,primary,State Treasurer,R,,Bob Adams,Calhoun,285,
2004,primary,State Treasurer,R,,Bob Adams,Clay,366,
2004,primary,State Treasurer,R,,Bob Adams,Doddridge,1139,
2004,primary,State Treasurer,R,,Bob Adams,Fayette,1117,
2004,primary,State Treasurer,R,,Bob Adams,Gilmer,252,
2004,primary,State Treasurer,R,,Bob Adams,Grant,1495,
2004,primary,State Treasurer,R,,Bob Adams,Greenbrier,1494,
2004,primary,State Treasurer,R,,Bob Adams,Hampshire,1053,
2004,primary,State Treasurer,R,,Bob Adams,Hancock,1297,
2004,primary,State Treasurer,R,,Bob Adams,Hardy,400,
2004,primary,State Treasurer,R,,Bob Adams,Harrison,3464,
2004,primary,State Treasurer,R,,Bob Adams,Jackson,2618,
2004,primary,State Treasurer,R,,Bob Adams,Jefferson,2256,
2004,primary,State Treasurer,R,,Bob Adams,Kanawha,9396,
2004,primary,State Treasurer,R,,Bob Adams,Lewis,1250,
2004,primary,State Treasurer,R,,Bob Adams,Lincoln,621,
2004,primary,State Treasurer,R,,Bob Adams,Logan,325,
2004,primary,State Treasurer,R,,Bob Adams,Marion,2187,
2004,primary,State Treasurer,R,,Bob Adams,Marshall,2071,
2004,primary,State Treasurer,R,,Bob Adams,Mason,1857,
2004,primary,State Treasurer,R,,Bob Adams,McDowell,188,
2004,primary,State Treasurer,R,,Bob Adams,Mercer,1959,
2004,primary,State Treasurer,R,,Bob Adams,Mineral,2282,
2004,primary,State Treasurer,R,,Bob Adams,Mingo,361,
2004,primary,State Treasurer,R,,Bob Adams,Monongalia,3209,
2004,primary,State Treasurer,R,,Bob Adams,Monroe,845,
2004,primary,State Treasurer,R,,Bob Adams,Morgan,1019,
2004,primary,State Treasurer,R,,Bob Adams,Nicholas,880,
2004,primary,State Treasurer,R,,Bob Adams,Ohio,3049,
2004,primary,State Treasurer,R,,Bob Adams,Pendleton,329,
2004,primary,State Treasurer,R,,Bob Adams,Pleasants,492,
2004,primary,State Treasurer,R,,Bob Adams,Pocahontas,560,
2004,primary,State Treasurer,R,,Bob Adams,Preston,2192,
2004,primary,State Treasurer,R,,Bob Adams,Putnam,3911,
2004,primary,State Treasurer,R,,Bob Adams,Raleigh,2752,
2004,primary,State Treasurer,R,,Bob Adams,Randolph,1077,
2004,primary,State Treasurer,R,,Bob Adams,Ritchie,943,
2004,primary,State Treasurer,R,,Bob Adams,Roane,1111,
2004,primary,State Treasurer,R,,Bob Adams,Summers,392,
2004,primary,State Treasurer,R,,Bob Adams,Taylor,1032,
2004,primary,State Treasurer,R,,Bob Adams,Tucker,497,
2004,primary,State Treasurer,R,,Bob Adams,Tyler,1154,
2004,primary,State Treasurer,R,,Bob Adams,Upshur,2501,
2004,primary,State Treasurer,R,,Bob Adams,Wayne,1124,
2004,primary,State Treasurer,R,,Bob Adams,Webster,168,
2004,primary,State Treasurer,R,,Bob Adams,Wetzel,680,
2004,primary,State Treasurer,R,,Bob Adams,Wirt,380,
2004,primary,State Treasurer,R,,Bob Adams,Wood,5827,
2004,primary,State Treasurer,R,,Bob Adams,Wyoming,609,
