year,election,office,party,district,candidate,county,votes,winner
2006,primary,U.S. Senate,D,,Robert C. Byrd,Totals,159154,TRUE
2006,primary,U.S. Senate,D,,Robert C. Byrd,Barbour,1493,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Berkeley,3128,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Boone,3722,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Braxton,2029,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Brooke,2518,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Cabell,6126,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Calhoun,710,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Clay,1480,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Doddridge,329,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Fayette,5613,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Gilmer,797,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Grant,312,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Greenbrier,3396,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Hampshire,1546,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Hancock,2253,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Hardy,1563,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Harrison,6523,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Jackson,2012,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Jefferson,3165,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Kanawha,17152,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Lewis,1324,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Lincoln,2247,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Logan,6095,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Marion,6314,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Marshall,3597,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Mason,2534,
2006,primary,U.S. Senate,D,,Robert C. Byrd,McDowell,4194,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Mercer,4401,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Mineral,1648,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Mingo,5562,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Monongalia,6591,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Monroe,1476,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Morgan,723,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Nicholas,3149,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Ohio,3501,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Pendleton,957,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Pleasants,682,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Pocahontas,1047,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Preston,2105,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Putnam,3269,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Raleigh,6585,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Randolph,3639,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Ritchie,466,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Roane,1088,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Summers,1513,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Taylor,1721,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Tucker,1103,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Tyler,464,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Upshur,1069,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Wayne,3580,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Webster,1622,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Wetzel,1720,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Wirt,396,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Wood,3964,
2006,primary,U.S. Senate,D,,Robert C. Byrd,Wyoming,2941,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Totals,26609,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Barbour,188,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Berkeley,473,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Boone,700,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Braxton,368,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Brooke,437,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Cabell,1025,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Calhoun,178,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Clay,268,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Doddridge,51,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Fayette,1005,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Gilmer,174,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Grant,43,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Greenbrier,803,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Hampshire,317,
2006,primary,U.S. Senate,D,,"Billy Hendricks, Jr.",Hancock,511,
