year,election,office,party,candidate,county,votes,winner
2004,general,Attorney General,D,Darrell McGraw,Totals,359491,1
2004,general,Attorney General,D,Darrell McGraw,Barbour,2943,
2004,general,Attorney General,D,Darrell McGraw,Berkeley,12027,
2004,general,Attorney General,D,Darrell McGraw,Boone,7157,
2004,general,Attorney General,D,Darrell McGraw,Braxton,3357,
2004,general,Attorney General,D,Darrell McGraw,Brooke,5717,
2004,general,Attorney General,D,Darrell McGraw,Cabell,16856,
2004,general,Attorney General,D,Darrell McGraw,Calhoun,1594,
2004,general,Attorney General,D,Darrell McGraw,Clay,2468,
2004,general,Attorney General,D,Darrell McGraw,Doddridge,1109,
2004,general,Attorney General,D,Darrell McGraw,Fayette,10469,
2004,general,Attorney General,D,Darrell McGraw,Gilmer,1650,
2004,general,Attorney General,D,Darrell McGraw,Grant,1120,
2004,general,Attorney General,D,Darrell McGraw,Greenbrier,7160,
2004,general,Attorney General,D,Darrell McGraw,Hampshire,3053,
2004,general,Attorney General,D,Darrell McGraw,Hancock,6214,
2004,general,Attorney General,D,Darrell McGraw,Hardy,1968,
2004,general,Attorney General,D,Darrell McGraw,Harrison,14583,
2004,general,Attorney General,D,Darrell McGraw,Jackson,6515,
2004,general,Attorney General,D,Darrell McGraw,Jefferson,8682,
2004,general,Attorney General,D,Darrell McGraw,Kanawha,42987,
2004,general,Attorney General,D,Darrell McGraw,Lewis,3361,
2004,general,Attorney General,D,Darrell McGraw,Lincoln,5027,
2004,general,Attorney General,D,Darrell McGraw,Logan,9363,
2004,general,Attorney General,D,Darrell McGraw,Marion,12798,
2004,general,Attorney General,D,Darrell McGraw,Marshall,7453,
2004,general,Attorney General,D,Darrell McGraw,Mason,6914,
2004,general,Attorney General,D,Darrell McGraw,McDowell,4941,
2004,general,Attorney General,D,Darrell McGraw,Mercer,10970,
2004,general,Attorney General,D,Darrell McGraw,Mineral,4054,
2004,general,Attorney General,D,Darrell McGraw,Mingo,7433,
2004,general,Attorney General,D,Darrell McGraw,Monongalia,14348,
2004,general,Attorney General,D,Darrell McGraw,Monroe,3172,
2004,general,Attorney General,D,Darrell McGraw,Morgan,2245,
2004,general,Attorney General,D,Darrell McGraw,Nicholas,5861,
2004,general,Attorney General,D,Darrell McGraw,Ohio,9084,
2004,general,Attorney General,D,Darrell McGraw,Pendleton,1738,
2004,general,Attorney General,D,Darrell McGraw,Pleasants,1697,
2004,general,Attorney General,D,Darrell McGraw,Pocahontas,2099,
2004,general,Attorney General,D,Darrell McGraw,Preston,4249,
2004,general,Attorney General,D,Darrell McGraw,Putnam,10241,
2004,general,Attorney General,D,Darrell McGraw,Raleigh,14099,
2004,general,Attorney General,D,Darrell McGraw,Randolph,5911,
2004,general,Attorney General,D,Darrell McGraw,Ritchie,1449,
2004,general,Attorney General,D,Darrell McGraw,Roane,3108,
2004,general,Attorney General,D,Darrell McGraw,Summers,3090,
2004,general,Attorney General,D,Darrell McGraw,Taylor,3032,
2004,general,Attorney General,D,Darrell McGraw,Tucker,1754,
2004,general,Attorney General,D,Darrell McGraw,Tyler,1755,
2004,general,Attorney General,D,Darrell McGraw,Upshur,3915,
2004,general,Attorney General,D,Darrell McGraw,Wayne,8740,
2004,general,Attorney General,D,Darrell McGraw,Webster,2416,
2004,general,Attorney General,D,Darrell McGraw,Wetzel,3768,
2004,general,Attorney General,D,Darrell McGraw,Wirt,1206,
2004,general,Attorney General,D,Darrell McGraw,Wood,15123,
2004,general,Attorney General,D,Darrell McGraw,Wyoming,5448,
2004,general,Attorney General,R,"Hiram Lewis, IV",Totals,353473,
2004,general,Attorney General,R,"Hiram Lewis, IV",Barbour,3047,
2004,general,Attorney General,R,"Hiram Lewis, IV",Berkeley,20123,
2004,general,Attorney General,R,"Hiram Lewis, IV",Boone,2756,
2004,general,Attorney General,R,"Hiram Lewis, IV",Braxton,1952,
2004,general,Attorney General,R,"Hiram Lewis, IV",Brooke,4673,
2004,general,Attorney General,R,"Hiram Lewis, IV",Cabell,18960,
2004,general,Attorney General,R,"Hiram Lewis, IV",Calhoun,1179,
2004,general,Attorney General,R,"Hiram Lewis, IV",Clay,1446,
2004,general,Attorney General,R,"Hiram Lewis, IV",Doddridge,1946,
2004,general,Attorney General,R,"Hiram Lewis, IV",Fayette,5978,
2004,general,Attorney General,R,"Hiram Lewis, IV",Gilmer,1057,
