year,election,office,party,district,candidate,county,votes,winner
1958,general,State Senate,REP,1,Chester R. Hubbard,Totals,23196,
1958,general,State Senate,REP,1,Chester R. Hubbard,Brooke,3632,
1958,general,State Senate,REP,1,Chester R. Hubbard,Hancock,4548,
1958,general,State Senate,REP,1,Chester R. Hubbard,Ohio,15016,
1958,general,State Senate,DEM,1,Arch Wilson Riley,Totals,23994,TRUE
1958,general,State Senate,DEM,1,Arch Wilson Riley,Brooke,5501,
1958,general,State Senate,DEM,1,Arch Wilson Riley,Hancock,7277,
1958,general,State Senate,DEM,1,Arch Wilson Riley,Ohio,11216,
1958,general,State Senate,REP,2,John E. Carrigan,Totals,13741,TRUE
1958,general,State Senate,REP,2,John E. Carrigan,Doddridge,1635,
1958,general,State Senate,REP,2,John E. Carrigan,Marshall,6707,
1958,general,State Senate,REP,2,John E. Carrigan,Tyler,2562,
1958,general,State Senate,REP,2,John E. Carrigan,Wetzel,2837,
1958,general,State Senate,DEM,2,Edward C. Pastilong,Totals,12887,
1958,general,State Senate,DEM,2,Edward C. Pastilong,Doddridge,1011,
1958,general,State Senate,DEM,2,Edward C. Pastilong,Marshall,6741,
1958,general,State Senate,DEM,2,Edward C. Pastilong,Tyler,1367,
1958,general,State Senate,DEM,2,Edward C. Pastilong,Wetzel,3768,
1958,general,State Senate,REP,3,Joseph M. Handlan,Totals,20320,TRUE
1958,general,State Senate,REP,3,Joseph M. Handlan,Calhoun,1249,
1958,general,State Senate,REP,3,Joseph M. Handlan,Pleasants,1359,
1958,general,State Senate,REP,3,Joseph M. Handlan,Ritchie,2763,
1958,general,State Senate,REP,3,Joseph M. Handlan,Wirt,1033,
1958,general,State Senate,REP,3,Joseph M. Handlan,Wood,13916,
1958,general,State Senate,DEM,3,George Barnett,Totals,18616,
1958,general,State Senate,DEM,3,George Barnett,Calhoun,1946,
1958,general,State Senate,DEM,3,George Barnett,Pleasants,1493,
1958,general,State Senate,DEM,3,George Barnett,Ritchie,1352,
1958,general,State Senate,DEM,3,George Barnett,Wirt,1049,
1958,general,State Senate,DEM,3,George Barnett,Wood,12776,
1958,general,State Senate,REP,4,Vernon McCoy,Totals,16299,
1958,general,State Senate,REP,4,Vernon McCoy,Clay,2136,
1958,general,State Senate,REP,4,Vernon McCoy,Jackson,3391,
1958,general,State Senate,REP,4,Vernon McCoy,Mason,4032,
1958,general,State Senate,REP,4,Vernon McCoy,Putnam,3489,
1958,general,State Senate,REP,4,Vernon McCoy,Roane,3251,
1958,general,State Senate,DEM,4,Paul R. Moore,Totals,16547,TRUE
1958,general,State Senate,DEM,4,Paul R. Moore,Clay,2671,
1958,general,State Senate,DEM,4,Paul R. Moore,Jackson,3041,
1958,general,State Senate,DEM,4,Paul R. Moore,Mason,3398,
1958,general,State Senate,DEM,4,Paul R. Moore,Putnam,4755,
1958,general,State Senate,DEM,4,Paul R. Moore,Roane,2682,
1958,general,State Senate,REP,5,Bernard Sammons,Totals,20935,
1958,general,State Senate,REP,5,Bernard Sammons,Cabell,15801,
1958,general,State Senate,REP,5,Bernard Sammons,Wayne,5134,
1958,general,State Senate,DEM,5,C.H. “Jackie” McKown,Totals,26651,TRUE
1958,general,State Senate,DEM,5,C.H. “Jackie” McKown,Cabell,18803,
1958,general,State Senate,DEM,5,C.H. “Jackie” McKown,Wayne,7848,
1958,general,State Senate,REP,5,Roy V. Graham,Totals,20136,
1958,general,State Senate,REP,5,Roy V. Graham,Cabell,15400,
1958,general,State Senate,REP,5,Roy V. Graham,Wayne,4736,
1958,general,State Senate,DEM,5,Lyle A. Smith,Totals,27845,TRUE
1958,general,State Senate,DEM,5,Lyle A. Smith,Cabell,19592,
1958,general,State Senate,DEM,5,Lyle A. Smith,Wayne,8253,
1958,general,State Senate,REP,6,James G. Collier,Totals,8694,
1958,general,State Senate,REP,6,James G. Collier,McDowell,3851,
1958,general,State Senate,REP,6,James G. Collier,Mingo,4843,
1958,general,State Senate,DEM,6,Glenn Taylor,Totals,26606,TRUE
1958,general,State Senate,DEM,6,Glenn Taylor,McDowell,9671,
1958,general,State Senate,DEM,6,Glenn Taylor,Mingo,16935,
1958,general,State Senate,REP,7,Rev. E. E. Parker,Totals,12565,
1958,general,State Senate,REP,7,Rev. E. E. Parker,Boone,3341,
1958,general,State Senate,REP,7,Rev. E. E. Parker,Lincoln,3183,
1958,general,State Senate,REP,7,Rev. E. E. Parker,Logan,6041,
1958,general,State Senate,DEM,7,Lloyd G. Jackson,Totals,25705,TRUE
1958,general,State Senate,DEM,7,Lloyd G. Jackson,Boone,6863,
1958,general,State Senate,DEM,7,Lloyd G. Jackson,Lincoln,4177,
1958,general,State Senate,DEM,7,Lloyd G. Jackson,Logan,14665,
1958,general,State Senate,REP,8,Elizabeth V. Hallanan,Totals,36066,
1958,general,State Senate,REP,8,Elizabeth V. Hallanan,Kanawha,36066,
1958,general,State Senate,DEM,8,J. Hornor Davis,Totals,48775,TRUE
1958,general,State Senate,DEM,8,J. Hornor Davis,Kanawha,48775,
1958,general,State Senate,REP,9,Mrs. Ted (Peggy) Kessinger,Totals,12007,
1958,general,State Senate,REP,9,Mrs. Ted (Peggy) Kessinger,Raleigh,8488,
1958,general,State Senate,REP,9,Mrs. Ted (Peggy) Kessinger,Wyoming,3519,
1958,general,State Senate,DEM,9,Jack A. Nuckols,Totals,23937,TRUE
1958,general,State Senate,DEM,9,Jack A. Nuckols,Raleigh,17166,
1958,general,State Senate,DEM,9,Jack A. Nuckols,Wyoming,6771,
1958,general,State Senate,REP,10,"C.S. “Jack” Weaver, Jr.",Totals,12163,
1958,general,State Senate,REP,10,"C.S. “Jack” Weaver, Jr.",Mercer,7394,
1958,general,State Senate,REP,10,"C.S. “Jack” Weaver, Jr.",Monroe,2391,
1958,general,State Senate,REP,10,"C.S. “Jack” Weaver, Jr.",Summers,2378,
1958,general,State Senate,DEM,10,O. Roy Parker,Totals,19155,TRUE
1958,general,State Senate,DEM,10,O. Roy Parker,Mercer,12435,
1958,general,State Senate,DEM,10,O. Roy Parker,Monroe,2807,
1958,general,State Senate,DEM,10,O. Roy Parker,Summers,3913,
1958,general,State Senate,REP,11,L.M. LaFollette,Totals,8557,
1958,general,State Senate,REP,11,L.M. LaFollette,Fayette,4747,
1958,general,State Senate,REP,11,L.M. LaFollette,Greenbrier,3810,
1958,general,State Senate,DEM,11,"W.N. (Bill) Jasper, Jr.",Totals,22533,TRUE
1958,general,State Senate,DEM,11,"W.N. (Bill) Jasper, Jr.",Fayette,15693,
1958,general,State Senate,DEM,11,"W.N. (Bill) Jasper, Jr.",Greenbrier,6840,
1958,general,State Senate,REP,12,Dave J. Teter,Totals,10158,
1958,general,State Senate,REP,12,Dave J. Teter,Braxton,2045,
1958,general,State Senate,REP,12,Dave J. Teter,Nicholas,2261,
1958,general,State Senate,REP,12,Dave J. Teter,Pendleton,1034,
1958,general,State Senate,REP,12,Dave J. Teter,Pocahontas,1772,
1958,general,State Senate,REP,12,Dave J. Teter,Randolph,3046,
1958,general,State Senate,DEM,12,Carl E. Gainer,Webster,1091,
1958,general,State Senate,DEM,12,Carl E. Gainer,Totals,23329,TRUE
1958,general,State Senate,DEM,12,Carl E. Gainer,Braxton,3793,
1958,general,State Senate,DEM,12,Carl E. Gainer,Nicholas,6039,
1958,general,State Senate,DEM,12,Carl E. Gainer,Pendleton,1735,
1958,general,State Senate,DEM,12,Carl E. Gainer,Pocahontas,2477,
1958,general,State Senate,DEM,12,Carl E. Gainer,Randolph,6096,
1958,general,State Senate,DEM,12,Carl E. Gainer,Webster,3189,
1958,general,State Senate,REP,13,Edgar S. White,Totals,17047,
1958,general,State Senate,REP,13,Edgar S. White,Gilmer,1133,
1958,general,State Senate,REP,13,Edgar S. White,Harrison,12710,
1958,general,State Senate,REP,13,Edgar S. White,Lewis,3204,
1958,general,State Senate,DEM,13,Walter A. Holden,Totals,22533,TRUE
1958,general,State Senate,DEM,13,Walter A. Holden,Gilmer,2030,
1958,general,State Senate,DEM,13,Walter A. Holden,Harrison,17159,
1958,general,State Senate,DEM,13,Walter A. Holden,Lewis,3344,
1958,general,State Senate,REP,14,John E. Crynock,Totals,17489,
1958,general,State Senate,REP,14,John E. Crynock,Marion,9421,
1958,general,State Senate,REP,14,John E. Crynock,Monongalia,8068,
1958,general,State Senate,DEM,14,William A. Moreland,Totals,26203,TRUE
1958,general,State Senate,DEM,14,William A. Moreland,Marion,15856,
1958,general,State Senate,DEM,14,William A. Moreland,Monongalia,10347,
1958,general,State Senate,REP,15,Dayton R. Stemple,Totals,17221,TRUE
1958,general,State Senate,REP,15,Dayton R. Stemple,Barbour,2801,
1958,general,State Senate,REP,15,Dayton R. Stemple,Grant,2026,
1958,general,State Senate,REP,15,Dayton R. Stemple,Preston,4604,
1958,general,State Senate,REP,15,Dayton R. Stemple,Taylor,2653,
1958,general,State Senate,REP,15,Dayton R. Stemple,Tucker,1410,
1958,general,State Senate,REP,15,Dayton R. Stemple,Upshur,3727,
1958,general,State Senate,DEM,15,Lloyd L. Shriver,Totals,14772,
1958,general,State Senate,DEM,15,Lloyd L. Shriver,Barbour,3535,
1958,general,State Senate,DEM,15,Lloyd L. Shriver,Grant,609,
1958,general,State Senate,DEM,15,Lloyd L. Shriver,Preston,2803,
1958,general,State Senate,DEM,15,Lloyd L. Shriver,Taylor,3972,
1958,general,State Senate,DEM,15,Lloyd L. Shriver,Tucker,1782,
1958,general,State Senate,DEM,15,Lloyd L. Shriver,Upshur,2071,
1958,general,State Senate,REP,16,C.S. Musser,Totals,12520,
1958,general,State Senate,REP,16,C.S. Musser,Berkeley,4221,
1958,general,State Senate,REP,16,C.S. Musser,Hampshire,904,
1958,general,State Senate,REP,16,C.S. Musser,Hardy,956,
1958,general,State Senate,REP,16,C.S. Musser,Jefferson,1458,
1958,general,State Senate,REP,16,C.S. Musser,Mineral,3348,
1958,general,State Senate,REP,16,C.S. Musser,Morgan,1633,
1958,general,State Senate,DEM,16,"Clarence E. Martin, Jr.",Totals,19210,TRUE
1958,general,State Senate,DEM,16,"Clarence E. Martin, Jr.",Berkeley,6428,
1958,general,State Senate,DEM,16,"Clarence E. Martin, Jr.",Hampshire,2530,
1958,general,State Senate,DEM,16,"Clarence E. Martin, Jr.",Hardy,2302,
1958,general,State Senate,DEM,16,"Clarence E. Martin, Jr.",Jefferson,3174,
1958,general,State Senate,DEM,16,"Clarence E. Martin, Jr.",Mineral,3555,
1958,general,State Senate,DEM,16,"Clarence E. Martin, Jr.",Morgan,1221,
