year,election,office,party,candidate,county,votes,winner
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Barbour,1184,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Berkeley,1516,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Boone,1389,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Braxton,1868,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Brooke,1092,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Cabell,1128,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Calhoun,740,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Clay,1141,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Doddridge,288,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Fayette,5254,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Gilmer,877,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Grant,100,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Greenbrier,2113,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Hampshire,725,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Hancock,1614,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Hardy,708,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Harrison,5158,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Jackson,580,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Jefferson,944,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Kanawha,9199,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Lewis,1291,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Lincoln,497,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Logan,4783,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Marion,5380,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Marshall,868,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Mason,759,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",McDowell,10198,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Mercer,4557,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Mineral,563,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Mingo,3279,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Monongalia,3299,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Monroe,801,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Morgan,317,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Nicholas,1884,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Ohio,1775,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Pendleton,463,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Pleasants,318,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Pocahontas,713,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Preston,491,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Putnam,666,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Raleigh,5829,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Randolph,2397,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Ritchie,497,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Roane,690,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Summers,1446,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Taylor,901,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Tucker,704,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Tyler,300,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Upshur,590,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Wayne,901,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Webster,1627,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Wetzel,780,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Wirt,319,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Wood,2475,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Wyoming,3855,
1958,primary,Judge of the Supreme Court of Appeals,DEM,"Thornton Berry, Jr.",Totals,103831,TRUE
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Barbour,647,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Berkeley,721,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Boone,2409,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Braxton,572,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Brooke,1062,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Cabell,7578,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Calhoun,488,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Clay,512,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Doddridge,121,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Fayette,4311,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Gilmer,347,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Grant,60,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Greenbrier,1291,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Hampshire,512,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Hancock,1860,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Hardy,450,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Harrison,2046,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Jackson,463,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Jefferson,345,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Kanawha,8414,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Lewis,543,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Lincoln,1768,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Logan,2615,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Marion,3959,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Marshall,508,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Mason,791,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,McDowell,1387,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Mercer,1189,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Mineral,241,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Mingo,3030,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Monongalia,2183,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Monroe,447,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Morgan,115,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Nicholas,1178,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Ohio,1522,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Pendleton,288,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Pleasants,225,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Pocahontas,293,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Preston,331,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Putnam,1543,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Raleigh,3687,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Randolph,1264,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Ritchie,240,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Roane,529,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Summers,733,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Taylor,372,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Tucker,425,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Tyler,173,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Upshur,192,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Wayne,3686,
1958,primary,Judge of the Supreme Court of Appeals,DEM,Henry Lakin Ducker,Webster,629,
