year,election,office,party,candidate,county,votes,winner
1958,primary,U.S. Senate,DEM,William Marland,Barbour,622,
1958,primary,U.S. Senate,DEM,William Marland,Berkeley,82,
1958,primary,U.S. Senate,DEM,William Marland,Boone,2208,
1958,primary,U.S. Senate,DEM,William Marland,Braxton,1107,
1958,primary,U.S. Senate,DEM,William Marland,Brooke,1456,
1958,primary,U.S. Senate,DEM,William Marland,Cabell,2740,
1958,primary,U.S. Senate,DEM,William Marland,Calhoun,634,
1958,primary,U.S. Senate,DEM,William Marland,Clay,744,
1958,primary,U.S. Senate,DEM,William Marland,Doddridge,120,
1958,primary,U.S. Senate,DEM,William Marland,Fayette,4618,
1958,primary,U.S. Senate,DEM,William Marland,Gilmer,312,
1958,primary,U.S. Senate,DEM,William Marland,Grant,36,
1958,primary,U.S. Senate,DEM,William Marland,Greenbrier,1315,
1958,primary,U.S. Senate,DEM,William Marland,Hampshire,448,
1958,primary,U.S. Senate,DEM,William Marland,Hancock,2834,
1958,primary,U.S. Senate,DEM,William Marland,Hardy,433,
1958,primary,U.S. Senate,DEM,William Marland,Harrison,2422,
1958,primary,U.S. Senate,DEM,William Marland,Jackson,406,
1958,primary,U.S. Senate,DEM,William Marland,Jefferson,88,
1958,primary,U.S. Senate,DEM,William Marland,Kanawha,8496,
1958,primary,U.S. Senate,DEM,William Marland,Lewis,322,
1958,primary,U.S. Senate,DEM,William Marland,Lincoln,1114,
1958,primary,U.S. Senate,DEM,William Marland,Logan,4476,
1958,primary,U.S. Senate,DEM,William Marland,Marion,3971,
1958,primary,U.S. Senate,DEM,William Marland,Marshall,815,
1958,primary,U.S. Senate,DEM,William Marland,Mason,631,
1958,primary,U.S. Senate,DEM,William Marland,McDowell,3478,
1958,primary,U.S. Senate,DEM,William Marland,Mercer,1711,
1958,primary,U.S. Senate,DEM,William Marland,Mineral,199,
1958,primary,U.S. Senate,DEM,William Marland,Mingo,4506,
1958,primary,U.S. Senate,DEM,William Marland,Monongalia,2617,
1958,primary,U.S. Senate,DEM,William Marland,Monroe,234,
1958,primary,U.S. Senate,DEM,William Marland,Morgan,233,
1958,primary,U.S. Senate,DEM,William Marland,Nicholas,1446,
1958,primary,U.S. Senate,DEM,William Marland,Ohio,2101,
1958,primary,U.S. Senate,DEM,William Marland,Pendleton,122,
1958,primary,U.S. Senate,DEM,William Marland,Pleasants,177,
1958,primary,U.S. Senate,DEM,William Marland,Pocahontas,343,
1958,primary,U.S. Senate,DEM,William Marland,Preston,180,
1958,primary,U.S. Senate,DEM,William Marland,Putnam,1172,
1958,primary,U.S. Senate,DEM,William Marland,Raleigh,4489,
1958,primary,U.S. Senate,DEM,William Marland,Randolph,536,
1958,primary,U.S. Senate,DEM,William Marland,Ritchie,248,
1958,primary,U.S. Senate,DEM,William Marland,Roane,464,
1958,primary,U.S. Senate,DEM,William Marland,Summers,668,
1958,primary,U.S. Senate,DEM,William Marland,Taylor,491,
1958,primary,U.S. Senate,DEM,William Marland,Tucker,366,
1958,primary,U.S. Senate,DEM,William Marland,Tyler,191,
1958,primary,U.S. Senate,DEM,William Marland,Upshur,211,
1958,primary,U.S. Senate,DEM,William Marland,Wayne,2486,
1958,primary,U.S. Senate,DEM,William Marland,Webster,1104,
1958,primary,U.S. Senate,DEM,William Marland,Wetzel,686,
1958,primary,U.S. Senate,DEM,William Marland,Wirt,256,
1958,primary,U.S. Senate,DEM,William Marland,Wood,1673,
1958,primary,U.S. Senate,DEM,William Marland,Wyoming,3063,
1958,primary,U.S. Senate,DEM,William Marland,Totals,77901,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Barbour,1314,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Berkeley,2903,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Boone,2063,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Braxton,1203,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Brooke,608,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Cabell,5551,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Calhoun,692,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Clay,796,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Doddridge,334,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Fayette,1792,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Gilmer,1006,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Grant,212,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Greenbrier,1533,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Hampshire,1431,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Hancock,724,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Hardy,1732,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Harrison,5957,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Jackson,709,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Jefferson,1528,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Kanawha,11446,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Lewis,1446,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Lincoln,1511,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Logan,3398,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Marion,2693,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Marshall,530,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Mason,820,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,McDowell,7688,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Mercer,3683,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Mineral,782,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Mingo,2266,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Monongalia,3624,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Monroe,910,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Morgan,381,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Nicholas,1404,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Ohio,1062,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Pendleton,962,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Pleasants,351,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Pocahontas,712,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Preston,759,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Putnam,992,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Raleigh,4304,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Randolph,4130,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Ritchie,503,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Roane,768,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Summers,1194,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Taylor,726,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Tucker,1010,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Tyler,246,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Upshur,650,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Wayne,1992,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Webster,1528,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Wetzel,461,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Wirt,376,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Wood,3418,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Wyoming,1733,
1958,primary,U.S. Senate,DEM,Jennings Randolph ,Totals,102547,TRUE
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Barbour,63,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Berkeley,85,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Boone,489,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Braxton,259,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Brooke,214,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Cabell,857,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Calhoun,168,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Clay,442,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Doddridge,22,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Fayette,4436,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Gilmer,150,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Grant,1,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Greenbrier,1034,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Hampshire,95,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Hancock,297,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Hardy,59,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Harrison,279,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Jackson,147,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Jefferson,70,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Kanawha,3915,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Lewis,146,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Lincoln,247,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Logan,2168,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Marion,280,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Marshall,127,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Mason,243,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,McDowell,377,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Mercer,654,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Mineral,28,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Mingo,924,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Monongalia,168,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Monroe,178,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Morgan,9,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Nicholas,735,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Ohio,405,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Pendleton,20,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Pleasants,48,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Pocahontas,99,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Preston,30,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Putnam,409,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Raleigh,2025,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Randolph,112,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Ritchie,63,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Roane,112,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Summers,521,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Taylor,57,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Tucker,30,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Tyler,68,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Upshur,36,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Wayne,612,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Webster,148,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Wetzel,139,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Wirt,47,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Wood,409,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Wyoming,683,
1958,primary,U.S. Senate,DEM,Arnold Vickers ,Totals,25439,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Barbour,88,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Berkeley,40,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Boone,66,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Braxton,101,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Brooke,223,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Cabell,217,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Calhoun,84,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Clay,42,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Doddridge,22,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Fayette,208,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Gilmer,96,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Grant,3,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Greenbrier,99,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Hampshire,67,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Hancock,343,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Hardy,44,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Harrison,755,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Jackson,26,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Jefferson,18,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Kanawha,270,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Lewis,126,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Lincoln,36,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Logan,170,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Marion,4084,
1958,primary,U.S. Senate,DEM,W.R. “Squibb” Wilson,Marshall,132,
