year,election,office,party,candidate,county,votes,winner
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Totals,253930,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Barbour,2921,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Berkeley,4136,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Boone,3018,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Braxton,2109,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Brooke,3093,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Cabell,15795,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Calhoun,1409,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Clay,2141,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Doddridge,1928,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Fayette,4710,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Gilmer,1322,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Grant,1955,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Greenbrier,3816,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Hampshire,854,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Hancock,4021,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Hardy,940,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Harrison,12860,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Jackson,3697,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Jefferson,1321,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Kanawha,34576,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Lewis,3468,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Lincoln,3133,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Logan,5651,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Marion,9532,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Marshall,6133,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Mason,3956,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Mercer,6758,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Mineral,3313,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Mingo,3823,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Monongalia,7452,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Monroe,2415,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Morgan,1704,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,McDowell,4489,
1958,general,Judge of the Supreme Court of Appeals,REP,Max DeBerry,Nicholas,2587,
