year,election,office,party,candidate,county,votes,winner
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Totals,278135,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Barbour,3123,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Berkeley,4700,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Boone,3237,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Braxton,2376,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Brooke,3709,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Cabell,18124,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Calhoun,1421,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Clay,2226,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Doddridge,1804,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Fayette,5518,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Gilmer,1294,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Grant,2089,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Greenbrier,4686,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Hampshire,1070,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Hancock,4787,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Hardy,1078,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Harrison,13018,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Jackson,3800,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Jefferson,1584,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Kanawha,37561,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Lewis,4154,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Lincoln,3206,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Logan,6108,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Marion,10649,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Marshall,6701,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Mason,3824,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Mercer,8273,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Mineral,3628,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Mingo,4215,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Monongalia,8005,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Monroe,2566,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Morgan,1914,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,McDowell,5881,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Nicholas,2952,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Ohio,14405,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Pendleton,1108,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Pleasants,1420,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Pocahontas,1995,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Preston,4850,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Putnam,3664,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Raleigh,9366,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Randolph,3309,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Ritchie,3011,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Roane,3398,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Summers,2238,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Taylor,3282,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Tucker,1493,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Tyler,2701,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Upshur,3894,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Wayne,5122,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Webster,1486,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Wetzel,3103,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Wirt,1094,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Wood,13912,
1958,general,Secretary of State,REP,Helen (Mrs. Rush D.) Holt,Wyoming,4003,
1958,general,Secretary of State,DEM,Joe F. Burdett,Totals,360114,TRUE
1958,general,Secretary of State,DEM,Joe F. Burdett,Barbour,3356,
1958,general,Secretary of State,DEM,Joe F. Burdett,Berkeley,5868,
1958,general,Secretary of State,DEM,Joe F. Burdett,Boone,7026,
1958,general,Secretary of State,DEM,Joe F. Burdett,Braxton,3693,
1958,general,Secretary of State,DEM,Joe F. Burdett,Brooke,5425,
1958,general,Secretary of State,DEM,Joe F. Burdett,Cabell,16938,
1958,general,Secretary of State,DEM,Joe F. Burdett,Calhoun,1892,
1958,general,Secretary of State,DEM,Joe F. Burdett,Clay,2643,
1958,general,Secretary of State,DEM,Joe F. Burdett,Doddridge,972,
1958,general,Secretary of State,DEM,Joe F. Burdett,Fayette,15255,
1958,general,Secretary of State,DEM,Joe F. Burdett,Gilmer,1951,
1958,general,Secretary of State,DEM,Joe F. Burdett,Grant,615,
1958,general,Secretary of State,DEM,Joe F. Burdett,Greenbrier,6202,
1958,general,Secretary of State,DEM,Joe F. Burdett,Hampshire,2415,
1958,general,Secretary of State,DEM,Joe F. Burdett,Hancock,7127,
1958,general,Secretary of State,DEM,Joe F. Burdett,Hardy,2101,
1958,general,Secretary of State,DEM,Joe F. Burdett,Harrison,17245,
1958,general,Secretary of State,DEM,Joe F. Burdett,Jackson,2678,
1958,general,Secretary of State,DEM,Joe F. Burdett,Jefferson,3038,
1958,general,Secretary of State,DEM,Joe F. Burdett,Kanawha,47768,
1958,general,Secretary of State,DEM,Joe F. Burdett,Lewis,2620,
1958,general,Secretary of State,DEM,Joe F. Burdett,Lincoln,4196,
1958,general,Secretary of State,DEM,Joe F. Burdett,Logan,14746,
1958,general,Secretary of State,DEM,Joe F. Burdett,Marion,14939,
1958,general,Secretary of State,DEM,Joe F. Burdett,Marshall,6738,
1958,general,Secretary of State,DEM,Joe F. Burdett,Mason,3751,
1958,general,Secretary of State,DEM,Joe F. Burdett,Mercer,12011,
1958,general,Secretary of State,DEM,Joe F. Burdett,Mineral,3363,
1958,general,Secretary of State,DEM,Joe F. Burdett,Mingo,9363,
1958,general,Secretary of State,DEM,Joe F. Burdett,Monongalia,10214,
1958,general,Secretary of State,DEM,Joe F. Burdett,Monroe,2620,
1958,general,Secretary of State,DEM,Joe F. Burdett,Morgan,1053,
1958,general,Secretary of State,DEM,Joe F. Burdett,McDowell,16271,
1958,general,Secretary of State,DEM,Joe F. Burdett,Nicholas,5378,
1958,general,Secretary of State,DEM,Joe F. Burdett,Ohio,11767,
1958,general,Secretary of State,DEM,Joe F. Burdett,Pendleton,1722,
1958,general,Secretary of State,DEM,Joe F. Burdett,Pleasants,1471,
1958,general,Secretary of State,DEM,Joe F. Burdett,Pocahontas,2310,
1958,general,Secretary of State,DEM,Joe F. Burdett,Preston,2674,
1958,general,Secretary of State,DEM,Joe F. Burdett,Putnam,4745,
1958,general,Secretary of State,DEM,Joe F. Burdett,Raleigh,16437,
1958,general,Secretary of State,DEM,Joe F. Burdett,Randolph,5969,
1958,general,Secretary of State,DEM,Joe F. Burdett,Ritchie,1274,
1958,general,Secretary of State,DEM,Joe F. Burdett,Roane,2649,
1958,general,Secretary of State,DEM,Joe F. Burdett,Summers,4019,
1958,general,Secretary of State,DEM,Joe F. Burdett,Taylor,3391,
1958,general,Secretary of State,DEM,Joe F. Burdett,Tucker,1808,
1958,general,Secretary of State,DEM,Joe F. Burdett,Tyler,1312,
1958,general,Secretary of State,DEM,Joe F. Burdett,Upshur,2039,
1958,general,Secretary of State,DEM,Joe F. Burdett,Wayne,8050,
1958,general,Secretary of State,DEM,Joe F. Burdett,Webster,2902,
1958,general,Secretary of State,DEM,Joe F. Burdett,Wetzel,3692,
1958,general,Secretary of State,DEM,Joe F. Burdett,Wirt,1030,
1958,general,Secretary of State,DEM,Joe F. Burdett,Wood,12890,
1958,general,Secretary of State,DEM,Joe F. Burdett,Wyoming,6492,
