year,election,office,party,candidate,county,votes,winner
1958,primary,U.S. Senate,DEM,Fleming Alderson,Barbour,225,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Berkeley,401,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Boone,114,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Braxton,373,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Brooke,579,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Cabell,2017,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Calhoun,260,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Clay,189,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Doddridge,53,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Fayette,774,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Gilmer,150,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Grant,35,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Greenbrier,467,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Hampshire,245,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Hancock,1019,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Hardy,245,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Harrison,1227,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Jackson,192,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Jefferson,240,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Kanawha,1526,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Lewis,237,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Lincoln,172,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Logan,215,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Marion,1268,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Marshall,302,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Mason,293,
1958,primary,U.S. Senate,DEM,Fleming Alderson,McDowell,659,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Mercer,1000,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Mineral,133,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Mingo,766,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Monongalia,1050,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Monroe,75,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Morgan,85,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Nicholas,568,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Ohio,780,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Pendleton,121,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Pleasants,90,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Pocahontas,106,
1958,primary,U.S. Senate,DEM,Fleming Alderson,Preston,144,
