candidate,office,district,party,county,precinct,votes
Bill Maloney,Governor,,,Barbour,Precinct 1,10
Ralph William Clark,Governor,,,Barbour,Precinct 1,1
Larry V. Faircloth,Governor,,,Barbour,Precinct 1,0
Mark A. Sorsaia,Governor,,,Barbour,Precinct 1,1
Clark Barnes,Governor,,,Barbour,Precinct 1,15
Cliff Ellis,Governor,,,Barbour,Precinct 1,0
Betty Ireland,Governor,,,Barbour,Precinct 1,12
Mitch B. Carmichael ,Governor,,,Barbour,Precinct 1,1
Earl Ray Tomblin,Governor,,,Barbour,Precinct 1,21
Jeffrey V. Kessler ,Governor,,,Barbour,Precinct 1,0
John D. Perdue,Governor,,,Barbour,Precinct 1,8
Rick Thompson,Governor,,,Barbour,Precinct 1,15
Arne Moltis,Governor,,,Barbour,Precinct 1,0
Natalie E. Tennant,Governor,,,Barbour,Precinct 1,5
Bill Maloney,Governor,,,Barbour,Precinct 2,24
Ralph William Clark,Governor,,,Barbour,Precinct 2,0
Larry V. Faircloth,Governor,,,Barbour,Precinct 2,1
Mark A. Sorsaia,Governor,,,Barbour,Precinct 2,1
Clark Barnes,Governor,,,Barbour,Precinct 2,22
Cliff Ellis,Governor,,,Barbour,Precinct 2,0
Betty Ireland,Governor,,,Barbour,Precinct 2,12
Mitch B. Carmichael ,Governor,,,Barbour,Precinct 2,1
Earl Ray Tomblin,Governor,,,Barbour,Precinct 2,22
Jeffrey V. Kessler ,Governor,,,Barbour,Precinct 2,1
John D. Perdue,Governor,,,Barbour,Precinct 2,5
Rick Thompson,Governor,,,Barbour,Precinct 2,9
Arne Moltis,Governor,,,Barbour,Precinct 2,0
Natalie E. Tennant,Governor,,,Barbour,Precinct 2,11
Bill Maloney,Governor,,,Barbour,Precinct 3,9
Ralph William Clark,Governor,,,Barbour,Precinct 3,1
Larry V. Faircloth,Governor,,,Barbour,Precinct 3,0
Mark A. Sorsaia,Governor,,,Barbour,Precinct 3,0
Clark Barnes,Governor,,,Barbour,Precinct 3,12
Cliff Ellis,Governor,,,Barbour,Precinct 3,0
Betty Ireland,Governor,,,Barbour,Precinct 3,7
Mitch B. Carmichael ,Governor,,,Barbour,Precinct 3,0
Earl Ray Tomblin,Governor,,,Barbour,Precinct 3,17
Jeffrey V. Kessler ,Governor,,,Barbour,Precinct 3,0
John D. Perdue,Governor,,,Barbour,Precinct 3,10
Rick Thompson,Governor,,,Barbour,Precinct 3,18
Arne Moltis,Governor,,,Barbour,Precinct 3,0
Natalie E. Tennant,Governor,,,Barbour,Precinct 3,5
Bill Maloney,Governor,,,Barbour,Precinct 4,27
Ralph William Clark,Governor,,,Barbour,Precinct 4,1
Larry V. Faircloth,Governor,,,Barbour,Precinct 4,0
Mark A. Sorsaia,Governor,,,Barbour,Precinct 4,1
Clark Barnes,Governor,,,Barbour,Precinct 4,21
Cliff Ellis,Governor,,,Barbour,Precinct 4,0
Betty Ireland,Governor,,,Barbour,Precinct 4,13
Mitch B. Carmichael ,Governor,,,Barbour,Precinct 4,0
Earl Ray Tomblin,Governor,,,Barbour,Precinct 4,40
Jeffrey V. Kessler ,Governor,,,Barbour,Precinct 4,5
John D. Perdue,Governor,,,Barbour,Precinct 4,12
Rick Thompson,Governor,,,Barbour,Precinct 4,22
Arne Moltis,Governor,,,Barbour,Precinct 4,2
Natalie E. Tennant,Governor,,,Barbour,Precinct 4,15
Bill Maloney,Governor,,,Barbour,Precinct 5,10
Ralph William Clark,Governor,,,Barbour,Precinct 5,2
Larry V. Faircloth,Governor,,,Barbour,Precinct 5,0
Mark A. Sorsaia,Governor,,,Barbour,Precinct 5,0
Clark Barnes,Governor,,,Barbour,Precinct 5,15
Cliff Ellis,Governor,,,Barbour,Precinct 5,0
Betty Ireland,Governor,,,Barbour,Precinct 5,12
Mitch B. Carmichael ,Governor,,,Barbour,Precinct 5,1
Earl Ray Tomblin,Governor,,,Barbour,Precinct 5,31
Jeffrey V. Kessler ,Governor,,,Barbour,Precinct 5,2
John D. Perdue,Governor,,,Barbour,Precinct 5,5
Rick Thompson,Governor,,,Barbour,Precinct 5,8
Arne Moltis,Governor,,,Barbour,Precinct 5,0
Natalie E. Tennant,Governor,,,Barbour,Precinct 5,13
Bill Maloney,Governor,,,Barbour,Precinct 6,23
Ralph William Clark,Governor,,,Barbour,Precinct 6,2
Larry V. Faircloth,Governor,,,Barbour,Precinct 6,1
Mark A. Sorsaia,Governor,,,Barbour,Precinct 6,0
Clark Barnes,Governor,,,Barbour,Precinct 6,25
Cliff Ellis,Governor,,,Barbour,Precinct 6,1
Betty Ireland,Governor,,,Barbour,Precinct 6,12
Mitch B. Carmichael ,Governor,,,Barbour,Precinct 6,0
Earl Ray Tomblin,Governor,,,Barbour,Precinct 6,14
Jeffrey V. Kessler ,Governor,,,Barbour,Precinct 6,3
John D. Perdue,Governor,,,Barbour,Precinct 6,6
Rick Thompson,Governor,,,Barbour,Precinct 6,23
Arne Moltis,Governor,,,Barbour,Precinct 6,0
Natalie E. Tennant,Governor,,,Barbour,Precinct 6,5
Bill Maloney,Governor,,,Barbour,Precinct 7,16
Ralph William Clark,Governor,,,Barbour,Precinct 7,0
Larry V. Faircloth,Governor,,,Barbour,Precinct 7,0
Mark A. Sorsaia,Governor,,,Barbour,Precinct 7,0
Clark Barnes,Governor,,,Barbour,Precinct 7,8
Cliff Ellis,Governor,,,Barbour,Precinct 7,0
Betty Ireland,Governor,,,Barbour,Precinct 7,9
Mitch B. Carmichael ,Governor,,,Barbour,Precinct 7,0
Earl Ray Tomblin,Governor,,,Barbour,Precinct 7,21
Jeffrey V. Kessler ,Governor,,,Barbour,Precinct 7,2
John D. Perdue,Governor,,,Barbour,Precinct 7,6
Rick Thompson,Governor,,,Barbour,Precinct 7,27
Arne Moltis,Governor,,,Barbour,Precinct 7,0
Natalie E. Tennant,Governor,,,Barbour,Precinct 7,5
Bill Maloney,Governor,,,Barbour,Precinct 8,32
Ralph William Clark,Governor,,,Barbour,Precinct 8,2
Larry V. Faircloth,Governor,,,Barbour,Precinct 8,0
Mark A. Sorsaia,Governor,,,Barbour,Precinct 8,0
Clark Barnes,Governor,,,Barbour,Precinct 8,9
Cliff Ellis,Governor,,,Barbour,Precinct 8,1
Betty Ireland,Governor,,,Barbour,Precinct 8,9
Mitch B. Carmichael ,Governor,,,Barbour,Precinct 8,0
Earl Ray Tomblin,Governor,,,Barbour,Precinct 8,32
Jeffrey V. Kessler ,Governor,,,Barbour,Precinct 8,0
John D. Perdue,Governor,,,Barbour,Precinct 8,9
Rick Thompson,Governor,,,Barbour,Precinct 8,36
Arne Moltis,Governor,,,Barbour,Precinct 8,0
Natalie E. Tennant,Governor,,,Barbour,Precinct 8,29
Bill Maloney,Governor,,,Barbour,Precinct 9,5
Ralph William Clark,Governor,,,Barbour,Precinct 9,1
Larry V. Faircloth,Governor,,,Barbour,Precinct 9,0
Mark A. Sorsaia,Governor,,,Barbour,Precinct 9,0
Clark Barnes,Governor,,,Barbour,Precinct 9,4
Cliff Ellis,Governor,,,Barbour,Precinct 9,0
Betty Ireland,Governor,,,Barbour,Precinct 9,5
Mitch B. Carmichael ,Governor,,,Barbour,Precinct 9,0
Earl Ray Tomblin,Governor,,,Barbour,Precinct 9,17
Jeffrey V. Kessler ,Governor,,,Barbour,Precinct 9,0
John D. Perdue,Governor,,,Barbour,Precinct 9,18
Rick Thompson,Governor,,,Barbour,Precinct 9,17
Arne Moltis,Governor,,,Barbour,Precinct 9,0
Natalie E. Tennant,Governor,,,Barbour,Precinct 9,14
Bill Maloney,Governor,,,Barbour,Precinct 10,36
Ralph William Clark,Governor,,,Barbour,Precinct 10,0
Larry V. Faircloth,Governor,,,Barbour,Precinct 10,0
Mark A. Sorsaia,Governor,,,Barbour,Precinct 10,0
Clark Barnes,Governor,,,Barbour,Precinct 10,4
Cliff Ellis,Governor,,,Barbour,Precinct 10,0
Betty Ireland,Governor,,,Barbour,Precinct 10,3
Mitch B. Carmichael ,Governor,,,Barbour,Precinct 10,0
Earl Ray Tomblin,Governor,,,Barbour,Precinct 10,36
Jeffrey V. Kessler ,Governor,,,Barbour,Precinct 10,1
John D. Perdue,Governor,,,Barbour,Precinct 10,9
Rick Thompson,Governor,,,Barbour,Precinct 10,12
Arne Moltis,Governor,,,Barbour,Precinct 10,1
Natalie E. Tennant,Governor,,,Barbour,Precinct 10,18
Bill Maloney,Governor,,,Barbour,Precinct 11,5
Ralph William Clark,Governor,,,Barbour,Precinct 11,0
Larry V. Faircloth,Governor,,,Barbour,Precinct 11,0
Mark A. Sorsaia,Governor,,,Barbour,Precinct 11,0
Clark Barnes,Governor,,,Barbour,Precinct 11,4
Cliff Ellis,Governor,,,Barbour,Precinct 11,0
Betty Ireland,Governor,,,Barbour,Precinct 11,3
Mitch B. Carmichael ,Governor,,,Barbour,Precinct 11,1
Earl Ray Tomblin,Governor,,,Barbour,Precinct 11,6
Jeffrey V. Kessler ,Governor,,,Barbour,Precinct 11,0
