candidate,office,district,party,county,precinct,votes
,Registered Voters ,,,Kanawha,Precinct 103,515
,Ballots Cast,,,Kanawha,Precinct 103,121
,Straight Party,,Republican,Kanawha,Precinct 103,1
,Straight Party,,Democratic,Kanawha,Precinct 103,25
,Straight Party,,Mountain,Kanawha,Precinct 103,0
Bill Maloney,Governor,,REP,Kanawha,Precinct 103,25
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 103,94
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 103,2
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 103,0
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 103,0
,Registered Voters ,,,Kanawha,Precinct 105,544
,Ballots Cast,,,Kanawha,Precinct 105,164
,Straight Party,,Republican,Kanawha,Precinct 105,16
,Straight Party,,Democratic,Kanawha,Precinct 105,28
,Straight Party,,Mountain,Kanawha,Precinct 105,1
Bill Maloney,Governor,,REP,Kanawha,Precinct 105,53
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 105,104
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 105,2
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 105,2
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 105,2
,Registered Voters ,,,Kanawha,Precinct 106,764
,Ballots Cast,,,Kanawha,Precinct 106,170
,Straight Party,,Republican,Kanawha,Precinct 106,4
,Straight Party,,Democratic,Kanawha,Precinct 106,31
,Straight Party,,Mountain,Kanawha,Precinct 106,2
Bill Maloney,Governor,,REP,Kanawha,Precinct 106,44
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 106,122
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 106,3
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 106,1
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 106,0
,Registered Voters ,,,Kanawha,Precinct 108,473
,Ballots Cast,,,Kanawha,Precinct 108,100
,Straight Party,,Republican,Kanawha,Precinct 108,4
,Straight Party,,Democratic,Kanawha,Precinct 108,35
,Straight Party,,Mountain,Kanawha,Precinct 108,2
Bill Maloney,Governor,,REP,Kanawha,Precinct 108,25
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 108,69
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 108,2
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 108,2
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 108,2
,Registered Voters ,,,Kanawha,Precinct 109,935
,Ballots Cast,,,Kanawha,Precinct 109,266
,Straight Party,,Republican,Kanawha,Precinct 109,22
,Straight Party,,Democratic,Kanawha,Precinct 109,27
,Straight Party,,Mountain,Kanawha,Precinct 109,0
Bill Maloney,Governor,,REP,Kanawha,Precinct 109,139
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 109,123
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 109,4
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 109,0
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 109,0
,Registered Voters ,,,Kanawha,Precinct 110,976
,Ballots Cast,,,Kanawha,Precinct 110,233
,Straight Party,,Republican,Kanawha,Precinct 110,17
,Straight Party,,Democratic,Kanawha,Precinct 110,41
,Straight Party,,Mountain,Kanawha,Precinct 110,1
Bill Maloney,Governor,,REP,Kanawha,Precinct 110,94
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 110,135
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 110,2
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 110,0
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 110,0
,Registered Voters ,,,Kanawha,Precinct 111,327
,Ballots Cast,,,Kanawha,Precinct 111,70
,Straight Party,,Republican,Kanawha,Precinct 111,4
,Straight Party,,Democratic,Kanawha,Precinct 111,6
,Straight Party,,Mountain,Kanawha,Precinct 111,0
Bill Maloney,Governor,,REP,Kanawha,Precinct 111,33
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 111,33
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 111,2
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 111,0
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 111,1
,Registered Voters ,,,Kanawha,Precinct 112,882
,Ballots Cast,,,Kanawha,Precinct 112,256
,Straight Party,,Republican,Kanawha,Precinct 112,10
,Straight Party,,Democratic,Kanawha,Precinct 112,34
,Straight Party,,Mountain,Kanawha,Precinct 112,1
Bill Maloney,Governor,,REP,Kanawha,Precinct 112,82
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 112,167
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 112,7
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 112,0
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 112,0
,Registered Voters ,,,Kanawha,Precinct 114,508
,Ballots Cast,,,Kanawha,Precinct 114,177
,Straight Party,,Republican,Kanawha,Precinct 114,9
,Straight Party,,Democratic,Kanawha,Precinct 114,19
,Straight Party,,Mountain,Kanawha,Precinct 114,0
Bill Maloney,Governor,,REP,Kanawha,Precinct 114,69
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 114,106
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 114,2
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 114,0
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 114,0
,Registered Voters ,,,Kanawha,Precinct 115,1197
,Ballots Cast,,,Kanawha,Precinct 115,272
,Straight Party,,Republican,Kanawha,Precinct 115,10
,Straight Party,,Democratic,Kanawha,Precinct 115,75
,Straight Party,,Mountain,Kanawha,Precinct 115,1
Bill Maloney,Governor,,REP,Kanawha,Precinct 115,72
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 115,193
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 115,4
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 115,2
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 115,0
,Registered Voters ,,,Kanawha,Precinct 117,710
,Ballots Cast,,,Kanawha,Precinct 117,211
,Straight Party,,Republican,Kanawha,Precinct 117,11
,Straight Party,,Democratic,Kanawha,Precinct 117,31
,Straight Party,,Mountain,Kanawha,Precinct 117,2
Bill Maloney,Governor,,REP,Kanawha,Precinct 117,79
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 117,123
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 117,4
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 117,3
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 117,1
,Registered Voters ,,,Kanawha,Precinct 118,724
,Ballots Cast,,,Kanawha,Precinct 118,175
,Straight Party,,Republican,Kanawha,Precinct 118,9
,Straight Party,,Democratic,Kanawha,Precinct 118,27
,Straight Party,,Mountain,Kanawha,Precinct 118,0
Bill Maloney,Governor,,REP,Kanawha,Precinct 118,89
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 118,82
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 118,3
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 118,0
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 118,0
,Registered Voters ,,,Kanawha,Precinct 119,637
,Ballots Cast,,,Kanawha,Precinct 119,169
,Straight Party,,Republican,Kanawha,Precinct 119,16
,Straight Party,,Democratic,Kanawha,Precinct 119,19
,Straight Party,,Mountain,Kanawha,Precinct 119,1
Bill Maloney,Governor,,REP,Kanawha,Precinct 119,96
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 119,68
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 119,2
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 119,2
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 119,0
,Registered Voters ,,,Kanawha,Precinct 120,907
,Ballots Cast,,,Kanawha,Precinct 120,236
,Straight Party,,Republican,Kanawha,Precinct 120,11
,Straight Party,,Democratic,Kanawha,Precinct 120,43
,Straight Party,,Mountain,Kanawha,Precinct 120,0
Bill Maloney,Governor,,REP,Kanawha,Precinct 120,82
Earl Ray Tomblin,Governor,,DEM,Kanawha,Precinct 120,148
Bob Henry Baber,Governor,,MTN,Kanawha,Precinct 120,5
Marla Dee Ingels,Governor,,IND,Kanawha,Precinct 120,0
Harry V. Bertram,Governor,,ATP,Kanawha,Precinct 120,0
,Registered Voters ,,,Kanawha,Precinct 123,421
,Ballots Cast,,,Kanawha,Precinct 123,105
,Straight Party,,Republican,Kanawha,Precinct 123,9
