candidate,office,district,party,county,precinct,votes
Earl Ray Tomblin,Governor,,,Upshur,Precinct 4,40
Jeffrey V Kessler ,Governor,,,Upshur,Precinct 4,0
John D. Perdue,Governor,,,Upshur,Precinct 4,8
Rick Thompson,Governor,,,Upshur,Precinct 4,11
Arne Moltis,Governor,,,Upshur,Precinct 4,1
Natalie E. Tennant,Governor,,,Upshur,Precinct 4,20
Bill Maloney,Governor,,,Upshur,Precinct 4,49
Ralph William Clark,Governor,,,Upshur,Precinct 4,1
Larry V. Faircloth,Governor,,,Upshur,Precinct 4,3
Mark A. Sorsaia,Governor,,,Upshur,Precinct 4,2
Clark Barnes ,Governor,,,Upshur,Precinct 4,26
Cliff Ellis ,Governor,,,Upshur,Precinct 4,0
Betty Ireland,Governor,,,Upshur,Precinct 4,7
Mitch B. Carmichael ,Governor,,,Upshur,Precinct 4,1
Earl Ray Tomblin,Governor,,,Upshur,Precinct 6,23
Jeffrey V Kessler ,Governor,,,Upshur,Precinct 6,2
John D. Perdue,Governor,,,Upshur,Precinct 6,21
Rick Thompson,Governor,,,Upshur,Precinct 6,21
Arne Moltis,Governor,,,Upshur,Precinct 6,0
Natalie E. Tennant,Governor,,,Upshur,Precinct 6,25
Bill Maloney,Governor,,,Upshur,Precinct 6,49
Ralph William Clark,Governor,,,Upshur,Precinct 6,2
Larry V. Faircloth,Governor,,,Upshur,Precinct 6,0
Mark A. Sorsaia,Governor,,,Upshur,Precinct 6,6
Clark Barnes ,Governor,,,Upshur,Precinct 6,41
Cliff Ellis ,Governor,,,Upshur,Precinct 6,0
Betty Ireland,Governor,,,Upshur,Precinct 6,38
Mitch B. Carmichael ,Governor,,,Upshur,Precinct 6,0
Earl Ray Tomblin,Governor,,,Upshur,Precinct 7,8
Jeffrey V Kessler ,Governor,,,Upshur,Precinct 7,0
John D. Perdue,Governor,,,Upshur,Precinct 7,1
Rick Thompson,Governor,,,Upshur,Precinct 7,1
Arne Moltis,Governor,,,Upshur,Precinct 7,0
Natalie E. Tennant,Governor,,,Upshur,Precinct 7,0
Bill Maloney,Governor,,,Upshur,Precinct 7,12
Ralph William Clark,Governor,,,Upshur,Precinct 7,0
Larry V. Faircloth,Governor,,,Upshur,Precinct 7,0
Mark A. Sorsaia,Governor,,,Upshur,Precinct 7,0
Clark Barnes ,Governor,,,Upshur,Precinct 7,10
Cliff Ellis ,Governor,,,Upshur,Precinct 7,0
Betty Ireland,Governor,,,Upshur,Precinct 7,5
Mitch B. Carmichael ,Governor,,,Upshur,Precinct 7,0
Earl Ray Tomblin,Governor,,,Upshur,Precinct 8,45
Jeffrey V Kessler ,Governor,,,Upshur,Precinct 8,4
John D. Perdue,Governor,,,Upshur,Precinct 8,18
Rick Thompson,Governor,,,Upshur,Precinct 8,18
Arne Moltis,Governor,,,Upshur,Precinct 8,0
Natalie E. Tennant,Governor,,,Upshur,Precinct 8,41
Bill Maloney,Governor,,,Upshur,Precinct 8,54
Ralph William Clark,Governor,,,Upshur,Precinct 8,2
Larry V. Faircloth,Governor,,,Upshur,Precinct 8,0
Mark A. Sorsaia,Governor,,,Upshur,Precinct 8,3
Clark Barnes ,Governor,,,Upshur,Precinct 8,35
Cliff Ellis ,Governor,,,Upshur,Precinct 8,0
Betty Ireland,Governor,,,Upshur,Precinct 8,44
Mitch B. Carmichael ,Governor,,,Upshur,Precinct 8,3
