candidate,office,district,party,county,precinct,votes
Earl Ray Tomblin,Governor,,,Pendleton,Precinct 1,6
Jeffrey V. Kessler,Governor,,,Pendleton,Precinct 1,1
John D. Perdue,Governor,,,Pendleton,Precinct 1,17
Rick Thompson,Governor,,,Pendleton,Precinct 1,0
Arne Moltis,Governor,,,Pendleton,Precinct 1,0
Natalie E. Tennant,Governor,,,Pendleton,Precinct 1,1
Bill Maloney,Governor,,,Pendleton,Precinct 1,5
Ralph William Clark,Governor,,,Pendleton,Precinct 1,1
Larry V. Faircloth,Governor,,,Pendleton,Precinct 1,0
Mark A. Sorsaia,Governor,,,Pendleton,Precinct 1,0
Clark Barnes,Governor,,,Pendleton,Precinct 1,9
Cliff Ellis,Governor,,,Pendleton,Precinct 1,0
Betty Ireland,Governor,,,Pendleton,Precinct 1,5
Mitch B. Carmichael,Governor,,,Pendleton,Precinct 1,0
Earl Ray Tomblin,Governor,,,Pendleton,Precinct 2,18
Jeffrey V. Kessler,Governor,,,Pendleton,Precinct 2,2
John D. Perdue,Governor,,,Pendleton,Precinct 2,28
Rick Thompson,Governor,,,Pendleton,Precinct 2,2
Arne Moltis,Governor,,,Pendleton,Precinct 2,0
Natalie E. Tennant,Governor,,,Pendleton,Precinct 2,4
Bill Maloney,Governor,,,Pendleton,Precinct 2,2
Ralph William Clark,Governor,,,Pendleton,Precinct 2,0
Larry V. Faircloth,Governor,,,Pendleton,Precinct 2,1
Mark A. Sorsaia,Governor,,,Pendleton,Precinct 2,1
Clark Barnes,Governor,,,Pendleton,Precinct 2,8
Cliff Ellis,Governor,,,Pendleton,Precinct 2,0
Betty Ireland,Governor,,,Pendleton,Precinct 2,7
Mitch B. Carmichael,Governor,,,Pendleton,Precinct 2,0
Earl Ray Tomblin,Governor,,,Pendleton,Precinct 3,25
Jeffrey V. Kessler,Governor,,,Pendleton,Precinct 3,0
John D. Perdue,Governor,,,Pendleton,Precinct 3,11
Rick Thompson,Governor,,,Pendleton,Precinct 3,5
Arne Moltis,Governor,,,Pendleton,Precinct 3,0
Natalie E. Tennant,Governor,,,Pendleton,Precinct 3,5
Bill Maloney,Governor,,,Pendleton,Precinct 3,0
Ralph William Clark,Governor,,,Pendleton,Precinct 3,0
Larry V. Faircloth,Governor,,,Pendleton,Precinct 3,0
Mark A. Sorsaia,Governor,,,Pendleton,Precinct 3,0
Clark Barnes,Governor,,,Pendleton,Precinct 3,22
Cliff Ellis,Governor,,,Pendleton,Precinct 3,0
