candidate,office,district,party,county,precinct,votes
,Registered Voters,,Democratic,Putnam,Precinct 1,0
,Registered Voters,,Republican,Putnam,Precinct 1,0
,Ballots Cast,,Democratic,Putnam,Precinct 1,72
,Ballots Cast,,Republican,Putnam,Precinct 1,89
Earl Ray Tomblin,Governor,,,Putnam,Precinct 1,21
Jeffrey V. Kessler,Governor,,,Putnam,Precinct 1,1
John D. Perdue,Governor,,,Putnam,Precinct 1,9
Rick Thompson,Governor,,,Putnam,Precinct 1,27
Arne Moltis,Governor,,,Putnam,Precinct 1,0
Natalie E. Tennant,Governor,,,Putnam,Precinct 1,14
Bill Maloney,Governor,,,Putnam,Precinct 1,34
Ralph William Clark,Governor,,,Putnam,Precinct 1,0
Larry V. Faircloth,Governor,,,Putnam,Precinct 1,0
Mark A. Sorsaia,Governor,,,Putnam,Precinct 1,32
Clark Barnes,Governor,,,Putnam,Precinct 1,3
Cliff Ellis,Governor,,,Putnam,Precinct 1,0
Betty Ireland,Governor,,,Putnam,Precinct 1,14
Mitch B. Carmichael,Governor,,,Putnam,Precinct 1,5
,Registered Voters,,Democratic,Putnam,Precinct 2,0
,Registered Voters,,Republican,Putnam,Precinct 2,0
,Ballots Cast,,Democratic,Putnam,Precinct 2,42
,Ballots Cast,,Republican,Putnam,Precinct 2,28
Earl Ray Tomblin,Governor,,,Putnam,Precinct 2,12
Jeffrey V. Kessler,Governor,,,Putnam,Precinct 2,0
John D. Perdue,Governor,,,Putnam,Precinct 2,3
Rick Thompson,Governor,,,Putnam,Precinct 2,22
Arne Moltis,Governor,,,Putnam,Precinct 2,0
Natalie E. Tennant,Governor,,,Putnam,Precinct 2,4
Bill Maloney,Governor,,,Putnam,Precinct 2,8
Ralph William Clark,Governor,,,Putnam,Precinct 2,1
Larry V. Faircloth,Governor,,,Putnam,Precinct 2,0
Mark A. Sorsaia,Governor,,,Putnam,Precinct 2,7
Clark Barnes,Governor,,,Putnam,Precinct 2,1
Cliff Ellis,Governor,,,Putnam,Precinct 2,0
Betty Ireland,Governor,,,Putnam,Precinct 2,10
Mitch B. Carmichael,Governor,,,Putnam,Precinct 2,1
,Registered Voters,,Democratic,Putnam,Precinct 4,0
,Registered Voters,,Republican,Putnam,Precinct 4,0
,Ballots Cast,,Democratic,Putnam,Precinct 4,70
,Ballots Cast,,Republican,Putnam,Precinct 4,38
Earl Ray Tomblin,Governor,,,Putnam,Precinct 4,34
Jeffrey V. Kessler,Governor,,,Putnam,Precinct 4,1
John D. Perdue,Governor,,,Putnam,Precinct 4,12
Rick Thompson,Governor,,,Putnam,Precinct 4,16
Arne Moltis,Governor,,,Putnam,Precinct 4,1
Natalie E. Tennant,Governor,,,Putnam,Precinct 4,6
Bill Maloney,Governor,,,Putnam,Precinct 4,18
Ralph William Clark,Governor,,,Putnam,Precinct 4,0
Larry V. Faircloth,Governor,,,Putnam,Precinct 4,0
Mark A. Sorsaia,Governor,,,Putnam,Precinct 4,12
