candidate,office,district,party,county,precinct,votes
,Straight Party,,Republican,Lewis,Precinct 1,6
,Straight Party,,Democratic,Lewis,Precinct 1,14
,Straight Party,,Mountain,Lewis,Precinct 1,0
Bill Maloney,Governor,,REP,Lewis,Precinct 1,27
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 1,44
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 1,2
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 1,1
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 1,0
,Straight Party,,Republican,Lewis,Precinct 2,14
,Straight Party,,Democratic,Lewis,Precinct 2,18
,Straight Party,,Mountain,Lewis,Precinct 2,0
Bill Maloney,Governor,,REP,Lewis,Precinct 2,37
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 2,42
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 2,5
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 2,3
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 2,0
,Straight Party,,Republican,Lewis,Precinct 3,14
,Straight Party,,Democratic,Lewis,Precinct 3,18
,Straight Party,,Mountain,Lewis,Precinct 3,1
Bill Maloney,Governor,,REP,Lewis,Precinct 3,59
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 3,52
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 3,3
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 3,0
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 3,0
,Straight Party,,Republican,Lewis,Precinct 4,9
,Straight Party,,Democratic,Lewis,Precinct 4,11
,Straight Party,,Mountain,Lewis,Precinct 4,0
Bill Maloney,Governor,,REP,Lewis,Precinct 4,36
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 4,36
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 4,3
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 4,2
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 4,2
,Straight Party,,Republican,Lewis,Precinct 5,18
,Straight Party,,Democratic,Lewis,Precinct 5,6
,Straight Party,,Mountain,Lewis,Precinct 5,0
Bill Maloney,Governor,,REP,Lewis,Precinct 5,59
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 5,43
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 5,3
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 5,0
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 5,0
,Straight Party,,Republican,Lewis,Precinct 6,8
,Straight Party,,Democratic,Lewis,Precinct 6,15
,Straight Party,,Mountain,Lewis,Precinct 6,0
Bill Maloney,Governor,,REP,Lewis,Precinct 6,36
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 6,52
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 6,2
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 6,1
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 6,0
,Straight Party,,Republican,Lewis,Precinct 7,19
,Straight Party,,Democratic,Lewis,Precinct 7,25
,Straight Party,,Mountain,Lewis,Precinct 7,0
Bill Maloney,Governor,,REP,Lewis,Precinct 7,81
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 7,100
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 7,7
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 7,6
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 7,1
,Straight Party,,Republican,Lewis,Precinct 8,22
,Straight Party,,Democratic,Lewis,Precinct 8,10
,Straight Party,,Mountain,Lewis,Precinct 8,0
Bill Maloney,Governor,,REP,Lewis,Precinct 8,110
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 8,83
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 8,3
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 8,0
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 8,0
,Straight Party,,Republican,Lewis,Precinct 9,5
,Straight Party,,Democratic,Lewis,Precinct 9,10
,Straight Party,,Mountain,Lewis,Precinct 9,1
Bill Maloney,Governor,,REP,Lewis,Precinct 9,27
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 9,37
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 9,1
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 9,0
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 9,0
,Straight Party,,Republican,Lewis,Precinct 10,12
,Straight Party,,Democratic,Lewis,Precinct 10,11
,Straight Party,,Mountain,Lewis,Precinct 10,0
Bill Maloney,Governor,,REP,Lewis,Precinct 10,67
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 10,77
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 10,4
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 10,3
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 10,0
,Straight Party,,Republican,Lewis,Precinct 11,14
,Straight Party,,Democratic,Lewis,Precinct 11,10
,Straight Party,,Mountain,Lewis,Precinct 11,1
Bill Maloney,Governor,,REP,Lewis,Precinct 11,69
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 11,53
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 11,5
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 11,3
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 11,0
,Straight Party,,Republican,Lewis,Precinct 12,10
,Straight Party,,Democratic,Lewis,Precinct 12,6
,Straight Party,,Mountain,Lewis,Precinct 12,0
Bill Maloney,Governor,,REP,Lewis,Precinct 12,48
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 12,38
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 12,2
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 12,1
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 12,1
,Straight Party,,Republican,Lewis,Precinct 13,57
,Straight Party,,Democratic,Lewis,Precinct 13,34
,Straight Party,,Mountain,Lewis,Precinct 13,4
Bill Maloney,Governor,,REP,Lewis,Precinct 13,225
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 13,155
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 13,9
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 13,3
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 13,0
,Straight Party,,Republican,Lewis,Precinct 14,10
,Straight Party,,Democratic,Lewis,Precinct 14,11
,Straight Party,,Mountain,Lewis,Precinct 14,0
Bill Maloney,Governor,,REP,Lewis,Precinct 14,82
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 14,58
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 14,5
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 14,0
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 14,0
,Straight Party,,Republican,Lewis,Precinct 15,23
,Straight Party,,Democratic,Lewis,Precinct 15,19
,Straight Party,,Mountain,Lewis,Precinct 15,1
Bill Maloney,Governor,,REP,Lewis,Precinct 15,162
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 15,117
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 15,9
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 15,3
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 15,1
,Straight Party,,Republican,Lewis,Precinct 16,3
,Straight Party,,Democratic,Lewis,Precinct 16,9
,Straight Party,,Mountain,Lewis,Precinct 16,0
Bill Maloney,Governor,,REP,Lewis,Precinct 16,25
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 16,39
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 16,0
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 16,1
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 16,0
,Straight Party,,Republican,Lewis,Precinct 17,14
,Straight Party,,Democratic,Lewis,Precinct 17,14
,Straight Party,,Mountain,Lewis,Precinct 17,0
Bill Maloney,Governor,,REP,Lewis,Precinct 17,46
Earl Ray Tomblin,Governor,,DEM,Lewis,Precinct 17,58
Bob Henry Baber,Governor,,MTN,Lewis,Precinct 17,3
Marla Dee Ingels,Governor,,IND,Lewis,Precinct 17,0
Harry V. Bertram,Governor,,ATP,Lewis,Precinct 17,0
,Straight Party,,Republican,Lewis,Precinct 18,3
,Straight Party,,Democratic,Lewis,Precinct 18,11
,Straight Party,,Mountain,Lewis,Precinct 18,0
Bill Maloney,Governor,,REP,Lewis,Precinct 18,24
