candidate,office,district,party,county,precinct,votes
Earl Ray Tomblin,Governor,,D,Taylor ,Precinct 1,31
Jeffrey V. Kessler ,Governor,,D,Taylor ,Precinct 1,7
John D. Perdue ,Governor,,D,Taylor ,Precinct 1,12
Rick Thompson,Governor,,D,Taylor ,Precinct 1,30
Arne Moltis,Governor,,D,Taylor ,Precinct 1,0
Natalie E. Tennant ,Governor,,D,Taylor ,Precinct 1,41
Bill Maloney,Governor,,R,Taylor ,Precinct 1,54
Ralph William Clark ,Governor,,R,Taylor ,Precinct 1,1
Larry V. Faircloth ,Governor,,R,Taylor ,Precinct 1,0
Mark A. Sorsaia ,Governor,,R,Taylor ,Precinct 1,3
Clark Barnes ,Governor,,R,Taylor ,Precinct 1,1
Cliff Ellis ,Governor,,R,Taylor ,Precinct 1,1
Betty Ireland ,Governor,,R,Taylor ,Precinct 1,22
Mitch B. Carmichael ,Governor,,R,Taylor ,Precinct 1,3
Earl Ray Tomblin,Governor,,D,Taylor ,Precinct 2,39
Jeffrey V. Kessler ,Governor,,D,Taylor ,Precinct 2,4
John D. Perdue ,Governor,,D,Taylor ,Precinct 2,7
Rick Thompson,Governor,,D,Taylor ,Precinct 2,17
Arne Moltis,Governor,,D,Taylor ,Precinct 2,0
Natalie E. Tennant ,Governor,,D,Taylor ,Precinct 2,30
Bill Maloney,Governor,,R,Taylor ,Precinct 2,25
Ralph William Clark ,Governor,,R,Taylor ,Precinct 2,0
Larry V. Faircloth ,Governor,,R,Taylor ,Precinct 2,1
Mark A. Sorsaia ,Governor,,R,Taylor ,Precinct 2,2
Clark Barnes ,Governor,,R,Taylor ,Precinct 2,4
Cliff Ellis ,Governor,,R,Taylor ,Precinct 2,1
Betty Ireland ,Governor,,R,Taylor ,Precinct 2,17
Mitch B. Carmichael ,Governor,,R,Taylor ,Precinct 2,1
Earl Ray Tomblin,Governor,,D,Taylor ,Precinct 3,40
Jeffrey V. Kessler ,Governor,,D,Taylor ,Precinct 3,8
John D. Perdue ,Governor,,D,Taylor ,Precinct 3,9
Rick Thompson,Governor,,D,Taylor ,Precinct 3,27
Arne Moltis,Governor,,D,Taylor ,Precinct 3,0
Natalie E. Tennant ,Governor,,D,Taylor ,Precinct 3,43
Bill Maloney,Governor,,R,Taylor ,Precinct 3,31
Ralph William Clark ,Governor,,R,Taylor ,Precinct 3,4
Larry V. Faircloth ,Governor,,R,Taylor ,Precinct 3,3
Mark A. Sorsaia ,Governor,,R,Taylor ,Precinct 3,1
Clark Barnes ,Governor,,R,Taylor ,Precinct 3,3
Cliff Ellis ,Governor,,R,Taylor ,Precinct 3,0
Betty Ireland ,Governor,,R,Taylor ,Precinct 3,17
Mitch B. Carmichael ,Governor,,R,Taylor ,Precinct 3,2
Earl Ray Tomblin,Governor,,D,Taylor ,Precinct 4,14
Jeffrey V. Kessler ,Governor,,D,Taylor ,Precinct 4,2
John D. Perdue ,Governor,,D,Taylor ,Precinct 4,2
Rick Thompson,Governor,,D,Taylor ,Precinct 4,15
Arne Moltis,Governor,,D,Taylor ,Precinct 4,1
Natalie E. Tennant ,Governor,,D,Taylor ,Precinct 4,6
Bill Maloney,Governor,,R,Taylor ,Precinct 4,10
Ralph William Clark ,Governor,,R,Taylor ,Precinct 4,0
Larry V. Faircloth ,Governor,,R,Taylor ,Precinct 4,0
Mark A. Sorsaia ,Governor,,R,Taylor ,Precinct 4,4
Clark Barnes ,Governor,,R,Taylor ,Precinct 4,0
Cliff Ellis ,Governor,,R,Taylor ,Precinct 4,0
Betty Ireland ,Governor,,R,Taylor ,Precinct 4,2
Mitch B. Carmichael ,Governor,,R,Taylor ,Precinct 4,0
Earl Ray Tomblin,Governor,,D,Taylor ,Precinct 6,13
Jeffrey V. Kessler ,Governor,,D,Taylor ,Precinct 6,4
John D. Perdue ,Governor,,D,Taylor ,Precinct 6,8
Rick Thompson,Governor,,D,Taylor ,Precinct 6,16
Arne Moltis,Governor,,D,Taylor ,Precinct 6,0
Natalie E. Tennant ,Governor,,D,Taylor ,Precinct 6,10
Bill Maloney,Governor,,R,Taylor ,Precinct 6,11
Ralph William Clark ,Governor,,R,Taylor ,Precinct 6,0
Larry V. Faircloth ,Governor,,R,Taylor ,Precinct 6,3
Mark A. Sorsaia ,Governor,,R,Taylor ,Precinct 6,0
Clark Barnes ,Governor,,R,Taylor ,Precinct 6,0
Cliff Ellis ,Governor,,R,Taylor ,Precinct 6,0
Betty Ireland ,Governor,,R,Taylor ,Precinct 6,6
Mitch B. Carmichael ,Governor,,R,Taylor ,Precinct 6,1
Earl Ray Tomblin,Governor,,D,Taylor ,Precinct 9,11
Jeffrey V. Kessler ,Governor,,D,Taylor ,Precinct 9,1
John D. Perdue ,Governor,,D,Taylor ,Precinct 9,4
Rick Thompson,Governor,,D,Taylor ,Precinct 9,11
Arne Moltis,Governor,,D,Taylor ,Precinct 9,0
Natalie E. Tennant ,Governor,,D,Taylor ,Precinct 9,12
Bill Maloney,Governor,,R,Taylor ,Precinct 9,28
Ralph William Clark ,Governor,,R,Taylor ,Precinct 9,1
Larry V. Faircloth ,Governor,,R,Taylor ,Precinct 9,0
Mark A. Sorsaia ,Governor,,R,Taylor ,Precinct 9,0
Clark Barnes ,Governor,,R,Taylor ,Precinct 9,1
Cliff Ellis ,Governor,,R,Taylor ,Precinct 9,0
Betty Ireland ,Governor,,R,Taylor ,Precinct 9,7
Mitch B. Carmichael ,Governor,,R,Taylor ,Precinct 9,0
Earl Ray Tomblin,Governor,,D,Taylor ,Precinct 10,42
Jeffrey V. Kessler ,Governor,,D,Taylor ,Precinct 10,6
John D. Perdue ,Governor,,D,Taylor ,Precinct 10,12
Rick Thompson,Governor,,D,Taylor ,Precinct 10,30
Arne Moltis,Governor,,D,Taylor ,Precinct 10,0
Natalie E. Tennant ,Governor,,D,Taylor ,Precinct 10,31
Bill Maloney,Governor,,R,Taylor ,Precinct 10,37
Ralph William Clark ,Governor,,R,Taylor ,Precinct 10,0
Larry V. Faircloth ,Governor,,R,Taylor ,Precinct 10,1
Mark A. Sorsaia ,Governor,,R,Taylor ,Precinct 10,1
Clark Barnes ,Governor,,R,Taylor ,Precinct 10,1
Cliff Ellis ,Governor,,R,Taylor ,Precinct 10,0
Betty Ireland ,Governor,,R,Taylor ,Precinct 10,13
Mitch B. Carmichael ,Governor,,R,Taylor ,Precinct 10,0
Earl Ray Tomblin,Governor,,D,Taylor ,Precinct 11,10
Jeffrey V. Kessler ,Governor,,D,Taylor ,Precinct 11,3
John D. Perdue ,Governor,,D,Taylor ,Precinct 11,3
Rick Thompson,Governor,,D,Taylor ,Precinct 11,7
Arne Moltis,Governor,,D,Taylor ,Precinct 11,1
Natalie E. Tennant ,Governor,,D,Taylor ,Precinct 11,8
Bill Maloney,Governor,,R,Taylor ,Precinct 11,12
Ralph William Clark ,Governor,,R,Taylor ,Precinct 11,1
Larry V. Faircloth ,Governor,,R,Taylor ,Precinct 11,0
Mark A. Sorsaia ,Governor,,R,Taylor ,Precinct 11,0
Clark Barnes ,Governor,,R,Taylor ,Precinct 11,1
Cliff Ellis ,Governor,,R,Taylor ,Precinct 11,0
Betty Ireland ,Governor,,R,Taylor ,Precinct 11,2
Mitch B. Carmichael ,Governor,,R,Taylor ,Precinct 11,0
