candidate,office,district,party,county,precinct,votes
,Registered Voters,,,Hampshire,Precinct 2,0
,Ballots Cast,,,Hampshire,Precinct 2,132
,Straight Party,,Republican,Hampshire,Precinct 2,31
,Straight Party,,Democratic,Hampshire,Precinct 2,15
,Straight Party,,Mountain,Hampshire,Precinct 2,0
Bill Maloney,Governor,,REP,Hampshire,Precinct 2,91
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 2,37
Bob Henry Baber,Governor,,MTN,Hampshire,Precinct 2,0
Marla Dee Ingels,Governor,,IND,Hampshire,Precinct 2,2
Harry V. Bertram,Governor,,ATP,Hampshire,Precinct 2,1
,Registered Voters,,,Hampshire,Precinct 4,0
,Ballots Cast,,,Hampshire,Precinct 4,188
,Straight Party,,Republican,Hampshire,Precinct 4,33
,Straight Party,,Democratic,Hampshire,Precinct 4,16
,Straight Party,,Mountain,Hampshire,Precinct 4,2
Bill Maloney,Governor,,REP,Hampshire,Precinct 4,136
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 4,44
Bob Henry Baber,Governor,,MTN,Hampshire,Precinct 4,1
Marla Dee Ingels,Governor,,IND,Hampshire,Precinct 4,4
Harry V. Bertram,Governor,,ATP,Hampshire,Precinct 4,1
,Registered Voters,,,Hampshire,Precinct 6,0
,Ballots Cast,,,Hampshire,Precinct 6,160
,Straight Party,,Republican,Hampshire,Precinct 6,33
,Straight Party,,Democratic,Hampshire,Precinct 6,11
,Straight Party,,Mountain,Hampshire,Precinct 6,4
Bill Maloney,Governor,,REP,Hampshire,Precinct 6,116
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 6,38
Bob Henry Baber,Governor,,MTN,Hampshire,Precinct 6,3
Marla Dee Ingels,Governor,,IND,Hampshire,Precinct 6,2
Harry V. Bertram,Governor,,ATP,Hampshire,Precinct 6,0
,Registered Voters,,,Hampshire,Precinct 7,0
,Ballots Cast,,,Hampshire,Precinct 7,207
,Straight Party,,Republican,Hampshire,Precinct 7,38
,Straight Party,,Democratic,Hampshire,Precinct 7,16
,Straight Party,,Mountain,Hampshire,Precinct 7,2
Bill Maloney,Governor,,REP,Hampshire,Precinct 7,142
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 7,52
Bob Henry Baber,Governor,,MTN,Hampshire,Precinct 7,7
Marla Dee Ingels,Governor,,IND,Hampshire,Precinct 7,2
Harry V. Bertram,Governor,,ATP,Hampshire,Precinct 7,0
,Registered Voters,,,Hampshire,Precinct 8,0
,Ballots Cast,,,Hampshire,Precinct 8,86
,Straight Party,,Republican,Hampshire,Precinct 8,11
,Straight Party,,Democratic,Hampshire,Precinct 8,6
,Straight Party,,Mountain,Hampshire,Precinct 8,1
Bill Maloney,Governor,,REP,Hampshire,Precinct 8,56
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 8,23
Bob Henry Baber,Governor,,MTN,Hampshire,Precinct 8,2
Marla Dee Ingels,Governor,,IND,Hampshire,Precinct 8,2
Harry V. Bertram,Governor,,ATP,Hampshire,Precinct 8,3
,Registered Voters,,,Hampshire,Precinct 9,0
,Ballots Cast,,,Hampshire,Precinct 9,105
,Straight Party,,Republican,Hampshire,Precinct 9,14
,Straight Party,,Democratic,Hampshire,Precinct 9,16
,Straight Party,,Mountain,Hampshire,Precinct 9,0
Bill Maloney,Governor,,REP,Hampshire,Precinct 9,68
Earl Ray Tomblin,Governor,,DEM,Hampshire,Precinct 9,34
Bob Henry Baber,Governor,,MTN,Hampshire,Precinct 9,0
Marla Dee Ingels,Governor,,IND,Hampshire,Precinct 9,1
Harry V. Bertram,Governor,,ATP,Hampshire,Precinct 9,1
,Registered Voters,,,Hampshire,Precinct 10,0
,Ballots Cast,,,Hampshire,Precinct 10,110
,Straight Party,,Republican,Hampshire,Precinct 10,15
,Straight Party,,Democratic,Hampshire,Precinct 10,6
,Straight Party,,Mountain,Hampshire,Precinct 10,1
Bill Maloney,Governor,,REP,Hampshire,Precinct 10,63
