candidate,office,district,party,county,precinct,votes
,Straight Party Ticket,,REP,Mineral,Precinct 1,33
,Straight Party Ticket,,DEM,Mineral,Precinct 1,5
,Straight Party Ticket,,MTN,Mineral,Precinct 1,1
Bill Maloney,Governor,,REP,Mineral,Precinct 1,93
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 1,32
Bob Henry Baber,Governor,,MTN,Mineral,Precinct 1,3
Maria Dee Ingels,Governor,,IND,Mineral,Precinct 1,1
Harry V. Bertram,Governor,,IND,Mineral,Precinct 1,1
John R. Rick Bartlett,Write-In,,,Mineral,Precinct 1,0
Phil Hudok,Write-In,,,Mineral,Precinct 1,0
Donald Lee Underwood,Write-In,,,Mineral,Precinct 1,0
,Straight Party Ticket,,REP,Mineral,Precinct 2,52
,Straight Party Ticket,,DEM,Mineral,Precinct 2,15
,Straight Party Ticket,,MTN,Mineral,Precinct 2,1
Bill Maloney,Governor,,REP,Mineral,Precinct 2,110
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 2,59
Bob Henry Baber,Governor,,MTN,Mineral,Precinct 2,2
Maria Dee Ingels,Governor,,IND,Mineral,Precinct 2,1
Harry V. Bertram,Governor,,IND,Mineral,Precinct 2,0
John R. Rick Bartlett,Write-In,,,Mineral,Precinct 2,0
Phil Hudok,Write-In,,,Mineral,Precinct 2,0
Donald Lee Underwood,Write-In,,,Mineral,Precinct 2,0
,Straight Party Ticket,,REP,Mineral,Precinct 3,7
,Straight Party Ticket,,DEM,Mineral,Precinct 3,11
,Straight Party Ticket,,MTN,Mineral,Precinct 3,0
Bill Maloney,Governor,,REP,Mineral,Precinct 3,27
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 3,15
Bob Henry Baber,Governor,,MTN,Mineral,Precinct 3,0
Maria Dee Ingels,Governor,,IND,Mineral,Precinct 3,1
Harry V. Bertram,Governor,,IND,Mineral,Precinct 3,0
John R. Rick Bartlett,Write-In,,,Mineral,Precinct 3,0
Phil Hudok,Write-In,,,Mineral,Precinct 3,0
Donald Lee Underwood,Write-In,,,Mineral,Precinct 3,0
,Straight Party Ticket,,REP,Mineral,Precinct 4,24
,Straight Party Ticket,,DEM,Mineral,Precinct 4,4
,Straight Party Ticket,,MTN,Mineral,Precinct 4,0
Bill Maloney,Governor,,REP,Mineral,Precinct 4,77
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 4,28
Bob Henry Baber,Governor,,MTN,Mineral,Precinct 4,0
Maria Dee Ingels,Governor,,IND,Mineral,Precinct 4,1
Harry V. Bertram,Governor,,IND,Mineral,Precinct 4,0
John R. Rick Bartlett,Write-In,,,Mineral,Precinct 4,0
Phil Hudok,Write-In,,,Mineral,Precinct 4,0
Donald Lee Underwood,Write-In,,,Mineral,Precinct 4,0
,Straight Party Ticket,,REP,Mineral,Precinct 5,42
,Straight Party Ticket,,DEM,Mineral,Precinct 5,5
,Straight Party Ticket,,MTN,Mineral,Precinct 5,3
Bill Maloney,Governor,,REP,Mineral,Precinct 5,107
Earl Ray Tomblin,Governor,,DEM,Mineral,Precinct 5,32
Bob Henry Baber,Governor,,MTN,Mineral,Precinct 5,3
Maria Dee Ingels,Governor,,IND,Mineral,Precinct 5,0
Harry V. Bertram,Governor,,IND,Mineral,Precinct 5,1
John R. Rick Bartlett,Write-In,,,Mineral,Precinct 5,0
