candidate,office,district,party,county,precinct,votes
Bill Maloney,Governor,,,Mason,Precinct 1,8
Ralph William Clark,Governor,,,Mason,Precinct 1,0
Larry V. Faircloth,Governor,,,Mason,Precinct 1,0
Mark A. Sorsaia,Governor,,,Mason,Precinct 1,3
Clark Barnes ,Governor,,,Mason,Precinct 1,2
Cliff Ellis ,Governor,,,Mason,Precinct 1,0
Betty Ireland,Governor,,,Mason,Precinct 1,7
Mitch B. Carmichael ,Governor,,,Mason,Precinct 1,2
Earl Ray Tomblin,Governor,,,Mason,Precinct 1,3
Jeffrey V Kessler ,Governor,,,Mason,Precinct 1,1
John D. Perdue,Governor,,,Mason,Precinct 1,3
Rick Thompson,Governor,,,Mason,Precinct 1,14
Arne Moltis,Governor,,,Mason,Precinct 1,0
Natalie E. Tennant,Governor,,,Mason,Precinct 1,2
Bill Maloney,Governor,,,Mason,Precinct 2,4
Ralph William Clark,Governor,,,Mason,Precinct 2,0
Larry V. Faircloth,Governor,,,Mason,Precinct 2,0
Mark A. Sorsaia,Governor,,,Mason,Precinct 2,3
Clark Barnes ,Governor,,,Mason,Precinct 2,0
Cliff Ellis ,Governor,,,Mason,Precinct 2,0
Betty Ireland,Governor,,,Mason,Precinct 2,2
Mitch B. Carmichael ,Governor,,,Mason,Precinct 2,0
Earl Ray Tomblin,Governor,,,Mason,Precinct 2,3
Jeffrey V Kessler ,Governor,,,Mason,Precinct 2,0
John D. Perdue,Governor,,,Mason,Precinct 2,1
Rick Thompson,Governor,,,Mason,Precinct 2,14
Arne Moltis,Governor,,,Mason,Precinct 2,0
Natalie E. Tennant,Governor,,,Mason,Precinct 2,2
Bill Maloney,Governor,,,Mason,Precinct 3,15
Ralph William Clark,Governor,,,Mason,Precinct 3,0
Larry V. Faircloth,Governor,,,Mason,Precinct 3,0
Mark A. Sorsaia,Governor,,,Mason,Precinct 3,0
Clark Barnes ,Governor,,,Mason,Precinct 3,3
Cliff Ellis ,Governor,,,Mason,Precinct 3,0
Betty Ireland,Governor,,,Mason,Precinct 3,6
Mitch B. Carmichael ,Governor,,,Mason,Precinct 3,5
Earl Ray Tomblin,Governor,,,Mason,Precinct 3,7
Jeffrey V Kessler ,Governor,,,Mason,Precinct 3,0
John D. Perdue,Governor,,,Mason,Precinct 3,0
Rick Thompson,Governor,,,Mason,Precinct 3,26
Arne Moltis,Governor,,,Mason,Precinct 3,0
Natalie E. Tennant,Governor,,,Mason,Precinct 3,7
Bill Maloney,Governor,,,Mason,Precinct 4,12
Ralph William Clark,Governor,,,Mason,Precinct 4,0
Larry V. Faircloth,Governor,,,Mason,Precinct 4,0
Mark A. Sorsaia,Governor,,,Mason,Precinct 4,1
Clark Barnes ,Governor,,,Mason,Precinct 4,0
Cliff Ellis ,Governor,,,Mason,Precinct 4,0
Betty Ireland,Governor,,,Mason,Precinct 4,9
Mitch B. Carmichael ,Governor,,,Mason,Precinct 4,3
Earl Ray Tomblin,Governor,,,Mason,Precinct 4,25
Jeffrey V Kessler ,Governor,,,Mason,Precinct 4,0
John D. Perdue,Governor,,,Mason,Precinct 4,5
Rick Thompson,Governor,,,Mason,Precinct 4,23
Arne Moltis,Governor,,,Mason,Precinct 4,0
Natalie E. Tennant,Governor,,,Mason,Precinct 4,13
Bill Maloney,Governor,,,Mason,Precinct 5,4
Ralph William Clark,Governor,,,Mason,Precinct 5,0
Larry V. Faircloth,Governor,,,Mason,Precinct 5,0
Mark A. Sorsaia,Governor,,,Mason,Precinct 5,0
Clark Barnes ,Governor,,,Mason,Precinct 5,0
Cliff Ellis ,Governor,,,Mason,Precinct 5,0
Betty Ireland,Governor,,,Mason,Precinct 5,1
Mitch B. Carmichael ,Governor,,,Mason,Precinct 5,1
Earl Ray Tomblin,Governor,,,Mason,Precinct 5,6
Jeffrey V Kessler ,Governor,,,Mason,Precinct 5,0
John D. Perdue,Governor,,,Mason,Precinct 5,1
Rick Thompson,Governor,,,Mason,Precinct 5,7
Arne Moltis,Governor,,,Mason,Precinct 5,0
Natalie E. Tennant,Governor,,,Mason,Precinct 5,5
Bill Maloney,Governor,,,Mason,Precinct 6,5
Ralph William Clark,Governor,,,Mason,Precinct 6,0
Larry V. Faircloth,Governor,,,Mason,Precinct 6,0
Mark A. Sorsaia,Governor,,,Mason,Precinct 6,0
Clark Barnes ,Governor,,,Mason,Precinct 6,0
Cliff Ellis ,Governor,,,Mason,Precinct 6,0
Betty Ireland,Governor,,,Mason,Precinct 6,1
Mitch B. Carmichael ,Governor,,,Mason,Precinct 6,0
Earl Ray Tomblin,Governor,,,Mason,Precinct 6,5
Jeffrey V Kessler ,Governor,,,Mason,Precinct 6,0
John D. Perdue,Governor,,,Mason,Precinct 6,7
Rick Thompson,Governor,,,Mason,Precinct 6,22
Arne Moltis,Governor,,,Mason,Precinct 6,0
Natalie E. Tennant,Governor,,,Mason,Precinct 6,7
Bill Maloney,Governor,,,Mason,Precinct 7,14
Ralph William Clark,Governor,,,Mason,Precinct 7,0
Larry V. Faircloth,Governor,,,Mason,Precinct 7,0
Mark A. Sorsaia,Governor,,,Mason,Precinct 7,0
Clark Barnes ,Governor,,,Mason,Precinct 7,0
Cliff Ellis ,Governor,,,Mason,Precinct 7,0
Betty Ireland,Governor,,,Mason,Precinct 7,9
Mitch B. Carmichael ,Governor,,,Mason,Precinct 7,2
Earl Ray Tomblin,Governor,,,Mason,Precinct 7,29
Jeffrey V Kessler ,Governor,,,Mason,Precinct 7,0
John D. Perdue,Governor,,,Mason,Precinct 7,9
Rick Thompson,Governor,,,Mason,Precinct 7,17
Arne Moltis,Governor,,,Mason,Precinct 7,0
Natalie E. Tennant,Governor,,,Mason,Precinct 7,10
Bill Maloney,Governor,,,Mason,Precinct 8,11
Ralph William Clark,Governor,,,Mason,Precinct 8,0
Larry V. Faircloth,Governor,,,Mason,Precinct 8,0
Mark A. Sorsaia,Governor,,,Mason,Precinct 8,2
Clark Barnes ,Governor,,,Mason,Precinct 8,0
Cliff Ellis ,Governor,,,Mason,Precinct 8,0
Betty Ireland,Governor,,,Mason,Precinct 8,5
Mitch B. Carmichael ,Governor,,,Mason,Precinct 8,2
Earl Ray Tomblin,Governor,,,Mason,Precinct 8,15
Jeffrey V Kessler ,Governor,,,Mason,Precinct 8,0
John D. Perdue,Governor,,,Mason,Precinct 8,13
Rick Thompson,Governor,,,Mason,Precinct 8,14
Arne Moltis,Governor,,,Mason,Precinct 8,0
Natalie E. Tennant,Governor,,,Mason,Precinct 8,13
Bill Maloney,Governor,,,Mason,Precinct 9,10
Ralph William Clark,Governor,,,Mason,Precinct 9,0
Larry V. Faircloth,Governor,,,Mason,Precinct 9,1
Mark A. Sorsaia,Governor,,,Mason,Precinct 9,0
Clark Barnes ,Governor,,,Mason,Precinct 9,0
Cliff Ellis ,Governor,,,Mason,Precinct 9,0
Betty Ireland,Governor,,,Mason,Precinct 9,8
Mitch B. Carmichael ,Governor,,,Mason,Precinct 9,2
Earl Ray Tomblin,Governor,,,Mason,Precinct 9,8
Jeffrey V Kessler ,Governor,,,Mason,Precinct 9,0
John D. Perdue,Governor,,,Mason,Precinct 9,12
Rick Thompson,Governor,,,Mason,Precinct 9,21
Arne Moltis,Governor,,,Mason,Precinct 9,0
Natalie E. Tennant,Governor,,,Mason,Precinct 9,7
Bill Maloney,Governor,,,Mason,Precinct 10,15
Ralph William Clark,Governor,,,Mason,Precinct 10,0
Larry V. Faircloth,Governor,,,Mason,Precinct 10,0
Mark A. Sorsaia,Governor,,,Mason,Precinct 10,6
Clark Barnes ,Governor,,,Mason,Precinct 10,5
Cliff Ellis ,Governor,,,Mason,Precinct 10,0
Betty Ireland,Governor,,,Mason,Precinct 10,11
Mitch B. Carmichael ,Governor,,,Mason,Precinct 10,2
Earl Ray Tomblin,Governor,,,Mason,Precinct 10,14
Jeffrey V Kessler ,Governor,,,Mason,Precinct 10,1
John D. Perdue,Governor,,,Mason,Precinct 10,3
Rick Thompson,Governor,,,Mason,Precinct 10,17
Arne Moltis,Governor,,,Mason,Precinct 10,0
Natalie E. Tennant,Governor,,,Mason,Precinct 10,8
Bill Maloney,Governor,,,Mason,Precinct 11,32
Ralph William Clark,Governor,,,Mason,Precinct 11,0
Larry V. Faircloth,Governor,,,Mason,Precinct 11,1
Mark A. Sorsaia,Governor,,,Mason,Precinct 11,2
Clark Barnes ,Governor,,,Mason,Precinct 11,3
Cliff Ellis ,Governor,,,Mason,Precinct 11,0
Betty Ireland,Governor,,,Mason,Precinct 11,5
Mitch B. Carmichael ,Governor,,,Mason,Precinct 11,3
Earl Ray Tomblin,Governor,,,Mason,Precinct 11,17
Jeffrey V Kessler ,Governor,,,Mason,Precinct 11,0
John D. Perdue,Governor,,,Mason,Precinct 11,3
Rick Thompson,Governor,,,Mason,Precinct 11,15
Arne Moltis,Governor,,,Mason,Precinct 11,0
Natalie E. Tennant,Governor,,,Mason,Precinct 11,4
Bill Maloney,Governor,,,Mason,Precinct 12,18
Ralph William Clark,Governor,,,Mason,Precinct 12,1
Larry V. Faircloth,Governor,,,Mason,Precinct 12,0
Mark A. Sorsaia,Governor,,,Mason,Precinct 12,4
Clark Barnes ,Governor,,,Mason,Precinct 12,4
Cliff Ellis ,Governor,,,Mason,Precinct 12,0
Betty Ireland,Governor,,,Mason,Precinct 12,24
Mitch B. Carmichael ,Governor,,,Mason,Precinct 12,9
Earl Ray Tomblin,Governor,,,Mason,Precinct 12,27
Jeffrey V Kessler ,Governor,,,Mason,Precinct 12,0
John D. Perdue,Governor,,,Mason,Precinct 12,8
Rick Thompson,Governor,,,Mason,Precinct 12,29
Arne Moltis,Governor,,,Mason,Precinct 12,0
Natalie E. Tennant,Governor,,,Mason,Precinct 12,12
Bill Maloney,Governor,,,Mason,Precinct 13,2
Ralph William Clark,Governor,,,Mason,Precinct 13,0
Larry V. Faircloth,Governor,,,Mason,Precinct 13,0
Mark A. Sorsaia,Governor,,,Mason,Precinct 13,0
Clark Barnes ,Governor,,,Mason,Precinct 13,0
Cliff Ellis ,Governor,,,Mason,Precinct 13,0
Betty Ireland,Governor,,,Mason,Precinct 13,0
Mitch B. Carmichael ,Governor,,,Mason,Precinct 13,1
Earl Ray Tomblin,Governor,,,Mason,Precinct 13,6
Jeffrey V Kessler ,Governor,,,Mason,Precinct 13,0
John D. Perdue,Governor,,,Mason,Precinct 13,1
Rick Thompson,Governor,,,Mason,Precinct 13,6
Arne Moltis,Governor,,,Mason,Precinct 13,0
Natalie E. Tennant,Governor,,,Mason,Precinct 13,4
Bill Maloney,Governor,,,Mason,Precinct 14,41
Ralph William Clark,Governor,,,Mason,Precinct 14,0
Larry V. Faircloth,Governor,,,Mason,Precinct 14,2
Mark A. Sorsaia,Governor,,,Mason,Precinct 14,2
Clark Barnes ,Governor,,,Mason,Precinct 14,3
