candidate,office,district,party,county,precinct,votes
,Straight Party,,Republican,Monongalia,Precinct 1,12
,Straight Party,,Democratic,Monongalia,Precinct 1,27
,Straight Party,,Mountain,Monongalia,Precinct 1,2
Bill Maloney,Governor,,REP,Monongalia,Precinct 1,133
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 1,108
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 1,17
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 1,1
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 1,3
,Straight Party,,Republican,Monongalia,Precinct 2,15
,Straight Party,,Democratic,Monongalia,Precinct 2,27
,Straight Party,,Mountain,Monongalia,Precinct 2,8
Bill Maloney,Governor,,REP,Monongalia,Precinct 2,165
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 2,199
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 2,41
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 2,2
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 2,5
,Straight Party,,Republican,Monongalia,Precinct 4,17
,Straight Party,,Democratic,Monongalia,Precinct 4,39
,Straight Party,,Mountain,Monongalia,Precinct 4,7
Bill Maloney,Governor,,REP,Monongalia,Precinct 4,171
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 4,216
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 4,60
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 4,1
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 4,0
,Straight Party,,Republican,Monongalia,Precinct 6,1
,Straight Party,,Democratic,Monongalia,Precinct 6,7
,Straight Party,,Mountain,Monongalia,Precinct 6,2
Bill Maloney,Governor,,REP,Monongalia,Precinct 6,25
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 6,65
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 6,20
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 6,2
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 6,1
,Straight Party,,Republican,Monongalia,Precinct 8,13
,Straight Party,,Democratic,Monongalia,Precinct 8,23
,Straight Party,,Mountain,Monongalia,Precinct 8,5
Bill Maloney,Governor,,REP,Monongalia,Precinct 8,132
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 8,141
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 8,26
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 8,4
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 8,3
,Straight Party,,Republican,Monongalia,Precinct 10,1
,Straight Party,,Democratic,Monongalia,Precinct 10,4
,Straight Party,,Mountain,Monongalia,Precinct 10,0
Bill Maloney,Governor,,REP,Monongalia,Precinct 10,16
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 10,26
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 10,4
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 10,0
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 10,0
,Straight Party,,Republican,Monongalia,Precinct 13,6
,Straight Party,,Democratic,Monongalia,Precinct 13,5
,Straight Party,,Mountain,Monongalia,Precinct 13,0
Bill Maloney,Governor,,REP,Monongalia,Precinct 13,31
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 13,23
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 13,2
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 13,0
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 13,1
,Straight Party,,Republican,Monongalia,Precinct 14,14
,Straight Party,,Democratic,Monongalia,Precinct 14,10
,Straight Party,,Mountain,Monongalia,Precinct 14,1
Bill Maloney,Governor,,REP,Monongalia,Precinct 14,66
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 14,59
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 14,16
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 14,0
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 14,3
,Straight Party,,Republican,Monongalia,Precinct 15,5
,Straight Party,,Democratic,Monongalia,Precinct 15,5
,Straight Party,,Mountain,Monongalia,Precinct 15,1
Bill Maloney,Governor,,REP,Monongalia,Precinct 15,23
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 15,24
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 15,9
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 15,1
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 15,0
,Straight Party,,Republican,Monongalia,Precinct 16,10
,Straight Party,,Democratic,Monongalia,Precinct 16,15
,Straight Party,,Mountain,Monongalia,Precinct 16,5
Bill Maloney,Governor,,REP,Monongalia,Precinct 16,98
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 16,97
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 16,19
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 16,3
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 16,4
,Straight Party,,Republican,Monongalia,Precinct 20,6
,Straight Party,,Democratic,Monongalia,Precinct 20,3
,Straight Party,,Mountain,Monongalia,Precinct 20,0
Bill Maloney,Governor,,REP,Monongalia,Precinct 20,19
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 20,8
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 20,1
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 20,1
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 20,0
,Straight Party,,Republican,Monongalia,Precinct 21,8
,Straight Party,,Democratic,Monongalia,Precinct 21,5
,Straight Party,,Mountain,Monongalia,Precinct 21,1
Bill Maloney,Governor,,REP,Monongalia,Precinct 21,54
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 21,32
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 21,12
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 21,0
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 21,0
,Straight Party,,Republican,Monongalia,Precinct 23,32
,Straight Party,,Democratic,Monongalia,Precinct 23,33
,Straight Party,,Mountain,Monongalia,Precinct 23,1
Bill Maloney,Governor,,REP,Monongalia,Precinct 23,220
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 23,185
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 23,21
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 23,1
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 23,2
,Straight Party,,Republican,Monongalia,Precinct 25,17
,Straight Party,,Democratic,Monongalia,Precinct 25,34
,Straight Party,,Mountain,Monongalia,Precinct 25,0
Bill Maloney,Governor,,REP,Monongalia,Precinct 25,134
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 25,137
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 25,7
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 25,1
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 25,3
,Straight Party,,Republican,Monongalia,Precinct 26,17
,Straight Party,,Democratic,Monongalia,Precinct 26,14
,Straight Party,,Mountain,Monongalia,Precinct 26,1
Bill Maloney,Governor,,REP,Monongalia,Precinct 26,177
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 26,114
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 26,13
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 26,0
Harry V. Bertram,Governor,,ATP,Monongalia,Precinct 26,1
,Straight Party,,Republican,Monongalia,Precinct 27,8
,Straight Party,,Democratic,Monongalia,Precinct 27,12
,Straight Party,,Mountain,Monongalia,Precinct 27,0
Bill Maloney,Governor,,REP,Monongalia,Precinct 27,92
Earl Ray Tomblin,Governor,,DEM,Monongalia,Precinct 27,52
Bob Henry Baber,Governor,,MTN,Monongalia,Precinct 27,1
Marla Dee Ingels,Governor,,IND,Monongalia,Precinct 27,3
