candidate,office,district,party,county,precinct,votes
,Straight Party,,Republican,Wetzel,Precinct 4,6
,Straight Party,,Democratic,Wetzel,Precinct 4,29
,Straight Party,,Mountain,Wetzel,Precinct 4,0
Bill Maloney,Governor,,REP,Wetzel,Precinct 4,54
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 4,85
Bob Henry Baber,Governor,,MTN,Wetzel,Precinct 4,1
Marla Dee Ingels,Governor,,IND,Wetzel,Precinct 4,2
Harry V. Bertram,Governor,,ATP,Wetzel,Precinct 4,0
,Straight Party,,Republican,Wetzel,Precinct 5,10
,Straight Party,,Democratic,Wetzel,Precinct 5,10
,Straight Party,,Mountain,Wetzel,Precinct 5,0
Bill Maloney,Governor,,REP,Wetzel,Precinct 5,31
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 5,31
Bob Henry Baber,Governor,,MTN,Wetzel,Precinct 5,1
Marla Dee Ingels,Governor,,IND,Wetzel,Precinct 5,0
Harry V. Bertram,Governor,,ATP,Wetzel,Precinct 5,1
,Straight Party,,Republican,Wetzel,Precinct 10,16
,Straight Party,,Democratic,Wetzel,Precinct 10,41
,Straight Party,,Mountain,Wetzel,Precinct 10,2
Bill Maloney,Governor,,REP,Wetzel,Precinct 10,112
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 10,130
Bob Henry Baber,Governor,,MTN,Wetzel,Precinct 10,3
Marla Dee Ingels,Governor,,IND,Wetzel,Precinct 10,3
Harry V. Bertram,Governor,,ATP,Wetzel,Precinct 10,2
,Straight Party,,Republican,Wetzel,Precinct 15,4
,Straight Party,,Democratic,Wetzel,Precinct 15,8
,Straight Party,,Mountain,Wetzel,Precinct 15,0
Bill Maloney,Governor,,REP,Wetzel,Precinct 15,29
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 15,45
Bob Henry Baber,Governor,,MTN,Wetzel,Precinct 15,0
Marla Dee Ingels,Governor,,IND,Wetzel,Precinct 15,2
Harry V. Bertram,Governor,,ATP,Wetzel,Precinct 15,1
,Straight Party,,Republican,Wetzel,Precinct 16,5
,Straight Party,,Democratic,Wetzel,Precinct 16,16
,Straight Party,,Mountain,Wetzel,Precinct 16,1
Bill Maloney,Governor,,REP,Wetzel,Precinct 16,60
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 16,74
Bob Henry Baber,Governor,,MTN,Wetzel,Precinct 16,5
Marla Dee Ingels,Governor,,IND,Wetzel,Precinct 16,2
Harry V. Bertram,Governor,,ATP,Wetzel,Precinct 16,1
,Straight Party,,Republican,Wetzel,Precinct 18,4
,Straight Party,,Democratic,Wetzel,Precinct 18,3
,Straight Party,,Mountain,Wetzel,Precinct 18,0
Bill Maloney,Governor,,REP,Wetzel,Precinct 18,20
Earl Ray Tomblin,Governor,,DEM,Wetzel,Precinct 18,31
Bob Henry Baber,Governor,,MTN,Wetzel,Precinct 18,2
Marla Dee Ingels,Governor,,IND,Wetzel,Precinct 18,1
Harry V. Bertram,Governor,,ATP,Wetzel,Precinct 18,1
,Straight Party,,Republican,Wetzel,Precinct 21,16
,Straight Party,,Democratic,Wetzel,Precinct 21,25
,Straight Party,,Mountain,Wetzel,Precinct 21,1
Bill Maloney,Governor,,REP,Wetzel,Precinct 21,71
