candidate,office,district,party,county,precinct,votes
,Straight Party,,Republican,Marshall,Precinct 1,11
,Straight Party,,Democratic,Marshall,Precinct 1,16
,Straight Party,,Mountain,Marshall,Precinct 1,0
,Registered Voters ,,,Marshall,Precinct 1,611
,Ballots Cast,,,Marshall,Precinct 1,165
Bill Maloney,Governor,,REP,Marshall,Precinct 1,70
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 1,84
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 1,4
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 1,1
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 1,2
Write-ins,Governor,,,Marshall,Precinct 1,0
,Straight Party,,Republican,Marshall,Precinct 4,14
,Straight Party,,Democratic,Marshall,Precinct 4,10
,Straight Party,,Mountain,Marshall,Precinct 4,0
,Registered Voters ,,,Marshall,Precinct 4,627
,Ballots Cast,,,Marshall,Precinct 4,214
Bill Maloney,Governor,,REP,Marshall,Precinct 4,120
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 4,80
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 4,4
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 4,5
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 4,3
Write-ins,Governor,,,Marshall,Precinct 4,0
,Straight Party,,Republican,Marshall,Precinct 6,8
,Straight Party,,Democratic,Marshall,Precinct 6,5
,Straight Party,,Mountain,Marshall,Precinct 6,0
,Registered Voters ,,,Marshall,Precinct 6,399
,Ballots Cast,,,Marshall,Precinct 6,73
Bill Maloney,Governor,,REP,Marshall,Precinct 6,34
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 6,35
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 6,4
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 6,0
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 6,0
Write-ins,Governor,,,Marshall,Precinct 6,0
,Straight Party,,Republican,Marshall,Precinct 7,11
,Straight Party,,Democratic,Marshall,Precinct 7,23
,Straight Party,,Mountain,Marshall,Precinct 7,2
,Registered Voters ,,,Marshall,Precinct 7,666
,Ballots Cast,,,Marshall,Precinct 7,187
Bill Maloney,Governor,,REP,Marshall,Precinct 7,69
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 7,109
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 7,3
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 7,3
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 7,2
Write-ins,Governor,,,Marshall,Precinct 7,0
,Straight Party,,Republican,Marshall,Precinct 9,12
,Straight Party,,Democratic,Marshall,Precinct 9,27
,Straight Party,,Mountain,Marshall,Precinct 9,0
,Registered Voters ,,,Marshall,Precinct 9,538
,Ballots Cast,,,Marshall,Precinct 9,169
Bill Maloney,Governor,,REP,Marshall,Precinct 9,64
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 9,93
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 9,3
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 9,2
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 9,4
Write-ins,Governor,,,Marshall,Precinct 9,0
,Straight Party,,Republican,Marshall,Precinct 9A,11
,Straight Party,,Democratic,Marshall,Precinct 9A,17
,Straight Party,,Mountain,Marshall,Precinct 9A,0
,Registered Voters ,,,Marshall,Precinct 9A,602
,Ballots Cast,,,Marshall,Precinct 9A,238
Bill Maloney,Governor,,REP,Marshall,Precinct 9A,117
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 9A,110
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 9A,2
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 9A,3
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 9A,0
Write-ins,Governor,,,Marshall,Precinct 9A,0
,Straight Party,,Republican,Marshall,Precinct 10,15
,Straight Party,,Democratic,Marshall,Precinct 10,25
,Straight Party,,Mountain,Marshall,Precinct 10,0
,Registered Voters ,,,Marshall,Precinct 10,471
,Ballots Cast,,,Marshall,Precinct 10,142
Bill Maloney,Governor,,REP,Marshall,Precinct 10,54
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 10,81
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 10,2
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 10,3
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 10,1
Write-ins,Governor,,,Marshall,Precinct 10,0
,Straight Party,,Republican,Marshall,Precinct 11,18
,Straight Party,,Democratic,Marshall,Precinct 11,27
,Straight Party,,Mountain,Marshall,Precinct 11,1
,Registered Voters ,,,Marshall,Precinct 11,872
,Ballots Cast,,,Marshall,Precinct 11,259
Bill Maloney,Governor,,REP,Marshall,Precinct 11,105
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 11,141
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 11,2
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 11,4
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 11,2
Write-ins,Governor,,,Marshall,Precinct 11,0
,Straight Party,,Republican,Marshall,Precinct 12,12
,Straight Party,,Democratic,Marshall,Precinct 12,21
,Straight Party,,Mountain,Marshall,Precinct 12,2
,Registered Voters ,,,Marshall,Precinct 12,662
,Ballots Cast,,,Marshall,Precinct 12,207
Bill Maloney,Governor,,REP,Marshall,Precinct 12,97
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 12,103
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 12,1
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 12,2
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 12,1
Write-ins,Governor,,,Marshall,Precinct 12,0
,Straight Party,,Republican,Marshall,Precinct 13,7
,Straight Party,,Democratic,Marshall,Precinct 13,17
,Straight Party,,Mountain,Marshall,Precinct 13,0
,Registered Voters ,,,Marshall,Precinct 13,486
,Ballots Cast,,,Marshall,Precinct 13,191
Bill Maloney,Governor,,REP,Marshall,Precinct 13,94
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 13,93
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 13,1
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 13,2
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 13,1
Write-ins,Governor,,,Marshall,Precinct 13,0
,Straight Party,,Republican,Marshall,Precinct 14,21
,Straight Party,,Democratic,Marshall,Precinct 14,13
,Straight Party,,Mountain,Marshall,Precinct 14,0
,Registered Voters ,,,Marshall,Precinct 14,698
,Ballots Cast,,,Marshall,Precinct 14,277
Bill Maloney,Governor,,REP,Marshall,Precinct 14,155
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 14,112
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 14,7
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 14,0
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 14,2
Write-ins,Governor,,,Marshall,Precinct 14,0
,Straight Party,,Republican,Marshall,Precinct 15A,2
,Straight Party,,Democratic,Marshall,Precinct 15A,11
,Straight Party,,Mountain,Marshall,Precinct 15A,2
,Registered Voters ,,,Marshall,Precinct 15A,273
,Ballots Cast,,,Marshall,Precinct 15A,82
Bill Maloney,Governor,,REP,Marshall,Precinct 15A,38
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 15A,40
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 15A,3
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 15A,1
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 15A,0
Write-ins,Governor,,,Marshall,Precinct 15A,0
,Straight Party,,Republican,Marshall,Precinct 16,13
,Straight Party,,Democratic,Marshall,Precinct 16,16
,Straight Party,,Mountain,Marshall,Precinct 16,0
,Registered Voters ,,,Marshall,Precinct 16,404
,Ballots Cast,,,Marshall,Precinct 16,161
Bill Maloney,Governor,,REP,Marshall,Precinct 16,70
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 16,82
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 16,2
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 16,0
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 16,0
Write-ins,Governor,,,Marshall,Precinct 16,1
,Straight Party,,Republican,Marshall,Precinct 17,8
,Straight Party,,Democratic,Marshall,Precinct 17,16
,Straight Party,,Mountain,Marshall,Precinct 17,0
,Registered Voters ,,,Marshall,Precinct 17,328
,Ballots Cast,,,Marshall,Precinct 17,106
Bill Maloney,Governor,,REP,Marshall,Precinct 17,37
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 17,61
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 17,1
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 17,3
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 17,0
Write-ins,Governor,,,Marshall,Precinct 17,0
,Straight Party,,Republican,Marshall,Precinct 17A,9
,Straight Party,,Democratic,Marshall,Precinct 17A,9
,Straight Party,,Mountain,Marshall,Precinct 17A,0
,Registered Voters ,,,Marshall,Precinct 17A,498
,Ballots Cast,,,Marshall,Precinct 17A,167
Bill Maloney,Governor,,REP,Marshall,Precinct 17A,92
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 17A,73
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 17A,1
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 17A,0
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 17A,0
Write-ins,Governor,,,Marshall,Precinct 17A,0
,Straight Party,,Republican,Marshall,Precinct 18,10
,Straight Party,,Democratic,Marshall,Precinct 18,29
,Straight Party,,Mountain,Marshall,Precinct 18,0
,Registered Voters ,,,Marshall,Precinct 18,688
,Ballots Cast,,,Marshall,Precinct 18,235
Bill Maloney,Governor,,REP,Marshall,Precinct 18,103
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 18,127
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 18,0
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 18,1
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 18,1
Write-ins,Governor,,,Marshall,Precinct 18,0
,Straight Party,,Republican,Marshall,Precinct 19,2
,Straight Party,,Democratic,Marshall,Precinct 19,12
,Straight Party,,Mountain,Marshall,Precinct 19,1
,Registered Voters ,,,Marshall,Precinct 19,223
,Ballots Cast,,,Marshall,Precinct 19,67
Bill Maloney,Governor,,REP,Marshall,Precinct 19,19
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 19,43
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 19,2
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 19,0
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 19,2
Write-ins,Governor,,,Marshall,Precinct 19,0
,Straight Party,,Republican,Marshall,Precinct 20,2
,Straight Party,,Democratic,Marshall,Precinct 20,20
,Straight Party,,Mountain,Marshall,Precinct 20,0
,Registered Voters ,,,Marshall,Precinct 20,268
,Ballots Cast,,,Marshall,Precinct 20,85
Bill Maloney,Governor,,REP,Marshall,Precinct 20,14
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 20,69
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 20,0
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 20,2
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 20,0
Write-ins,Governor,,,Marshall,Precinct 20,0
,Straight Party,,Republican,Marshall,Precinct 21,8
,Straight Party,,Democratic,Marshall,Precinct 21,10
,Straight Party,,Mountain,Marshall,Precinct 21,0
,Registered Voters ,,,Marshall,Precinct 21,392
,Ballots Cast,,,Marshall,Precinct 21,100
Bill Maloney,Governor,,REP,Marshall,Precinct 21,45
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 21,51
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 21,1
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 21,2
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 21,0
Write-ins,Governor,,,Marshall,Precinct 21,0
,Straight Party,,Republican,Marshall,Precinct 23,0
,Straight Party,,Democratic,Marshall,Precinct 23,5
,Straight Party,,Mountain,Marshall,Precinct 23,0
,Registered Voters ,,,Marshall,Precinct 23,266
,Ballots Cast,,,Marshall,Precinct 23,67
Bill Maloney,Governor,,REP,Marshall,Precinct 23,22
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 23,37
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 23,4
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 23,2
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 23,0
Write-ins,Governor,,,Marshall,Precinct 23,0
,Straight Party,,Republican,Marshall,Precinct 24,9
,Straight Party,,Democratic,Marshall,Precinct 24,17
,Straight Party,,Mountain,Marshall,Precinct 24,2
,Registered Voters ,,,Marshall,Precinct 24,453
,Ballots Cast,,,Marshall,Precinct 24,172
Bill Maloney,Governor,,REP,Marshall,Precinct 24,78
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 24,86
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 24,5
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 24,0
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 24,1
Write-ins,Governor,,,Marshall,Precinct 24,0
,Straight Party,,Republican,Marshall,Precinct 25,7
,Straight Party,,Democratic,Marshall,Precinct 25,19
,Straight Party,,Mountain,Marshall,Precinct 25,0
,Registered Voters ,,,Marshall,Precinct 25,361
,Ballots Cast,,,Marshall,Precinct 25,97
Bill Maloney,Governor,,REP,Marshall,Precinct 25,41
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 25,51
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 25,1
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 25,1
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 25,0
Write-ins,Governor,,,Marshall,Precinct 25,0
,Straight Party,,Republican,Marshall,Precinct 26,10
,Straight Party,,Democratic,Marshall,Precinct 26,13
,Straight Party,,Mountain,Marshall,Precinct 26,0
,Registered Voters ,,,Marshall,Precinct 26,351
,Ballots Cast,,,Marshall,Precinct 26,114
Bill Maloney,Governor,,REP,Marshall,Precinct 26,42
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 26,68
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 26,1
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 26,0
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 26,0
Write-ins,Governor,,,Marshall,Precinct 26,0
,Straight Party,,Republican,Marshall,Precinct 27,8
,Straight Party,,Democratic,Marshall,Precinct 27,7
,Straight Party,,Mountain,Marshall,Precinct 27,0
,Registered Voters ,,,Marshall,Precinct 27,346
,Ballots Cast,,,Marshall,Precinct 27,116
Bill Maloney,Governor,,REP,Marshall,Precinct 27,56
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 27,56
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 27,2
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 27,0
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 27,1
Write-ins,Governor,,,Marshall,Precinct 27,0
,Straight Party,,Republican,Marshall,Precinct 28,17
,Straight Party,,Democratic,Marshall,Precinct 28,29
,Straight Party,,Mountain,Marshall,Precinct 28,2
,Registered Voters ,,,Marshall,Precinct 28,600
,Ballots Cast,,,Marshall,Precinct 28,235
Bill Maloney,Governor,,REP,Marshall,Precinct 28,78
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 28,145
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 28,4
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 28,2
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 28,1
Write-ins,Governor,,,Marshall,Precinct 28,0
,Straight Party,,Republican,Marshall,Precinct 29,16
,Straight Party,,Democratic,Marshall,Precinct 29,23
,Straight Party,,Mountain,Marshall,Precinct 29,1
,Registered Voters ,,,Marshall,Precinct 29,564
,Ballots Cast,,,Marshall,Precinct 29,178
Bill Maloney,Governor,,REP,Marshall,Precinct 29,89
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 29,79
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 29,3
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 29,3
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 29,1
Write-ins,Governor,,,Marshall,Precinct 29,0
,Straight Party,,Republican,Marshall,Precinct 30,3
,Straight Party,,Democratic,Marshall,Precinct 30,15
,Straight Party,,Mountain,Marshall,Precinct 30,0
,Registered Voters ,,,Marshall,Precinct 30,330
,Ballots Cast,,,Marshall,Precinct 30,84
Bill Maloney,Governor,,REP,Marshall,Precinct 30,30
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 30,52
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 30,1
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 30,1
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 30,0
Write-ins,Governor,,,Marshall,Precinct 30,0
,Straight Party,,Republican,Marshall,Precinct 33,20
,Straight Party,,Democratic,Marshall,Precinct 33,18
,Straight Party,,Mountain,Marshall,Precinct 33,1
,Registered Voters ,,,Marshall,Precinct 33,771
,Ballots Cast,,,Marshall,Precinct 33,280
Bill Maloney,Governor,,REP,Marshall,Precinct 33,152
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 33,118
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 33,4
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 33,4
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 33,2
Write-ins,Governor,,,Marshall,Precinct 33,0
,Straight Party,,Republican,Marshall,Precinct 34,10
,Straight Party,,Democratic,Marshall,Precinct 34,14
,Straight Party,,Mountain,Marshall,Precinct 34,0
,Registered Voters ,,,Marshall,Precinct 34,582
,Ballots Cast,,,Marshall,Precinct 34,181
Bill Maloney,Governor,,REP,Marshall,Precinct 34,86
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 34,86
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 34,1
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 34,2
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 34,1
Write-ins,Governor,,,Marshall,Precinct 34,0
,Straight Party,,Republican,Marshall,Precinct 35,18
,Straight Party,,Democratic,Marshall,Precinct 35,11
,Straight Party,,Mountain,Marshall,Precinct 35,1
,Registered Voters ,,,Marshall,Precinct 35,606
,Ballots Cast,,,Marshall,Precinct 35,178
Bill Maloney,Governor,,REP,Marshall,Precinct 35,91
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 35,77
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 35,4
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 35,3
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 35,1
Write-ins,Governor,,,Marshall,Precinct 35,0
,Straight Party,,Republican,Marshall,Precinct 36,12
,Straight Party,,Democratic,Marshall,Precinct 36,10
,Straight Party,,Mountain,Marshall,Precinct 36,3
,Registered Voters ,,,Marshall,Precinct 36,172
,Ballots Cast,,,Marshall,Precinct 36,65
Bill Maloney,Governor,,REP,Marshall,Precinct 36,38
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 36,20
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 36,2
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 36,0
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 36,0
Write-ins,Governor,,,Marshall,Precinct 36,0
,Straight Party,,Republican,Marshall,Precinct 38,8
,Straight Party,,Democratic,Marshall,Precinct 38,12
,Straight Party,,Mountain,Marshall,Precinct 38,2
,Registered Voters ,,,Marshall,Precinct 38,435
,Ballots Cast,,,Marshall,Precinct 38,103
Bill Maloney,Governor,,REP,Marshall,Precinct 38,57
Earl Ray Tomblin,Governor,,DEM,Marshall,Precinct 38,39
Bob Henry Baber,Governor,,MTN,Marshall,Precinct 38,3
Marla Dee Ingels,Governor,,IND,Marshall,Precinct 38,1
Harry V. Bertram,Governor,,ATP,Marshall,Precinct 38,1
Write-ins,Governor,,,Marshall,Precinct 38,0
