candidate,office,district,party,county,precinct,votes
,Straight Party,,Republican,Wirt,Precinct 1,12
,Straight Party,,Democratic,Wirt,Precinct 1,11
,Straight Party,,Mountain,Wirt,Precinct 1,0
Bill Maloney,Governor,,REP,Wirt,Precinct 1,49
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 1,32
Bob Henry Baber,Governor,,MTN,Wirt,Precinct 1,2
Marla Dee Ingels,Governor,,IND,Wirt,Precinct 1,0
Harry V. Bertram,Governor,,ATP,Wirt,Precinct 1,2
,Straight Party,,Republican,Wirt,Precinct 2,6
,Straight Party,,Democratic,Wirt,Precinct 2,7
,Straight Party,,Mountain,Wirt,Precinct 2,0
Bill Maloney,Governor,,REP,Wirt,Precinct 2,20
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 2,22
Bob Henry Baber,Governor,,MTN,Wirt,Precinct 2,3
Marla Dee Ingels,Governor,,IND,Wirt,Precinct 2,0
Harry V. Bertram,Governor,,ATP,Wirt,Precinct 2,0
,Straight Party,,Republican,Wirt,Precinct 7,6
,Straight Party,,Democratic,Wirt,Precinct 7,21
,Straight Party,,Mountain,Wirt,Precinct 7,0
Bill Maloney,Governor,,REP,Wirt,Precinct 7,51
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 7,106
Bob Henry Baber,Governor,,MTN,Wirt,Precinct 7,4
Marla Dee Ingels,Governor,,IND,Wirt,Precinct 7,3
Harry V. Bertram,Governor,,ATP,Wirt,Precinct 7,1
,Straight Party,,Republican,Wirt,Precinct 7A,15
,Straight Party,,Democratic,Wirt,Precinct 7A,18
,Straight Party,,Mountain,Wirt,Precinct 7A,1
Bill Maloney,Governor,,REP,Wirt,Precinct 7A,100
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 7A,89
Bob Henry Baber,Governor,,MTN,Wirt,Precinct 7A,3
Marla Dee Ingels,Governor,,IND,Wirt,Precinct 7A,3
Harry V. Bertram,Governor,,ATP,Wirt,Precinct 7A,0
,Straight Party,,Republican,Wirt,Precinct 8,12
,Straight Party,,Democratic,Wirt,Precinct 8,14
,Straight Party,,Mountain,Wirt,Precinct 8,0
Bill Maloney,Governor,,REP,Wirt,Precinct 8,71
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 8,56
Bob Henry Baber,Governor,,MTN,Wirt,Precinct 8,1
Marla Dee Ingels,Governor,,IND,Wirt,Precinct 8,2
Harry V. Bertram,Governor,,ATP,Wirt,Precinct 8,0
,Straight Party,,Republican,Wirt,Precinct 11,15
,Straight Party,,Democratic,Wirt,Precinct 11,27
,Straight Party,,Mountain,Wirt,Precinct 11,1
Bill Maloney,Governor,,REP,Wirt,Precinct 11,119
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 11,86
Bob Henry Baber,Governor,,MTN,Wirt,Precinct 11,1
Marla Dee Ingels,Governor,,IND,Wirt,Precinct 11,0
Harry V. Bertram,Governor,,ATP,Wirt,Precinct 11,0
,Straight Party,,Republican,Wirt,Precinct 11A,2
,Straight Party,,Democratic,Wirt,Precinct 11A,8
,Straight Party,,Mountain,Wirt,Precinct 11A,1
Bill Maloney,Governor,,REP,Wirt,Precinct 11A,40
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 11A,27
Bob Henry Baber,Governor,,MTN,Wirt,Precinct 11A,2
Marla Dee Ingels,Governor,,IND,Wirt,Precinct 11A,1
Harry V. Bertram,Governor,,ATP,Wirt,Precinct 11A,0
,Straight Party,,Republican,Wirt,Precinct 12,7
,Straight Party,,Democratic,Wirt,Precinct 12,6
,Straight Party,,Mountain,Wirt,Precinct 12,0
Bill Maloney,Governor,,REP,Wirt,Precinct 12,35
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 12,35
Bob Henry Baber,Governor,,MTN,Wirt,Precinct 12,0
Marla Dee Ingels,Governor,,IND,Wirt,Precinct 12,1
Harry V. Bertram,Governor,,ATP,Wirt,Precinct 12,0
,Straight Party,,Republican,Wirt,Precinct 17,8
,Straight Party,,Democratic,Wirt,Precinct 17,8
,Straight Party,,Mountain,Wirt,Precinct 17,0
Bill Maloney,Governor,,REP,Wirt,Precinct 17,56
Earl Ray Tomblin,Governor,,DEM,Wirt,Precinct 17,35
Bob Henry Baber,Governor,,MTN,Wirt,Precinct 17,0
Marla Dee Ingels,Governor,,IND,Wirt,Precinct 17,0
Harry V. Bertram,Governor,,ATP,Wirt,Precinct 17,0
,Straight Party,,Republican,Wirt,TOTAL,83
,Straight Party,,Democratic,Wirt,TOTAL,120
,Straight Party,,Mountain,Wirt,TOTAL,3
Bill Maloney,Governor,,REP,Wirt,TOTAL,541
Earl Ray Tomblin,Governor,,DEM,Wirt,TOTAL,488
Bob Henry Baber,Governor,,MTN,Wirt,TOTAL,16
Marla Dee Ingels,Governor,,IND,Wirt,TOTAL,10
Harry V. Bertram,Governor,,ATP,Wirt,TOTAL,3
