year,election,office,party,candidate,county,votes,winner
1952,primary,State Treasurer,REP,Hal F. Morris,Totals,96218,TRUE
1952,primary,State Treasurer,REP,Hal F. Morris,Barbour,1227,
1952,primary,State Treasurer,REP,Hal F. Morris,Berkeley,1096,
1952,primary,State Treasurer,REP,Hal F. Morris,Boone,942,
1952,primary,State Treasurer,REP,Hal F. Morris,Braxton,725,
1952,primary,State Treasurer,REP,Hal F. Morris,Brooke,1215,
1952,primary,State Treasurer,REP,Hal F. Morris,Cabell,1786,
1952,primary,State Treasurer,REP,Hal F. Morris,Calhoun,465,
1952,primary,State Treasurer,REP,Hal F. Morris,Clay,828,
1952,primary,State Treasurer,REP,Hal F. Morris,Doddridge,728,
1952,primary,State Treasurer,REP,Hal F. Morris,Fayette,2960,
1952,primary,State Treasurer,REP,Hal F. Morris,Gilmer,324,
1952,primary,State Treasurer,REP,Hal F. Morris,Grant,777,
1952,primary,State Treasurer,REP,Hal F. Morris,Greenbrier,1276,
1952,primary,State Treasurer,REP,Hal F. Morris,Hampshire,191,
1952,primary,State Treasurer,REP,Hal F. Morris,Hancock,2197,
1952,primary,State Treasurer,REP,Hal F. Morris,Hardy,189,
1952,primary,State Treasurer,REP,Hal F. Morris,Harrison,5558,
1952,primary,State Treasurer,REP,Hal F. Morris,Jackson,2096,
1952,primary,State Treasurer,REP,Hal F. Morris,Jefferson,255,
1952,primary,State Treasurer,REP,Hal F. Morris,Kanawha,17612,
1952,primary,State Treasurer,REP,Hal F. Morris,Lewis,1525,
1952,primary,State Treasurer,REP,Hal F. Morris,Lincoln,984,
1952,primary,State Treasurer,REP,Hal F. Morris,Logan,1336,
1952,primary,State Treasurer,REP,Hal F. Morris,Marion,3687,
1952,primary,State Treasurer,REP,Hal F. Morris,Marshall,2373,
1952,primary,State Treasurer,REP,Hal F. Morris,Mason,1638,
1952,primary,State Treasurer,REP,Hal F. Morris,Mercer,2965,
1952,primary,State Treasurer,REP,Hal F. Morris,Mineral,1345,
1952,primary,State Treasurer,REP,Hal F. Morris,Mingo,887,
1952,primary,State Treasurer,REP,Hal F. Morris,Monongalia,3241,
1952,primary,State Treasurer,REP,Hal F. Morris,Monroe,826,
1952,primary,State Treasurer,REP,Hal F. Morris,Morgan,655,
1952,primary,State Treasurer,REP,Hal F. Morris,McDowell,2153,
1952,primary,State Treasurer,REP,Hal F. Morris,Nicholas,901,
1952,primary,State Treasurer,REP,Hal F. Morris,Ohio,4228,
1952,primary,State Treasurer,REP,Hal F. Morris,Pendleton,435,
1952,primary,State Treasurer,REP,Hal F. Morris,Pleasants,412,
1952,primary,State Treasurer,REP,Hal F. Morris,Pocahontas,672,
1952,primary,State Treasurer,REP,Hal F. Morris,Preston,1980,
1952,primary,State Treasurer,REP,Hal F. Morris,Putnam,1640,
1952,primary,State Treasurer,REP,Hal F. Morris,Raleigh,3588,
1952,primary,State Treasurer,REP,Hal F. Morris,Randolph,933,
1952,primary,State Treasurer,REP,Hal F. Morris,Ritchie,1247,
1952,primary,State Treasurer,REP,Hal F. Morris,Roane,1784,
1952,primary,State Treasurer,REP,Hal F. Morris,Summers,676,
1952,primary,State Treasurer,REP,Hal F. Morris,Taylor,1235,
1952,primary,State Treasurer,REP,Hal F. Morris,Tucker,515,
1952,primary,State Treasurer,REP,Hal F. Morris,Tyler,948,
1952,primary,State Treasurer,REP,Hal F. Morris,Upshur,1587,
1952,primary,State Treasurer,REP,Hal F. Morris,Wayne,598,
1952,primary,State Treasurer,REP,Hal F. Morris,Webster,354,
1952,primary,State Treasurer,REP,Hal F. Morris,Wetzel,757,
1952,primary,State Treasurer,REP,Hal F. Morris,Wirt,490,
1952,primary,State Treasurer,REP,Hal F. Morris,Wood,3815,
1952,primary,State Treasurer,REP,Hal F. Morris,Wyoming,1361,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Totals,80858,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Barbour,1230,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Berkeley,1099,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Boone,333,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Braxton,641,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Brooke,1455,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Cabell,6024,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Calhoun,165,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Clay,371,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Doddridge,773,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Fayette,1565,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Gilmer,227,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Grant,568,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Greenbrier,832,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Hampshire,136,
1952,primary,State Treasurer,REP,J. Bert Schroeder,Hancock,1817,
