year,election,office,party,candidate,county,votes,winner
1952,general,governor,DEM,William C. Marland,Totals,454898,TRUE
1952,general,governor,DEM,William C. Marland,Barbour,4394,
1952,general,governor,DEM,William C. Marland,Berkeley,7399,
1952,general,governor,DEM,William C. Marland,Boone,8100,
1952,general,governor,DEM,William C. Marland,Braxton,4128,
1952,general,governor,DEM,William C. Marland,Brooke,7781,
1952,general,governor,DEM,William C. Marland,Cabell,22965,
1952,general,governor,DEM,William C. Marland,Calhoun,1993,
1952,general,governor,DEM,William C. Marland,Clay,2661,
1952,general,governor,DEM,William C. Marland,Doddridge,1047,
1952,general,governor,DEM,William C. Marland,Fayette,22203,
1952,general,governor,DEM,William C. Marland,Gilmer,2274,
1952,general,governor,DEM,William C. Marland,Grant,744,
1952,general,governor,DEM,William C. Marland,Greenbrier,7817,
1952,general,governor,DEM,William C. Marland,Hampshire,2551,
1952,general,governor,DEM,William C. Marland,Hancock,9660,
1952,general,governor,DEM,William C. Marland,Hardy,2497,
1952,general,governor,DEM,William C. Marland,Harrison,20066,
1952,general,governor,DEM,William C. Marland,Jackson,2628,
1952,general,governor,DEM,William C. Marland,Jefferson,4322,
1952,general,governor,DEM,William C. Marland,Kanawha,53308,
1952,general,governor,DEM,William C. Marland,Lewis,2810,
1952,general,governor,DEM,William C. Marland,Lincoln,5036,
1952,general,governor,DEM,William C. Marland,Logan,19474,
1952,general,governor,DEM,William C. Marland,Marion,19786,
1952,general,governor,DEM,William C. Marland,Marshall,9087,
1952,general,governor,DEM,William C. Marland,Mason,3867,
1952,general,governor,DEM,William C. Marland,Mercer,17318,
1952,general,governor,DEM,William C. Marland,Mineral,4736,
1952,general,governor,DEM,William C. Marland,Mingo,13178,
1952,general,governor,DEM,William C. Marland,Monongalia,13290,
1952,general,governor,DEM,William C. Marland,Monroe,2879,
1952,general,governor,DEM,William C. Marland,Morgan,1262,
1952,general,governor,DEM,William C. Marland,McDowell,24526,
1952,general,governor,DEM,William C. Marland,Nicholas,5457,
1952,general,governor,DEM,William C. Marland,Ohio,18009,
1952,general,governor,DEM,William C. Marland,Pendleton,1957,
1952,general,governor,DEM,William C. Marland,Pleasants,1705,
1952,general,governor,DEM,William C. Marland,Pocahontas,2714,
1952,general,governor,DEM,William C. Marland,Preston,4403,
1952,general,governor,DEM,William C. Marland,Putnam,4624,
1952,general,governor,DEM,William C. Marland,Raleigh,21747,
1952,general,governor,DEM,William C. Marland,Randolph,6872,
1952,general,governor,DEM,William C. Marland,Ritchie,1762,
1952,general,governor,DEM,William C. Marland,Roane,3558,
1952,general,governor,DEM,William C. Marland,Summers,4203,
1952,general,governor,DEM,William C. Marland,Taylor,3807,
1952,general,governor,DEM,William C. Marland,Tucker,2455,
1952,general,governor,DEM,William C. Marland,Tyler,1568,
1952,general,governor,DEM,William C. Marland,Upshur,2423,
1952,general,governor,DEM,William C. Marland,Wayne,8756,
1952,general,governor,DEM,William C. Marland,Webster,3619,
1952,general,governor,DEM,William C. Marland,Wetzel,4530,
1952,general,governor,DEM,William C. Marland,Wirt,1090,
1952,general,governor,DEM,William C. Marland,Wood,14790,
1952,general,governor,DEM,William C. Marland,Wyoming,9062,
1952,general,governor,REP,Rush D. Holt,Totals,427629,
1952,general,governor,REP,Rush D. Holt,Barbour,4728,
1952,general,governor,REP,Rush D. Holt,Berkeley,7846,
1952,general,governor,REP,Rush D. Holt,Boone,4407,
1952,general,governor,REP,Rush D. Holt,Braxton,3699,
1952,general,governor,REP,Rush D. Holt,Brooke,5026,
1952,general,governor,REP,Rush D. Holt,Cabell,27029,
1952,general,governor,REP,Rush D. Holt,Calhoun,2368,
1952,general,governor,REP,Rush D. Holt,Clay,2799,
1952,general,governor,REP,Rush D. Holt,Doddridge,2841,
1952,general,governor,REP,Rush D. Holt,Fayette,9536,
1952,general,governor,REP,Rush D. Holt,Gilmer,1863,
1952,general,governor,REP,Rush D. Holt,Grant,3393,
1952,general,governor,REP,Rush D. Holt,Greenbrier,7843,
1952,general,governor,REP,Rush D. Holt,Hampshire,2443,
1952,general,governor,REP,Rush D. Holt,Hancock,6866,
1952,general,governor,REP,Rush D. Holt,Hardy,1990,
1952,general,governor,REP,Rush D. Holt,Harrison,21868,
1952,general,governor,REP,Rush D. Holt,Jackson,4889,
1952,general,governor,REP,Rush D. Holt,Jefferson,2875,
1952,general,governor,REP,Rush D. Holt,Kanawha,58272,
1952,general,governor,REP,Rush D. Holt,Lewis,7136,
1952,general,governor,REP,Rush D. Holt,Lincoln,4970,
1952,general,governor,REP,Rush D. Holt,Logan,9134,
1952,general,governor,REP,Rush D. Holt,Marion,14942,
1952,general,governor,REP,Rush D. Holt,Marshall,9145,
1952,general,governor,REP,Rush D. Holt,Mason,6174,
1952,general,governor,REP,Rush D. Holt,Mercer,13857,
1952,general,governor,REP,Rush D. Holt,Mineral,5508,
1952,general,governor,REP,Rush D. Holt,Mingo,6775,
1952,general,governor,REP,Rush D. Holt,Monongalia,13147,
1952,general,governor,REP,Rush D. Holt,Monroe,3490,
1952,general,governor,REP,Rush D. Holt,Morgan,2821,
1952,general,governor,REP,Rush D. Holt,McDowell,10953,
1952,general,governor,REP,Rush D. Holt,Nicholas,4703,
1952,general,governor,REP,Rush D. Holt,Ohio,19326,
1952,general,governor,REP,Rush D. Holt,Pendleton,2158,
1952,general,governor,REP,Rush D. Holt,Pleasants,1886,
1952,general,governor,REP,Rush D. Holt,Pocahontas,2916,
1952,general,governor,REP,Rush D. Holt,Preston,8037,
1952,general,governor,REP,Rush D. Holt,Putnam,5159,
1952,general,governor,REP,Rush D. Holt,Raleigh,15312,
1952,general,governor,REP,Rush D. Holt,Randolph,5841,
1952,general,governor,REP,Rush D. Holt,Ritchie,4286,
1952,general,governor,REP,Rush D. Holt,Roane,4974,
1952,general,governor,REP,Rush D. Holt,Summers,3805,
1952,general,governor,REP,Rush D. Holt,Taylor,4668,
1952,general,governor,REP,Rush D. Holt,Tucker,2417,
1952,general,governor,REP,Rush D. Holt,Tyler,3491,
1952,general,governor,REP,Rush D. Holt,Upshur,6023,
1952,general,governor,REP,Rush D. Holt,Wayne,7241,
1952,general,governor,REP,Rush D. Holt,Webster,2499,
1952,general,governor,REP,Rush D. Holt,Wetzel,4595,
1952,general,governor,REP,Rush D. Holt,Wirt,1502,
1952,general,governor,REP,Rush D. Holt,Wood,19913,
1952,general,governor,REP,Rush D. Holt,Wyoming,6244,
