year,election,office,party,candidate,county,votes,winner
1952,primary,U.S. Senator,REP,Chapman Revercomb,Totals,168383,TRUE
1952,primary,U.S. Senator,REP,Chapman Revercomb,Barbour,2117,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Berkeley,2235,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Boone,1349,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Braxton,1272,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Brooke,2422,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Cabell,6703,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Calhoun,615,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Clay,1135,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Doddridge,1337,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Fayette,4213,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Gilmer,523,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Grant,1513,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Greenbrier,2261,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Hampshire,336,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Hancock,3706,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Hardy,377,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Harrison,9954,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Jackson,2626,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Jefferson,584,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Kanawha,25408,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Lewis,3040,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Lincoln,1785,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Logan,2618,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Marion,6121,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Marshall,4721,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Mason,3063,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Mercer,4519,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Mineral,2240,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Mingo,1854,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Monongalia,5471,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Monroe,1268,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Morgan,1277,
1952,primary,U.S. Senator,REP,Chapman Revercomb,McDowell,3987,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Nicholas,1454,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Ohio,10032,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Pendleton,627,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Pleasants,834,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Pocahontas,1123,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Preston,3566,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Putnam,2052,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Raleigh,5542,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Randolph,1647,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Ritchie,2366,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Roane,2932,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Summers,1086,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Taylor,2005,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Tucker,1049,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Tyler,1636,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Upshur,2592,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Wayne,1985,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Webster,550,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Wetzel,1392,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Wirt,768,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Wood,8342,
1952,primary,U.S. Senator,REP,Chapman Revercomb,Wyoming,2153,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Totals,59259,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Barbour,212,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Berkeley,502,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Boone,1630,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Braxton,787,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Brooke,674,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Cabell,3364,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Calhoun,222,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Clay,328,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Doddridge,133,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Fayette,2207,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Gilmer,344,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Grant,68,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Greenbrier,1474,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Hampshire,323,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Hancock,842,
1952,primary,U.S. Senator,DEM,J. Hornor Davis,Hardy,395,
