year,election,office,party,candidate,county,votes,winner
1952,primary,Auditor,REP,E.R. Ball,Totals,76732,
1952,primary,Auditor,REP,E.R. Ball,Barbour,1309,
1952,primary,Auditor,REP,E.R. Ball,Berkeley,1129,
1952,primary,Auditor,REP,E.R. Ball,Boone,869,
1952,primary,Auditor,REP,E.R. Ball,Braxton,584,
1952,primary,Auditor,REP,E.R. Ball,Brooke,1247,
1952,primary,Auditor,REP,E.R. Ball,Cabell,2686,
1952,primary,Auditor,REP,E.R. Ball,Calhoun,221,
1952,primary,Auditor,REP,E.R. Ball,Clay,539,
1952,primary,Auditor,REP,E.R. Ball,Doddridge,592,
1952,primary,Auditor,REP,E.R. Ball,Fayette,2053,
1952,primary,Auditor,REP,E.R. Ball,Gilmer,236,
1952,primary,Auditor,REP,E.R. Ball,Grant,623,
1952,primary,Auditor,REP,E.R. Ball,Greenbrier,942,
1952,primary,Auditor,REP,E.R. Ball,Hampshire,150,
1952,primary,Auditor,REP,E.R. Ball,Hancock,1855,
1952,primary,Auditor,REP,E.R. Ball,Hardy,174,
1952,primary,Auditor,REP,E.R. Ball,Harrison,4547,
1952,primary,Auditor,REP,E.R. Ball,Jackson,1327,
1952,primary,Auditor,REP,E.R. Ball,Jefferson,307,
1952,primary,Auditor,REP,E.R. Ball,Kanawha,9101,
1952,primary,Auditor,REP,E.R. Ball,Lewis,1562,
1952,primary,Auditor,REP,E.R. Ball,Lincoln,1083,
1952,primary,Auditor,REP,E.R. Ball,Logan,2187,
1952,primary,Auditor,REP,E.R. Ball,Marion,3323,
1952,primary,Auditor,REP,E.R. Ball,Marshall,2406,
1952,primary,Auditor,REP,E.R. Ball,Mason,802,
1952,primary,Auditor,REP,E.R. Ball,Mercer,2303,
1952,primary,Auditor,REP,E.R. Ball,Mineral,1106,
1952,primary,Auditor,REP,E.R. Ball,Mingo,1036,
1952,primary,Auditor,REP,E.R. Ball,Monongalia,2733,
1952,primary,Auditor,REP,E.R. Ball,Monroe,632,
1952,primary,Auditor,REP,E.R. Ball,Morgan,753,
1952,primary,Auditor,REP,E.R. Ball,McDowell,1950,
1952,primary,Auditor,REP,E.R. Ball,Nicholas,517,
1952,primary,Auditor,REP,E.R. Ball,Ohio,5249,
1952,primary,Auditor,REP,E.R. Ball,Pendleton,382,
1952,primary,Auditor,REP,E.R. Ball,Pleasants,396,
1952,primary,Auditor,REP,E.R. Ball,Pocahontas,556,
1952,primary,Auditor,REP,E.R. Ball,Preston,2075,
1952,primary,Auditor,REP,E.R. Ball,Putnam,656,
1952,primary,Auditor,REP,E.R. Ball,Raleigh,2041,
1952,primary,Auditor,REP,E.R. Ball,Randolph,743,
1952,primary,Auditor,REP,E.R. Ball,Ritchie,1102,
1952,primary,Auditor,REP,E.R. Ball,Roane,596,
1952,primary,Auditor,REP,E.R. Ball,Summers,487,
1952,primary,Auditor,REP,E.R. Ball,Taylor,1036,
1952,primary,Auditor,REP,E.R. Ball,Tucker,578,
1952,primary,Auditor,REP,E.R. Ball,Tyler,924,
1952,primary,Auditor,REP,E.R. Ball,Upshur,1070,
1952,primary,Auditor,REP,E.R. Ball,Wayne,850,
1952,primary,Auditor,REP,E.R. Ball,Webster,238,
1952,primary,Auditor,REP,E.R. Ball,Wetzel,768,
1952,primary,Auditor,REP,E.R. Ball,Wirt,211,
1952,primary,Auditor,REP,E.R. Ball,Wood,2801,
1952,primary,Auditor,REP,E.R. Ball,Wyoming,1089,
1952,primary,Auditor,REP,Brad Sayre,Totals,98376,TRUE
1952,primary,Auditor,REP,Brad Sayre,Barbour,1111,
1952,primary,Auditor,REP,Brad Sayre,Berkeley,1013,
1952,primary,Auditor,REP,Brad Sayre,Boone,527,
1952,primary,Auditor,REP,Brad Sayre,Braxton,761,
1952,primary,Auditor,REP,Brad Sayre,Brooke,1384,
1952,primary,Auditor,REP,Brad Sayre,Cabell,3317,
1952,primary,Auditor,REP,Brad Sayre,Calhoun,406,
1952,primary,Auditor,REP,Brad Sayre,Clay,716,
1952,primary,Auditor,REP,Brad Sayre,Doddridge,911,
1952,primary,Auditor,REP,Brad Sayre,Fayette,2449,
1952,primary,Auditor,REP,Brad Sayre,Gilmer,324,
1952,primary,Auditor,REP,Brad Sayre,Grant,755,
1952,primary,Auditor,REP,Brad Sayre,Greenbrier,1167,
1952,primary,Auditor,REP,Brad Sayre,Hampshire,177,
1952,primary,Auditor,REP,Brad Sayre,Hancock,2161,
1952,primary,Auditor,REP,Brad Sayre,Hardy,157,
1952,primary,Auditor,REP,Brad Sayre,Harrison,5527,
1952,primary,Auditor,REP,Brad Sayre,Jackson,2065,
1952,primary,Auditor,REP,Brad Sayre,Jefferson,228,
1952,primary,Auditor,REP,Brad Sayre,Kanawha,17627,
1952,primary,Auditor,REP,Brad Sayre,Lewis,1705,
1952,primary,Auditor,REP,Brad Sayre,Lincoln,755,
1952,primary,Auditor,REP,Brad Sayre,Logan,805,
1952,primary,Auditor,REP,Brad Sayre,Marion,3127,
1952,primary,Auditor,REP,Brad Sayre,Marshall,2314,
1952,primary,Auditor,REP,Brad Sayre,Mason,2917,
1952,primary,Auditor,REP,Brad Sayre,Mercer,2120,
1952,primary,Auditor,REP,Brad Sayre,Mineral,1163,
1952,primary,Auditor,REP,Brad Sayre,Mingo,939,
1952,primary,Auditor,REP,Brad Sayre,Monongalia,3274,
1952,primary,Auditor,REP,Brad Sayre,Monroe,719,
1952,primary,Auditor,REP,Brad Sayre,Morgan,452,
1952,primary,Auditor,REP,Brad Sayre,McDowell,1747,
1952,primary,Auditor,REP,Brad Sayre,Nicholas,867,
1952,primary,Auditor,REP,Brad Sayre,Ohio,4868,
1952,primary,Auditor,REP,Brad Sayre,Pendleton,215,
1952,primary,Auditor,REP,Brad Sayre,Pleasants,551,
1952,primary,Auditor,REP,Brad Sayre,Pocahontas,584,
1952,primary,Auditor,REP,Brad Sayre,Preston,1747,
1952,primary,Auditor,REP,Brad Sayre,Putnam,1550,
1952,primary,Auditor,REP,Brad Sayre,Raleigh,3668,
1952,primary,Auditor,REP,Brad Sayre,Randolph,896,
1952,primary,Auditor,REP,Brad Sayre,Ritchie,1417,
1952,primary,Auditor,REP,Brad Sayre,Roane,1959,
1952,primary,Auditor,REP,Brad Sayre,Summers,525,
1952,primary,Auditor,REP,Brad Sayre,Taylor,1348,
1952,primary,Auditor,REP,Brad Sayre,Tucker,505,
1952,primary,Auditor,REP,Brad Sayre,Tyler,905,
