year,election,office,party,candidate,county,votes,winner
1952,primary,President,REP,Harold E. Stassen,Totals,38251,
1952,primary,President,REP,Harold E. Stassen,Barbour,474,
1952,primary,President,REP,Harold E. Stassen,Berkeley,242,
1952,primary,President,REP,Harold E. Stassen,Boone,390,
1952,primary,President,REP,Harold E. Stassen,Braxton,183,
1952,primary,President,REP,Harold E. Stassen,Brooke,877,
1952,primary,President,REP,Harold E. Stassen,Cabell,2228,
1952,primary,President,REP,Harold E. Stassen,Calhoun,97,
1952,primary,President,REP,Harold E. Stassen,Clay,165,
1952,primary,President,REP,Harold E. Stassen,Doddridge,245,
1952,primary,President,REP,Harold E. Stassen,Fayette,1355,
1952,primary,President,REP,Harold E. Stassen,Gilmer,66,
1952,primary,President,REP,Harold E. Stassen,Grant,1983,
1952,primary,President,REP,Harold E. Stassen,Greenbrier,393,
1952,primary,President,REP,Harold E. Stassen,Hampshire,74,
1952,primary,President,REP,Harold E. Stassen,Hancock,1589,
1952,primary,President,REP,Harold E. Stassen,Hardy,60,
1952,primary,President,REP,Harold E. Stassen,Harrison,2371,
1952,primary,President,REP,Harold E. Stassen,Jackson,300,
1952,primary,President,REP,Harold E. Stassen,Jefferson,110,
1952,primary,President,REP,Harold E. Stassen,Kanawha,4201,
1952,primary,President,REP,Harold E. Stassen,Lewis,434,
1952,primary,President,REP,Harold E. Stassen,Lincoln,357,
1952,primary,President,REP,Harold E. Stassen,Logan,682,
1952,primary,President,REP,Harold E. Stassen,Marion,1057,
1952,primary,President,REP,Harold E. Stassen,Marshall,1158,
1952,primary,President,REP,Harold E. Stassen,Mason,535,
1952,primary,President,REP,Harold E. Stassen,Mercer,913,
1952,primary,President,REP,Harold E. Stassen,Mineral,595,
1952,primary,President,REP,Harold E. Stassen,Mingo,456,
1952,primary,President,REP,Harold E. Stassen,Monongalia,1384,
1952,primary,President,REP,Harold E. Stassen,Monroe,154,
1952,primary,President,REP,Harold E. Stassen,Morgan,235,
1952,primary,President,REP,Harold E. Stassen,McDowell,1186,
1952,primary,President,REP,Harold E. Stassen,Nicholas,312,
1952,primary,President,REP,Harold E. Stassen,Ohio,2015,
1952,primary,President,REP,Harold E. Stassen,Pendleton,51,
1952,primary,President,REP,Harold E. Stassen,Pleasants,124,
1952,primary,President,REP,Harold E. Stassen,Pocahontas,341,
1952,primary,President,REP,Harold E. Stassen,Preston,1024,
1952,primary,President,REP,Harold E. Stassen,Putnam,405,
1952,primary,President,REP,Harold E. Stassen,Raleigh,1778,
1952,primary,President,REP,Harold E. Stassen,Randolph,219,
1952,primary,President,REP,Harold E. Stassen,Ritchie,310,
1952,primary,President,REP,Harold E. Stassen,Roane,318,
1952,primary,President,REP,Harold E. Stassen,Summers,162,
