year,election,office,party,candidate,county,votes,winner
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Totals,465948,TRUE
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Barbour,4594,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Berkeley,7460,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Boone,8159,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Braxton,4445,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Brooke,7472,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Cabell,22014,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Calhoun,2179,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Clay,2739,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Doddridge,1105,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Fayette,22494,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Gilmer,2395,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Grant,699,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Greenbrier,8386,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Hampshire,2567,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Hancock,9456,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Hardy,2508,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Harrison,22606,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Jackson,2634,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Jefferson,4259,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Kanawha,56644,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Lewis,3838,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Lincoln,5077,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Logan,19308,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Marion,22141,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Marshall,8653,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Mason,3879,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Mercer,17510,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Mineral,4601,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Mingo,12960,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Monongalia,14073,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Monroe,2950,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Morgan,1113,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,McDowell,24451,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Nicholas,5768,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Ohio,16914,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Pendleton,2033,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Pleasants,1695,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Pocahontas,2807,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Preston,4431,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Putnam,4819,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Raleigh,22621,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Randolph,7277,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Ritchie,1746,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Roane,3661,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Summers,4362,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Taylor,3979,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Tucker,2549,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Tyler,1558,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Upshur,2360,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Wayne,8621,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Webster,3778,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Wetzel,4597,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Wirt,1088,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Wood,14846,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,Frank C. Haymond,Wyoming,9069,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Totals,450404,TRUE
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Barbour,4439,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Berkeley,7372,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Boone,8105,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Braxton,4370,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Brooke,7191,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Cabell,23831,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Calhoun,2118,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Clay,2688,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Doddridge,1046,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Fayette,22362,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Gilmer,2222,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Grant,675,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Greenbrier,8255,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Hampshire,2470,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Hancock,9067,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Hardy,2484,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Harrison,21012,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Jackson,2641,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Jefferson,4224,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Kanawha,54835,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Lewis,3338,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Lincoln,5076,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Logan,19278,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Marion,20296,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Marshall,8329,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Mason,3896,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Mercer,17167,
1952,general,Judge of the Supreme Court of Appeals (full term),DEM,W.T. Lovins,Mineral,4487,
