year,election,office,party,candidate,county,votes,winner
1952,primary,State Superintendent of Schools,REP,Ernest John,Totals,42928,
1952,primary,State Superintendent of Schools,REP,Ernest John,Barbour,358,
1952,primary,State Superintendent of Schools,REP,Ernest John,Berkeley,431,
1952,primary,State Superintendent of Schools,REP,Ernest John,Boone,204,
1952,primary,State Superintendent of Schools,REP,Ernest John,Braxton,300,
1952,primary,State Superintendent of Schools,REP,Ernest John,Brooke,1807,
1952,primary,State Superintendent of Schools,REP,Ernest John,Cabell,1073,
1952,primary,State Superintendent of Schools,REP,Ernest John,Calhoun,140,
1952,primary,State Superintendent of Schools,REP,Ernest John,Clay,280,
1952,primary,State Superintendent of Schools,REP,Ernest John,Doddridge,369,
1952,primary,State Superintendent of Schools,REP,Ernest John,Fayette,825,
1952,primary,State Superintendent of Schools,REP,Ernest John,Gilmer,151,
1952,primary,State Superintendent of Schools,REP,Ernest John,Grant,333,
1952,primary,State Superintendent of Schools,REP,Ernest John,Greenbrier,382,
1952,primary,State Superintendent of Schools,REP,Ernest John,Hampshire,98,
1952,primary,State Superintendent of Schools,REP,Ernest John,Hancock,4067,
1952,primary,State Superintendent of Schools,REP,Ernest John,Hardy,66,
1952,primary,State Superintendent of Schools,REP,Ernest John,Harrison,2133,
1952,primary,State Superintendent of Schools,REP,Ernest John,Jackson,468,
1952,primary,State Superintendent of Schools,REP,Ernest John,Jefferson,122,
1952,primary,State Superintendent of Schools,REP,Ernest John,Kanawha,3834,
1952,primary,State Superintendent of Schools,REP,Ernest John,Lewis,1462,
1952,primary,State Superintendent of Schools,REP,Ernest John,Lincoln,235,
1952,primary,State Superintendent of Schools,REP,Ernest John,Logan,662,
1952,primary,State Superintendent of Schools,REP,Ernest John,Marion,1400,
1952,primary,State Superintendent of Schools,REP,Ernest John,Marshall,1844,
1952,primary,State Superintendent of Schools,REP,Ernest John,Mason,315,
1952,primary,State Superintendent of Schools,REP,Ernest John,Mercer,936,
1952,primary,State Superintendent of Schools,REP,Ernest John,Mineral,461,
1952,primary,State Superintendent of Schools,REP,Ernest John,Mingo,511,
1952,primary,State Superintendent of Schools,REP,Ernest John,Monongalia,1767,
1952,primary,State Superintendent of Schools,REP,Ernest John,Monroe,200,
1952,primary,State Superintendent of Schools,REP,Ernest John,Morgan,277,
1952,primary,State Superintendent of Schools,REP,Ernest John,McDowell,922,
1952,primary,State Superintendent of Schools,REP,Ernest John,Nicholas,261,
1952,primary,State Superintendent of Schools,REP,Ernest John,Ohio,4784,
1952,primary,State Superintendent of Schools,REP,Ernest John,Pendleton,73,
1952,primary,State Superintendent of Schools,REP,Ernest John,Pleasants,214,
1952,primary,State Superintendent of Schools,REP,Ernest John,Pocahontas,233,
1952,primary,State Superintendent of Schools,REP,Ernest John,Preston,734,
1952,primary,State Superintendent of Schools,REP,Ernest John,Putnam,376,
1952,primary,State Superintendent of Schools,REP,Ernest John,Raleigh,882,
1952,primary,State Superintendent of Schools,REP,Ernest John,Randolph,290,
1952,primary,State Superintendent of Schools,REP,Ernest John,Ritchie,581,
1952,primary,State Superintendent of Schools,REP,Ernest John,Roane,613,
1952,primary,State Superintendent of Schools,REP,Ernest John,Summers,185,
1952,primary,State Superintendent of Schools,REP,Ernest John,Taylor,463,
1952,primary,State Superintendent of Schools,REP,Ernest John,Tucker,245,
1952,primary,State Superintendent of Schools,REP,Ernest John,Tyler,660,
1952,primary,State Superintendent of Schools,REP,Ernest John,Upshur,774,
1952,primary,State Superintendent of Schools,REP,Ernest John,Wayne,327,
1952,primary,State Superintendent of Schools,REP,Ernest John,Webster,185,
1952,primary,State Superintendent of Schools,REP,Ernest John,Wetzel,526,
1952,primary,State Superintendent of Schools,REP,Ernest John,Wirt,134,
1952,primary,State Superintendent of Schools,REP,Ernest John,Wood,1572,
1952,primary,State Superintendent of Schools,REP,Ernest John,Wyoming,383,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Totals,146266,TRUE
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Barbour,2291,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Berkeley,1806,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Boone,1192,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Braxton,1128,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Brooke,1160,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Cabell,5869,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Calhoun,538,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Clay,1010,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Doddridge,1250,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Fayette,3886,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Gilmer,472,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Grant,1433,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Greenbrier,1890,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Hampshire,272,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Hancock,801,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Hardy,333,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Harrison,8558,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Jackson,2669,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Jefferson,458,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Kanawha,23478,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Lewis,2136,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Lincoln,1772,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Logan,2454,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Marion,5393,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Marshall,3464,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Mason,3576,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Mercer,3825,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Mineral,2151,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Mingo,1573,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Monongalia,4789,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Monroe,1233,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Morgan,1109,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,McDowell,3205,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Nicholas,1263,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Ohio,6445,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Pendleton,600,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Pleasants,686,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Pocahontas,1017,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Preston,4216,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Putnam,2004,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Raleigh,5309,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Randolph,1424,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Ritchie,2147,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Roane,2128,
1952,primary,State Superintendent of Schools,REP,Kenneth W. Shaffer,Summers,945,
