year,election,office,party,candidate,county,votes,winner
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Totals,466164,TRUE
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Barbour,4610,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Berkeley,7513,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Boone,8236,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Braxton,4397,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Brooke,7513,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Cabell,23136,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Calhoun,2140,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Clay,2752,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Doddridge,1061,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Fayette,22554,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Gilmer,2400,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Grant,735,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Greenbrier,8393,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Hampshire,2949,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Hancock,9481,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Hardy,2622,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Harrison,21541,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Jackson,2699,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Jefferson,4307,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Kanawha,58224,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Lewis,3673,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Lincoln,5102,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Logan,19487,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Marion,20121,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Marshall,8645,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Mason,3935,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Mercer,17570,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Mineral,4909,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Mingo,13044,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Monongalia,13555,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Monroe,2941,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Morgan,1175,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",McDowell,24639,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Nicholas,5677,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Ohio,16801,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Pendleton,2078,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Pleasants,1684,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Pocahontas,2817,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Preston,4342,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Putnam,4604,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Raleigh,22519,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Randolph,7175,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Ritchie,1747,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Roane,3685,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Summers,4475,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Taylor,3878,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Tucker,2563,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Tyler,1550,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Upshur,2385,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Wayne,8711,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Webster,3781,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Wetzel,4495,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Wirt,1089,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Wood,14949,
1952,general,State Treasurer,DEM,"William H. Ansel, Jr.",Wyoming,9100,
1952,general,State Treasurer,REP,Hal F. Morris,Totals,393851,
1952,general,State Treasurer,REP,Hal F. Morris,Barbour,4300,
1952,general,State Treasurer,REP,Hal F. Morris,Berkeley,7475,
1952,general,State Treasurer,REP,Hal F. Morris,Boone,3891,
1952,general,State Treasurer,REP,Hal F. Morris,Braxton,3187,
1952,general,State Treasurer,REP,Hal F. Morris,Brooke,4849,
1952,general,State Treasurer,REP,Hal F. Morris,Cabell,25862,
1952,general,State Treasurer,REP,Hal F. Morris,Calhoun,2012,
1952,general,State Treasurer,REP,Hal F. Morris,Clay,2542,
1952,general,State Treasurer,REP,Hal F. Morris,Doddridge,2684,
1952,general,State Treasurer,REP,Hal F. Morris,Fayette,8669,
1952,general,State Treasurer,REP,Hal F. Morris,Gilmer,1585,
1952,general,State Treasurer,REP,Hal F. Morris,Grant,3128,
1952,general,State Treasurer,REP,Hal F. Morris,Greenbrier,6744,
1952,general,State Treasurer,REP,Hal F. Morris,Hampshire,1790,
1952,general,State Treasurer,REP,Hal F. Morris,Hancock,6399,
1952,general,State Treasurer,REP,Hal F. Morris,Hardy,1727,
1952,general,State Treasurer,REP,Hal F. Morris,Harrison,19690,
1952,general,State Treasurer,REP,Hal F. Morris,Jackson,4668,
1952,general,State Treasurer,REP,Hal F. Morris,Jefferson,2604,
1952,general,State Treasurer,REP,Hal F. Morris,Kanawha,52499,
1952,general,State Treasurer,REP,Hal F. Morris,Lewis,5639,
1952,general,State Treasurer,REP,Hal F. Morris,Lincoln,4745,
1952,general,State Treasurer,REP,Hal F. Morris,Logan,8601,
1952,general,State Treasurer,REP,Hal F. Morris,Marion,14025,
1952,general,State Treasurer,REP,Hal F. Morris,Marshall,8994,
1952,general,State Treasurer,REP,Hal F. Morris,Mason,5822,
