year,election,office,party,district,candidate,county,votes,winner
1952,general,State Senate,REP,11,Joseph R. Skaggs,Fayette,9000,
1952,general,State Senate,REP,11,Joseph R. Skaggs,Greenbrier,6545,
1952,general,State Senate,DEM,12,Fred C. Allen,Totals,25640,TRUE
1952,general,State Senate,DEM,12,Fred C. Allen,Braxton,4320,
1952,general,State Senate,DEM,12,Fred C. Allen,Nicholas,5674,
1952,general,State Senate,DEM,12,Fred C. Allen,Pendleton,2111,
1952,general,State Senate,DEM,12,Fred C. Allen,Pocahontas,2939,
1952,general,State Senate,DEM,12,Fred C. Allen,Randolph,7319,
1952,general,State Senate,DEM,12,Fred C. Allen,Webster,3277,
1952,general,State Senate,REP,12,H. Ward Cooper,Totals,19562,
1952,general,State Senate,REP,12,H. Ward Cooper,Braxton,3307,
1952,general,State Senate,REP,12,H. Ward Cooper,Nicholas,4238,
1952,general,State Senate,REP,12,H. Ward Cooper,Pendleton,1732,
1952,general,State Senate,REP,12,H. Ward Cooper,Pocahontas,2636,
1952,general,State Senate,REP,12,H. Ward Cooper,Randolph,4937,
1952,general,State Senate,REP,12,H. Ward Cooper,Webster,2712,
1952,general,State Senate,DEM,13,"Hunter M. Bennett, Jr.",Totals,26657,
1952,general,State Senate,DEM,13,"Hunter M. Bennett, Jr.",Gilmer,2303,
1952,general,State Senate,DEM,13,"Hunter M. Bennett, Jr.",Harrison,21280,
1952,general,State Senate,DEM,13,"Hunter M. Bennett, Jr.",Lewis,3074,
1952,general,State Senate,REP,13,Dr. Raymond J. Vassar,Totals,28268,TRUE
1952,general,State Senate,REP,13,Dr. Raymond J. Vassar,Gilmer,1755,
1952,general,State Senate,REP,13,Dr. Raymond J. Vassar,Harrison,19964,
1952,general,State Senate,REP,13,Dr. Raymond J. Vassar,Lewis,6549,
1952,general,State Senate,DEM,14,O.G. (Oley) Hedrick,Totals,32883,TRUE
1952,general,State Senate,DEM,14,O.G. (Oley) Hedrick,Marion,19321,
1952,general,State Senate,DEM,14,O.G. (Oley) Hedrick,Monongalia,13562,
1952,general,State Senate,REP,14,John F. Barr,Totals,27554,
1952,general,State Senate,REP,14,John F. Barr,Marion,15237,
1952,general,State Senate,REP,14,John F. Barr,Monongalia,12317,
1952,general,State Senate,REP,15,A.L. Reed,Totals,29241,
1952,general,State Senate,REP,15,A.L. Reed,Barbour,4550,
1952,general,State Senate,REP,15,A.L. Reed,Grant,3283,
1952,general,State Senate,REP,15,A.L. Reed,Preston,8146,
1952,general,State Senate,REP,15,A.L. Reed,Taylor,5054,
1952,general,State Senate,REP,15,A.L. Reed,Tucker,2243,
1952,general,State Senate,REP,15,A.L. Reed,Upshur,5965,
1952,general,State Senate,DEM,16,Ralph J. Bean,Totals,23831,TRUE
1952,general,State Senate,DEM,16,Ralph J. Bean,Berkeley,7517,
1952,general,State Senate,DEM,16,Ralph J. Bean,Hampshire,2823,
1952,general,State Senate,DEM,16,Ralph J. Bean,Hardy,3018,
1952,general,State Senate,DEM,16,Ralph J. Bean,Jefferson,4219,
1952,general,State Senate,DEM,16,Ralph J. Bean,Mineral,5046,
1952,general,State Senate,DEM,16,Ralph J. Bean,Morgan,1208,
1952,general,State Senate,REP,16,Donald M. Eyster,Totals,21369,
1952,general,State Senate,REP,16,Donald M. Eyster,Berkeley,7510,
1952,general,State Senate,REP,16,Donald M. Eyster,Hampshire,1833,
1952,general,State Senate,REP,16,Donald M. Eyster,Hardy,1448,
1952,general,State Senate,REP,16,Donald M. Eyster,Jefferson,2939,
1952,general,State Senate,REP,16,Donald M. Eyster,Mineral,5027,
1952,general,State Senate,REP,16,Donald M. Eyster,Morgan,2612,
