year,election,office,party,candidate,county,votes,winner
1952,general,House of Delegates,DEM,Karl Wince,Barbour,4298,
1952,general,House of Delegates,REP,G.F. “Frank” Row,Barbour,4617,TRUE
1952,general,House of Delegates,DEM,Stewart A. Wright,Berkeley,7600,TRUE
1952,general,House of Delegates,REP,Rev. Charles Beard,Berkeley,7557,
1952,general,House of Delegates,DEM,E.E. White,Boone,8265,TRUE
1952,general,House of Delegates,REP,"Harry L. Greene, Jr.",Boone,3974,
1952,general,House of Delegates,DEM,Doyle F. McLaughlin,Braxton,4075,TRUE
1952,general,House of Delegates,REP,John Pierson,Braxton,3719,
1952,general,House of Delegates,DEM,W.R. Curtis,Brooke,7500,TRUE
1952,general,House of Delegates,REP,Frank W. Grubbs,Brooke,4947,
1952,general,House of Delegates,DEM,Mike Casey,Cabell,23340,
1952,general,House of Delegates,DEM,Dr. R.C. Curry,Cabell,23452,
1952,general,House of Delegates,DEM,Andrew K. Faller,Cabell,23080,
1952,general,House of Delegates,DEM,Robert G. Gentry,Cabell,23356,
1952,general,House of Delegates,DEM,Carney M. Layne,Cabell,23465,
1952,general,House of Delegates,REP,David M. Baker,Cabell,25622,TRUE
1952,general,House of Delegates,REP,J. Shelby Christian,Cabell,25356,TRUE
1952,general,House of Delegates,REP,T.E. “Tom” Holderby,Cabell,26119,TRUE
1952,general,House of Delegates,REP,T.E. “Tom” Miller,Cabell,24836,TRUE
1952,general,House of Delegates,REP,G.Y. Neal,Cabell,25748,TRUE
1952,general,House of Delegates,DEM,Dan Yoak,Calhoun,2325,TRUE
1952,general,House of Delegates,DEM,Sylvester Mullins,Clay,2729,TRUE
1952,general,House of Delegates,REP,E.G. Pierson,Clay,2639,
1952,general,House of Delegates,REP,Clay D. Hammond,Doddridge,2814,TRUE
1952,general,House of Delegates,DEM,"Hobert Booth, Jr.",Fayette,22234,TRUE
1952,general,House of Delegates,DEM,P.H. (Doc) Kelly,Fayette,22728,TRUE
1952,general,House of Delegates,DEM,J. Alex Tinsley,Fayette,22182,TRUE
1952,general,House of Delegates,DEM,Nell W. Walker,Fayette,22289,TRUE
1952,general,House of Delegates,REP,J.W. (Jim) Ayres,Fayette,8929,
1952,general,House of Delegates,REP,M.E. (Buck) Hamblin,Fayette,8450,
1952,general,House of Delegates,REP,C.F. Newman,Fayette,8390,
1952,general,House of Delegates,REP,Dave Tamplin,Fayette,8698,
1952,general,House of Delegates,DEM,Jack V. Stalnaker,Gilmer,2597,TRUE
1952,general,House of Delegates,REP,George Wallis Miller,Gilmer,1471,
1952,general,House of Delegates,REP,Ralph P. Welton,Grant,3339,TRUE
1952,general,House of Delegates,DEM,John A. Lile,Greenbrier,8635,TRUE
1952,general,House of Delegates,DEM,Lester W. (Doc.) Watts,Greenbrier,8721,TRUE
1952,general,House of Delegates,REP,Merle L. Jones,Greenbrier,6188,
1952,general,House of Delegates,REP,"W.E. (Bill) Blake, III",Greenbrier,6554,
1952,general,House of Delegates,DEM,W.L. Thompson,Hampshire,2694,TRUE
1952,general,House of Delegates,REP,Ben F. Slane,Hampshire,2142,
1952,general,House of Delegates,DEM,Richard Herron,Hancock,9531,TRUE
1952,general,House of Delegates,REP,Samuel Kusic,Hancock,6789,
1952,general,House of Delegates,DEM,James M. Miley,Hardy,2631,TRUE
1952,general,House of Delegates,DEM,Ralph A. Gawthrop,Harrison,20791,TRUE
1952,general,House of Delegates,DEM,"Frank J. Maxwell, Jr.",Harrison,21766,TRUE
1952,general,House of Delegates,DEM,"Fred H. Scanes, Jr.",Harrison,21127,TRUE
1952,general,House of Delegates,DEM,W. Guy Tetrick,Harrison,21917,TRUE
1952,general,House of Delegates,REP,J.C. “Jim” Burnside,Harrison,20156,
1952,general,House of Delegates,REP,Elmer H. Collins,Harrison,19071,
1952,general,House of Delegates,REP,Hobart M. Davis,Harrison,19297,
1952,general,House of Delegates,REP,Arthur J. Thompson,Harrison,18576,
1952,general,House of Delegates,DEM,Tracy T. Starcher,Jackson,2772,
1952,general,House of Delegates,REP,Vernon McCoy,Jackson,4638,TRUE
1952,general,House of Delegates,DEM,William P. C. Percy,Jefferson,4643,TRUE
1952,general,House of Delegates,DEM,"Pat Board, Jr.",Kanawha,57240,TRUE
1952,general,House of Delegates,DEM,Ivor F. Boiarsky,Kanawha,54537,
1952,general,House of Delegates,DEM,Martin C. Bowles,Kanawha,55676,TRUE
1952,general,House of Delegates,DEM,"W.T. Brotherton, Jr.",Kanawha,56508,TRUE
1952,general,House of Delegates,DEM,W.E. “Ned” Chilton,Kanawha,55398,TRUE
1952,general,House of Delegates,DEM,"J. Henry Francis, Jr.",Kanawha,56537,TRUE
1952,general,House of Delegates,DEM,John Lynn Goshorn,Kanawha,57676,TRUE
1952,general,House of Delegates,DEM,"Edward D. Knight, Jr.",Kanawha,56634,TRUE
1952,general,House of Delegates,DEM,James W. Loop,Kanawha,56005,TRUE
1952,general,House of Delegates,DEM,M.M. Maloney,Kanawha,53698,
1952,general,House of Delegates,DEM,"H.L. “Jack” Snyder, Jr.",Kanawha,55916,TRUE
1952,general,House of Delegates,REP,William F. Blue,Kanawha,55013,
1952,general,House of Delegates,REP,Lyell B. Clay,Kanawha,55123,
1952,general,House of Delegates,REP,Paul Heydrick,Kanawha,55299,TRUE
1952,general,House of Delegates,REP,"Tom L. Horn, Jr.",Kanawha,54232,
1952,general,House of Delegates,REP,Julius H. Love,Kanawha,53140,
1952,general,House of Delegates,REP,M.R. “Mack” Mathews,Kanawha,54530,
1952,general,House of Delegates,REP,William “Lefty” Moore,Kanawha,52683,
