county,precinct,office,district,candidate,party,votes
Webster,PRECINCT 2,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,54
Webster,PRECINCT 3,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,41
Webster,PRECINCT 4,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,26
Webster,PRECINCT 5,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,24
Webster,PRECINCT 8,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,23
Webster,PRECINCT 15,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,45
Webster,PRECINCT 18,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,24
Webster,PRECINCT 21,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,29
Webster,PRECINCT 22,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,28
Webster,PRECINCT 23,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,50
Webster,PRECINCT 24,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,35
Webster,PRECINCT 27,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,31
Webster,PRECINCT 2,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,68
Webster,PRECINCT 3,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,38
Webster,PRECINCT 4,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,55
Webster,PRECINCT 5,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,15
Webster,PRECINCT 8,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,26
Webster,PRECINCT 15,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,48
Webster,PRECINCT 18,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,12
Webster,PRECINCT 21,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,22
Webster,PRECINCT 22,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,26
Webster,PRECINCT 23,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,54
Webster,PRECINCT 24,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,32
Webster,PRECINCT 27,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,37
Webster,PRECINCT 2,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,3
Webster,PRECINCT 3,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,0
Webster,PRECINCT 4,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,1
Webster,PRECINCT 5,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,1
Webster,PRECINCT 8,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,4
Webster,PRECINCT 15,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,0
Webster,PRECINCT 18,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,0
Webster,PRECINCT 21,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,0
Webster,PRECINCT 22,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,0
Webster,PRECINCT 23,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,3
Webster,PRECINCT 24,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,0
Webster,PRECINCT 27,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,0
Webster,PRECINCT 2,U.S. House,1,CAROL MILLER,REP,36
Webster,PRECINCT 3,U.S. House,1,CAROL MILLER,REP,26
Webster,PRECINCT 4,U.S. House,1,CAROL MILLER,REP,14
Webster,PRECINCT 5,U.S. House,1,CAROL MILLER,REP,11
Webster,PRECINCT 8,U.S. House,1,CAROL MILLER,REP,14
Webster,PRECINCT 15,U.S. House,1,CAROL MILLER,REP,24
Webster,PRECINCT 18,U.S. House,1,CAROL MILLER,REP,13
Webster,PRECINCT 21,U.S. House,1,CAROL MILLER,REP,14
Webster,PRECINCT 22,U.S. House,1,CAROL MILLER,REP,19
Webster,PRECINCT 23,U.S. House,1,CAROL MILLER,REP,24
Webster,PRECINCT 24,U.S. House,1,CAROL MILLER,REP,19
Webster,PRECINCT 27,U.S. House,1,CAROL MILLER,REP,10
Webster,PRECINCT 2,U.S. House,1,ZANE LAWHORN,REP,0
Webster,PRECINCT 3,U.S. House,1,ZANE LAWHORN,REP,1
Webster,PRECINCT 4,U.S. House,1,ZANE LAWHORN,REP,1
Webster,PRECINCT 5,U.S. House,1,ZANE LAWHORN,REP,1
Webster,PRECINCT 8,U.S. House,1,ZANE LAWHORN,REP,0
Webster,PRECINCT 15,U.S. House,1,ZANE LAWHORN,REP,0
Webster,PRECINCT 18,U.S. House,1,ZANE LAWHORN,REP,0
Webster,PRECINCT 21,U.S. House,1,ZANE LAWHORN,REP,1
Webster,PRECINCT 22,U.S. House,1,ZANE LAWHORN,REP,0
Webster,PRECINCT 23,U.S. House,1,ZANE LAWHORN,REP,0
Webster,PRECINCT 24,U.S. House,1,ZANE LAWHORN,REP,0
Webster,PRECINCT 27,U.S. House,1,ZANE LAWHORN,REP,4
Webster,PRECINCT 2,U.S. House,1,KENT STEVENS,REP,1
Webster,PRECINCT 3,U.S. House,1,KENT STEVENS,REP,1
Webster,PRECINCT 4,U.S. House,1,KENT STEVENS,REP,1
Webster,PRECINCT 5,U.S. House,1,KENT STEVENS,REP,0
Webster,PRECINCT 8,U.S. House,1,KENT STEVENS,REP,3
Webster,PRECINCT 15,U.S. House,1,KENT STEVENS,REP,2
Webster,PRECINCT 18,U.S. House,1,KENT STEVENS,REP,0
Webster,PRECINCT 21,U.S. House,1,KENT STEVENS,REP,0
Webster,PRECINCT 22,U.S. House,1,KENT STEVENS,REP,0
Webster,PRECINCT 23,U.S. House,1,KENT STEVENS,REP,2
Webster,PRECINCT 24,U.S. House,1,KENT STEVENS,REP,0
Webster,PRECINCT 27,U.S. House,1,KENT STEVENS,REP,0
Webster,PRECINCT 2,U.S. House,1,SCOTT FULLER,REP,0
Webster,PRECINCT 3,U.S. House,1,SCOTT FULLER,REP,0
Webster,PRECINCT 4,U.S. House,1,SCOTT FULLER,REP,4
Webster,PRECINCT 5,U.S. House,1,SCOTT FULLER,REP,0
Webster,PRECINCT 8,U.S. House,1,SCOTT FULLER,REP,2
Webster,PRECINCT 15,U.S. House,1,SCOTT FULLER,REP,3
Webster,PRECINCT 18,U.S. House,1,SCOTT FULLER,REP,0
Webster,PRECINCT 21,U.S. House,1,SCOTT FULLER,REP,0
Webster,PRECINCT 22,U.S. House,1,SCOTT FULLER,REP,0
Webster,PRECINCT 23,U.S. House,1,SCOTT FULLER,REP,1
Webster,PRECINCT 24,U.S. House,1,SCOTT FULLER,REP,0
Webster,PRECINCT 27,U.S. House,1,SCOTT FULLER,REP,0
Webster,PRECINCT 2,U.S. House,1,JAMES EDWIN HOUSER,REP,15
Webster,PRECINCT 3,U.S. House,1,JAMES EDWIN HOUSER,REP,10
Webster,PRECINCT 4,U.S. House,1,JAMES EDWIN HOUSER,REP,3
Webster,PRECINCT 5,U.S. House,1,JAMES EDWIN HOUSER,REP,8
Webster,PRECINCT 8,U.S. House,1,JAMES EDWIN HOUSER,REP,3
Webster,PRECINCT 15,U.S. House,1,JAMES EDWIN HOUSER,REP,15
Webster,PRECINCT 18,U.S. House,1,JAMES EDWIN HOUSER,REP,10
Webster,PRECINCT 21,U.S. House,1,JAMES EDWIN HOUSER,REP,12
Webster,PRECINCT 22,U.S. House,1,JAMES EDWIN HOUSER,REP,7
Webster,PRECINCT 23,U.S. House,1,JAMES EDWIN HOUSER,REP,21
Webster,PRECINCT 24,U.S. House,1,JAMES EDWIN HOUSER,REP,13
Webster,PRECINCT 27,U.S. House,1,JAMES EDWIN HOUSER,REP,12
Webster,PRECINCT 2,State Senate,11,BILL HAMILTON,REP,44
Webster,PRECINCT 3,State Senate,11,BILL HAMILTON,REP,31
Webster,PRECINCT 4,State Senate,11,BILL HAMILTON,REP,22
Webster,PRECINCT 5,State Senate,11,BILL HAMILTON,REP,19
Webster,PRECINCT 8,State Senate,11,BILL HAMILTON,REP,20
Webster,PRECINCT 15,State Senate,11,BILL HAMILTON,REP,33
Webster,PRECINCT 18,State Senate,11,BILL HAMILTON,REP,17
Webster,PRECINCT 21,State Senate,11,BILL HAMILTON,REP,22
Webster,PRECINCT 22,State Senate,11,BILL HAMILTON,REP,24
Webster,PRECINCT 23,State Senate,11,BILL HAMILTON,REP,43
Webster,PRECINCT 24,State Senate,11,BILL HAMILTON,REP,33
Webster,PRECINCT 27,State Senate,11,BILL HAMILTON,REP,20
Webster,PRECINCT 2,State House,48,CALEB L. HANNA,REP,49
Webster,PRECINCT 3,State House,48,CALEB L. HANNA,REP,30
Webster,PRECINCT 4,State House,48,CALEB L. HANNA,REP,23
Webster,PRECINCT 5,State House,48,CALEB L. HANNA,REP,17
Webster,PRECINCT 8,State House,48,CALEB L. HANNA,REP,20
Webster,PRECINCT 15,State House,48,CALEB L. HANNA,REP,31
Webster,PRECINCT 18,State House,48,CALEB L. HANNA,REP,21
