year,election,office,party,candidate,county,votes,winner
1956,general,Treasurer,DEM,Orel J. Skeen,Totals,402159,TRUE
1956,general,Treasurer,DEM,Orel J. Skeen,Barbour,3664,
1956,general,Treasurer,DEM,Orel J. Skeen,Berkeley,6156,
1956,general,Treasurer,DEM,Orel J. Skeen,Boone,8321,
1956,general,Treasurer,DEM,Orel J. Skeen,Braxton,4008,
1956,general,Treasurer,DEM,Orel J. Skeen,Brooke,7362,
1956,general,Treasurer,DEM,Orel J. Skeen,Cabell,19533,
1956,general,Treasurer,DEM,Orel J. Skeen,Calhoun,2064,
1956,general,Treasurer,DEM,Orel J. Skeen,Clay,2682,
1956,general,Treasurer,DEM,Orel J. Skeen,Doddridge,968,
1956,general,Treasurer,DEM,Orel J. Skeen,Fayette,16962,
1956,general,Treasurer,DEM,Orel J. Skeen,Gilmer,2086,
1956,general,Treasurer,DEM,Orel J. Skeen,Grant,605,
1956,general,Treasurer,DEM,Orel J. Skeen,Greenbrier,6977,
1956,general,Treasurer,DEM,Orel J. Skeen,Hampshire,2366,
1956,general,Treasurer,DEM,Orel J. Skeen,Hancock,9678,
1956,general,Treasurer,DEM,Orel J. Skeen,Hardy,2212,
1956,general,Treasurer,DEM,Orel J. Skeen,Harrison,18595,
1956,general,Treasurer,DEM,Orel J. Skeen,Jackson,3134,
1956,general,Treasurer,DEM,Orel J. Skeen,Jefferson,3485,
1956,general,Treasurer,DEM,Orel J. Skeen,Kanawha,52966,
1956,general,Treasurer,DEM,Orel J. Skeen,Lewis,3553,
1956,general,Treasurer,DEM,Orel J. Skeen,Lincoln,5045,
1956,general,Treasurer,DEM,Orel J. Skeen,Logan,15007,
1956,general,Treasurer,DEM,Orel J. Skeen,Marion,16813,
1956,general,Treasurer,DEM,Orel J. Skeen,Marshall,8601,
1956,general,Treasurer,DEM,Orel J. Skeen,Mason,3953,
1956,general,Treasurer,DEM,Orel J. Skeen,Mercer,14098,
1956,general,Treasurer,DEM,Orel J. Skeen,Mineral,3741,
1956,general,Treasurer,DEM,Orel J. Skeen,Mingo,10397,
1956,general,Treasurer,DEM,Orel J. Skeen,Monongalia,11437,
1956,general,Treasurer,DEM,Orel J. Skeen,Monroe,2859,
1956,general,Treasurer,DEM,Orel J. Skeen,Morgan,1027,
1956,general,Treasurer,DEM,Orel J. Skeen,McDowell,17510,
1956,general,Treasurer,DEM,Orel J. Skeen,Nicholas,5141,
1956,general,Treasurer,DEM,Orel J. Skeen,Ohio,15948,
1956,general,Treasurer,DEM,Orel J. Skeen,Pendleton,1955,
1956,general,Treasurer,DEM,Orel J. Skeen,Pleasants,1683,
1956,general,Treasurer,DEM,Orel J. Skeen,Pocahontas,2612,
1956,general,Treasurer,DEM,Orel J. Skeen,Preston,3303,
1956,general,Treasurer,DEM,Orel J. Skeen,Putnam,4912,
1956,general,Treasurer,DEM,Orel J. Skeen,Raleigh,17314,
