year,election,office,party,candidate,county,votes,winner
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Totals,397183,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Barbour,3912,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Berkeley,6162,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Boone,7183,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Braxton,3902,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Brooke,7177,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Cabell,19108,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Calhoun,2040,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Clay,2634,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Doddridge,973,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Fayette,16533,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Gilmer,2044,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Grant,635,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Greenbrier,6829,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Hampshire,2403,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Hancock,9794,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Hardy,2245,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Harrison,19509,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Jackson,2665,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Jefferson,3466,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Kanawha,51411,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Lewis,3970,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Lincoln,5030,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Logan,15028,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Marion,17141,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Marshall,7913,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Mason,3819,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Mercer,14041,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Mineral,3841,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Mingo,10309,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Monongalia,11680,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Monroe,2815,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Morgan,1075,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,McDowell,17312,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Nicholas,5049,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Ohio,15176,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Pendleton,1965,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Pleasants,1641,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Pocahontas,2650,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Preston,3474,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Putnam,4675,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Raleigh,16374,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Randolph,5950,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Ritchie,1467,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Roane,3160,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Summers,3844,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Taylor,3389,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Tucker,2120,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Tyler,1372,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Upshur,2552,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Wayne,7772,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Webster,3109,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Wetzel,4129,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Wirt,1115,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Wood,14330,
1956,general,Secretary of State,DEM,D. Pitt O’Brien,Wyoming,7271,
1956,general,Secretary of State,REP,Holt Byrne,Totals,383468,TRUE
1956,general,Secretary of State,REP,Holt Byrne,Barbour,3865,
1956,general,Secretary of State,REP,Holt Byrne,Berkeley,7782,
1956,general,Secretary of State,REP,Holt Byrne,Boone,4165,
1956,general,Secretary of State,REP,Holt Byrne,Braxton,3110,
1956,general,Secretary of State,REP,Holt Byrne,Brooke,4811,
1956,general,Secretary of State,REP,Holt Byrne,Cabell,25785,
1956,general,Secretary of State,REP,Holt Byrne,Calhoun,1646,
1956,general,Secretary of State,REP,Holt Byrne,Clay,2539,
1956,general,Secretary of State,REP,Holt Byrne,Doddridge,2335,
1956,general,Secretary of State,REP,Holt Byrne,Fayette,8255,
1956,general,Secretary of State,REP,Holt Byrne,Gilmer,1435,
1956,general,Secretary of State,REP,Holt Byrne,Grant,3174,
1956,general,Secretary of State,REP,Holt Byrne,Greenbrier,6343,
1956,general,Secretary of State,REP,Holt Byrne,Hampshire,1861,
1956,general,Secretary of State,REP,Holt Byrne,Hancock,6674,
1956,general,Secretary of State,REP,Holt Byrne,Hardy,1696,
1956,general,Secretary of State,REP,Holt Byrne,Harrison,17558,
1956,general,Secretary of State,REP,Holt Byrne,Jackson,4574,
1956,general,Secretary of State,REP,Holt Byrne,Jefferson,2624,
1956,general,Secretary of State,REP,Holt Byrne,Kanawha,53810,
1956,general,Secretary of State,REP,Holt Byrne,Lewis,4803,
1956,general,Secretary of State,REP,Holt Byrne,Lincoln,4607,
1956,general,Secretary of State,REP,Holt Byrne,Logan,8988,
1956,general,Secretary of State,REP,Holt Byrne,Marion,13627,
1956,general,Secretary of State,REP,Holt Byrne,Marshall,8866,
1956,general,Secretary of State,REP,Holt Byrne,Mason,5706,
1956,general,Secretary of State,REP,Holt Byrne,Mercer,11949,
1956,general,Secretary of State,REP,Holt Byrne,Mineral,5498,
1956,general,Secretary of State,REP,Holt Byrne,Mingo,6576,
1956,general,Secretary of State,REP,Holt Byrne,Monongalia,12145,
1956,general,Secretary of State,REP,Holt Byrne,Monroe,3242,
1956,general,Secretary of State,REP,Holt Byrne,Morgan,2666,
1956,general,Secretary of State,REP,Holt Byrne,McDowell,8660,
1956,general,Secretary of State,REP,Holt Byrne,Nicholas,4189,
1956,general,Secretary of State,REP,Holt Byrne,Ohio,18141,
1956,general,Secretary of State,REP,Holt Byrne,Pendleton,1659,
1956,general,Secretary of State,REP,Holt Byrne,Pleasants,1919,
1956,general,Secretary of State,REP,Holt Byrne,Pocahontas,2547,
1956,general,Secretary of State,REP,Holt Byrne,Preston,7185,
1956,general,Secretary of State,REP,Holt Byrne,Putnam,5106,
1956,general,Secretary of State,REP,Holt Byrne,Raleigh,13517,
1956,general,Secretary of State,REP,Holt Byrne,Randolph,4301,
1956,general,Secretary of State,REP,Holt Byrne,Ritchie,3845,
1956,general,Secretary of State,REP,Holt Byrne,Roane,4417,
1956,general,Secretary of State,REP,Holt Byrne,Summers,3035,
1956,general,Secretary of State,REP,Holt Byrne,Taylor,3999,
1956,general,Secretary of State,REP,Holt Byrne,Tucker,1952,
1956,general,Secretary of State,REP,Holt Byrne,Tyler,3348,
1956,general,Secretary of State,REP,Holt Byrne,Upshur,4791,
1956,general,Secretary of State,REP,Holt Byrne,Wayne,7000,
1956,general,Secretary of State,REP,Holt Byrne,Webster,1823,
1956,general,Secretary of State,REP,Holt Byrne,Wetzel,4009,
1956,general,Secretary of State,REP,Holt Byrne,Wirt,1311,
1956,general,Secretary of State,REP,Holt Byrne,Wood,18288,
1956,general,Secretary of State,REP,Holt Byrne,Wyoming,5711,
