year,election,office,party,district,candidate,county,votes,winner
1956,general,State Senate,DEM,1,Herbert Traubert,Totals,32592,TRUE
1956,general,State Senate,DEM,1,Herbert Traubert,Brooke,7535,
1956,general,State Senate,DEM,1,Herbert Traubert,Hancock,10138,
1956,general,State Senate,DEM,1,Herbert Traubert,Ohio,14919,
1956,general,State Senate,REP,1,Walter E. Mahan,Totals,30233,
1956,general,State Senate,REP,1,Walter E. Mahan,Brooke,5143,
1956,general,State Senate,REP,1,Walter E. Mahan,Hancock,6517,
1956,general,State Senate,REP,1,Walter E. Mahan,Ohio,18573,
1956,general,State Senate,DEM,2,Owen E. “Mac” McKay,Totals,14008,
1956,general,State Senate,DEM,2,Owen E. “Mac” McKay,Doddridge,938,
1956,general,State Senate,DEM,2,Owen E. “Mac” McKay,Marshall,7778,
1956,general,State Senate,DEM,2,Owen E. “Mac” McKay,Tyler,1407,
1956,general,State Senate,DEM,2,Owen E. “Mac” McKay,Wetzel,3885,
1956,general,State Senate,REP,2,Theodore M. “Ted” Bowers,Totals,19254,TRUE
1956,general,State Senate,REP,2,Theodore M. “Ted” Bowers,Doddridge,2370,
1956,general,State Senate,REP,2,Theodore M. “Ted” Bowers,Marshall,9044,
1956,general,State Senate,REP,2,Theodore M. “Ted” Bowers,Tyler,3356,
1956,general,State Senate,REP,2,Theodore M. “Ted” Bowers,Wetzel,4484,
1956,general,State Senate,DEM,3,Dr. Earl C. Hahn,Totals,19750,
1956,general,State Senate,DEM,3,Dr. Earl C. Hahn,Calhoun,1955,
1956,general,State Senate,DEM,3,Dr. Earl C. Hahn,Pleasants,1756,
1956,general,State Senate,DEM,3,Dr. Earl C. Hahn,Ritchie,1386,
1956,general,State Senate,DEM,3,Dr. Earl C. Hahn,Wirt,1092,
1956,general,State Senate,DEM,3,Dr. Earl C. Hahn,Wood,13561,
1956,general,State Senate,REP,3,Harry E. Moats,Totals,28315,TRUE
1956,general,State Senate,REP,3,Harry E. Moats,Calhoun,1727,
1956,general,State Senate,REP,3,Harry E. Moats,Pleasants,1880,
1956,general,State Senate,REP,3,Harry E. Moats,Ritchie,4002,
1956,general,State Senate,REP,3,Harry E. Moats,Wirt,1344,
1956,general,State Senate,REP,3,Harry E. Moats,Wood,19362,
1956,general,State Senate,DEM,4,"Lewis A. (Jack) Willard, Jr.",Totals,16841,
1956,general,State Senate,DEM,4,"Lewis A. (Jack) Willard, Jr.",Clay,2634,
1956,general,State Senate,DEM,4,"Lewis A. (Jack) Willard, Jr.",Jackson,2539,
1956,general,State Senate,DEM,4,"Lewis A. (Jack) Willard, Jr.",Mason,3770,
1956,general,State Senate,DEM,4,"Lewis A. (Jack) Willard, Jr.",Putnam,4889,
1956,general,State Senate,DEM,4,"Lewis A. (Jack) Willard, Jr.",Roane,3009,
1956,general,State Senate,REP,4,R.L. McCulty,Totals,22387,TRUE
1956,general,State Senate,REP,4,R.L. McCulty,Clay,2532,
1956,general,State Senate,REP,4,R.L. McCulty,Jackson,4674,
1956,general,State Senate,REP,4,R.L. McCulty,Mason,5666,
1956,general,State Senate,REP,4,R.L. McCulty,Putnam,4961,
1956,general,State Senate,REP,4,R.L. McCulty,Roane,4554,
1956,general,State Senate,DEM,5,C.H. “Jackie” McKown,Totals,28643,
1956,general,State Senate,DEM,5,C.H. “Jackie” McKown,Cabell,20674,
1956,general,State Senate,DEM,5,C.H. “Jackie” McKown,Wayne,7969,
1956,general,State Senate,REP,5,Hatfield “Zip” Brubeck,Totals,31873,TRUE
1956,general,State Senate,REP,5,Hatfield “Zip” Brubeck,Cabell,24711,
1956,general,State Senate,REP,5,Hatfield “Zip” Brubeck,Wayne,7162,
1956,general,State Senate,DEM,6,William Mitchell,Totals,27900,TRUE
1956,general,State Senate,DEM,6,William Mitchell,McDowell,10474,
1956,general,State Senate,DEM,6,William Mitchell,Mingo,17426,
1956,general,State Senate,REP,6,G.C. “Rocky” Sexton,Totals,15008,
1956,general,State Senate,REP,6,G.C. “Rocky” Sexton,McDowell,6226,
1956,general,State Senate,REP,6,G.C. “Rocky” Sexton,Mingo,8782,
1956,general,State Senate,DEM,7,Glenn R. Jackson,Totals,27937,TRUE
1956,general,State Senate,DEM,7,Glenn R. Jackson,Boone,7322,
1956,general,State Senate,DEM,7,Glenn R. Jackson,Lincoln,5070,
1956,general,State Senate,DEM,7,Glenn R. Jackson,Logan,15545,
1956,general,State Senate,REP,7,Julian H. Chambers,Totals,17284,
1956,general,State Senate,REP,7,Julian H. Chambers,Boone,4082,
1956,general,State Senate,REP,7,Julian H. Chambers,Lincoln,4564,
1956,general,State Senate,REP,7,Julian H. Chambers,Logan,8638,
1956,general,State Senate,DEM,8,John E. Amos,Totals,52611,
1956,general,State Senate,DEM,8,John E. Amos,Kanawha,52611,
1956,general,State Senate,REP,8,Wilson Anderson,Totals,53140,TRUE
1956,general,State Senate,REP,8,Wilson Anderson,Kanawha,53140,
1956,general,State Senate,DEM,9,Dr. Ward Wylie,Totals,25656,TRUE
1956,general,State Senate,DEM,9,Dr. Ward Wylie,Raleigh,17863,
1956,general,State Senate,DEM,9,Dr. Ward Wylie,Wyoming,7793,
1956,general,State Senate,REP,9,L.W. Beane,Totals,17886,
1956,general,State Senate,REP,9,L.W. Beane,Raleigh,12286,
1956,general,State Senate,REP,9,L.W. Beane,Wyoming,5600,
1956,general,State Senate,DEM,10,O.H. Ballard,Totals,21289,TRUE
1956,general,State Senate,DEM,10,O.H. Ballard,Mercer,14323,
1956,general,State Senate,DEM,10,O.H. Ballard,Monroe,2908,
1956,general,State Senate,DEM,10,O.H. Ballard,Summers,4058,
1956,general,State Senate,REP,10,Robert L. Stewart,Totals,18072,
1956,general,State Senate,REP,10,Robert L. Stewart,Mercer,11991,
1956,general,State Senate,REP,10,Robert L. Stewart,Monroe,3182,
1956,general,State Senate,REP,10,Robert L. Stewart,Summers,2899,
1956,general,State Senate,DEM,11,Howard W. Carson,Totals,24898,TRUE
1956,general,State Senate,DEM,11,Howard W. Carson,Fayette,17887,
1956,general,State Senate,DEM,11,Howard W. Carson,Greenbrier,7011,
1956,general,State Senate,REP,11,Forrest H. Spade,Totals,13487,
1956,general,State Senate,REP,11,Forrest H. Spade,Fayette,7302,
1956,general,State Senate,REP,11,Forrest H. Spade,Greenbrier,6185,
1956,general,State Senate,DEM,12,Hans McCourt,Totals,24518,TRUE
1956,general,State Senate,DEM,12,Hans McCourt,Braxton,4155,
1956,general,State Senate,DEM,12,Hans McCourt,Nicholas,5499,
1956,general,State Senate,DEM,12,Hans McCourt,Pendleton,2061,
1956,general,State Senate,DEM,12,Hans McCourt,Pocahontas,2904,
1956,general,State Senate,DEM,12,Hans McCourt,Randolph,6379,
1956,general,State Senate,DEM,12,Hans McCourt,Webster,3520,
1956,general,State Senate,DEM,13,"Hunter M. Bennett, Jr.",Totals,24259,
1956,general,State Senate,DEM,13,"Hunter M. Bennett, Jr.",Gilmer,1949,
1956,general,State Senate,DEM,13,"Hunter M. Bennett, Jr.",Harrison,19057,
1956,general,State Senate,DEM,13,"Hunter M. Bennett, Jr.",Lewis,3253,
1956,general,State Senate,REP,13,Dr. Raymond J. Vassar,Totals,25886,TRUE
1956,general,State Senate,REP,13,Dr. Raymond J. Vassar,Gilmer,1619,
1956,general,State Senate,REP,13,Dr. Raymond J. Vassar,Harrison,18401,
1956,general,State Senate,REP,13,Dr. Raymond J. Vassar,Lewis,5866,
1956,general,State Senate,DEM,14,Oley G. Hedrick,Totals,27789,TRUE
1956,general,State Senate,DEM,14,Oley G. Hedrick,Marion,16292,
1956,general,State Senate,DEM,14,Oley G. Hedrick,Monongalia,11497,
1956,general,State Senate,REP,14,R. Paul Hutchinson,Totals,27505,
1956,general,State Senate,REP,14,R. Paul Hutchinson,Marion,15050,
1956,general,State Senate,REP,14,R. Paul Hutchinson,Monongalia,12455,
1956,general,State Senate,DEM,15,Millard S. (Moody) Golightly,Totals,14718,
1956,general,State Senate,DEM,15,Millard S. (Moody) Golightly,Barbour,3691,
1956,general,State Senate,DEM,15,Millard S. (Moody) Golightly,Grant,609,
1956,general,State Senate,DEM,15,Millard S. (Moody) Golightly,Preston,3181,
1956,general,State Senate,DEM,15,Millard S. (Moody) Golightly,Taylor,2895,
1956,general,State Senate,DEM,15,Millard S. (Moody) Golightly,Tucker,2307,
1956,general,State Senate,DEM,15,Millard S. (Moody) Golightly,Upshur,2035,
1956,general,State Senate,REP,15,A.L. Reed,Totals,26301,TRUE
1956,general,State Senate,REP,15,A.L. Reed,Barbour,4012,
1956,general,State Senate,REP,15,A.L. Reed,Grant,3174,
1956,general,State Senate,REP,15,A.L. Reed,Preston,7547,
1956,general,State Senate,REP,15,A.L. Reed,Taylor,4600,
1956,general,State Senate,REP,15,A.L. Reed,Tucker,1824,
1956,general,State Senate,REP,15,A.L. Reed,Upshur,5144,
1956,general,State Senate,REP,16,Ralph J. Bean,Totals,42371,TRUE
1956,general,State Senate,REP,16,Ralph J. Bean,Berkeley,7295,
1956,general,State Senate,REP,16,Ralph J. Bean,Hampshire,2806,
1956,general,State Senate,REP,16,Ralph J. Bean,Hardy,2587,
1956,general,State Senate,REP,16,Ralph J. Bean,Jefferson,23929,
1956,general,State Senate,REP,16,Ralph J. Bean,Mineral,4597,
1956,general,State Senate,REP,16,Ralph J. Bean,Morgan,1157,
