year,election,office,party,candidate,county,votes,winner
1956,general,Auditor,DEM,Edgar B. Sims,Totals,402198,TRUE
1956,general,Auditor,DEM,Edgar B. Sims,Barbour,3828,
1956,general,Auditor,DEM,Edgar B. Sims,Berkeley,6244,
1956,general,Auditor,DEM,Edgar B. Sims,Boone,7340,
1956,general,Auditor,DEM,Edgar B. Sims,Braxton,4004,
1956,general,Auditor,DEM,Edgar B. Sims,Brooke,7147,
1956,general,Auditor,DEM,Edgar B. Sims,Cabell,20100,
1956,general,Auditor,DEM,Edgar B. Sims,Calhoun,2059,
1956,general,Auditor,DEM,Edgar B. Sims,Clay,2670,
1956,general,Auditor,DEM,Edgar B. Sims,Doddridge,958,
1956,general,Auditor,DEM,Edgar B. Sims,Fayette,16987,
1956,general,Auditor,DEM,Edgar B. Sims,Gilmer,2116,
1956,general,Auditor,DEM,Edgar B. Sims,Grant,623,
1956,general,Auditor,DEM,Edgar B. Sims,Greenbrier,7167,
1956,general,Auditor,DEM,Edgar B. Sims,Hampshire,2428,
1956,general,Auditor,DEM,Edgar B. Sims,Hancock,9619,
1956,general,Auditor,DEM,Edgar B. Sims,Hardy,2272,
1956,general,Auditor,DEM,Edgar B. Sims,Harrison,19313,
1956,general,Auditor,DEM,Edgar B. Sims,Jackson,2651,
1956,general,Auditor,DEM,Edgar B. Sims,Jefferson,3561,
1956,general,Auditor,DEM,Edgar B. Sims,Kanawha,52924,
1956,general,Auditor,DEM,Edgar B. Sims,Lewis,3742,
1956,general,Auditor,DEM,Edgar B. Sims,Lincoln,5169,
1956,general,Auditor,DEM,Edgar B. Sims,Logan,15252,
1956,general,Auditor,DEM,Edgar B. Sims,Marion,16778,
1956,general,Auditor,DEM,Edgar B. Sims,Marshall,7725,
1956,general,Auditor,DEM,Edgar B. Sims,Mason,3827,
1956,general,Auditor,DEM,Edgar B. Sims,Mercer,14577,
1956,general,Auditor,DEM,Edgar B. Sims,Mineral,3841,
1956,general,Auditor,DEM,Edgar B. Sims,Mingo,10529,
1956,general,Auditor,DEM,Edgar B. Sims,Monongalia,11163,
1956,general,Auditor,DEM,Edgar B. Sims,Monroe,2856,
1956,general,Auditor,DEM,Edgar B. Sims,Morgan,1057,
1956,general,Auditor,DEM,Edgar B. Sims,McDowell,17598,
1956,general,Auditor,DEM,Edgar B. Sims,Nicholas,5139,
1956,general,Auditor,DEM,Edgar B. Sims,Ohio,14880,
1956,general,Auditor,DEM,Edgar B. Sims,Pendleton,1997,
1956,general,Auditor,DEM,Edgar B. Sims,Pleasants,1653,
1956,general,Auditor,DEM,Edgar B. Sims,Pocahontas,2695,
1956,general,Auditor,DEM,Edgar B. Sims,Preston,3449,
1956,general,Auditor,DEM,Edgar B. Sims,Putnam,4867,
1956,general,Auditor,DEM,Edgar B. Sims,Raleigh,17423,
1956,general,Auditor,DEM,Edgar B. Sims,Randolph,5876,
1956,general,Auditor,DEM,Edgar B. Sims,Ritchie,1466,
1956,general,Auditor,DEM,Edgar B. Sims,Roane,3174,
1956,general,Auditor,DEM,Edgar B. Sims,Summers,3999,
1956,general,Auditor,DEM,Edgar B. Sims,Taylor,3307,
1956,general,Auditor,DEM,Edgar B. Sims,Tucker,2069,
1956,general,Auditor,DEM,Edgar B. Sims,Tyler,1361,
1956,general,Auditor,DEM,Edgar B. Sims,Upshur,2165,
1956,general,Auditor,DEM,Edgar B. Sims,Wayne,7944,
1956,general,Auditor,DEM,Edgar B. Sims,Webster,3102,
