year,election,office,party,candidate,county,votes,winner
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Totals,477121,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Barbour,3673,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Berkeley,5807,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Boone,6681,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Braxton,3790,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Brooke,7233,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Cabell,17707,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Calhoun,2100,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Clay,2545,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Doddridge,877,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Fayette,15249,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Gilmer,1928,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Grant,628,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Greenbrier,6254,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Hampshire,2594,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Hancock,9956,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Hardy,2142,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Harrison,16969,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Jackson,2527,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Jefferson,3333,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Kanawha,45455,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Lewis,3133,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Lincoln,4978,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Logan,14658,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Marion,16769,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Marshall,8215,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Mason,3646,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Mercer,13711,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Mineral,4005,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Mingo,10191,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Monongalia,111111,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Monroe,2707,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Morgan,1160,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,McDowell,17258,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Nicholas,4539,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Ohio,16024,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Pendleton,1868,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Pleasants,1512,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Pocahontas,2412,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Preston,3517,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Putnam,4376,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Raleigh,15984,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Randolph,5349,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Ritchie,1393,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Roane,3051,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Summers,3665,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Taylor,3223,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Tucker,2030,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Tyler,1284,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Upshur,1984,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Wayne,7561,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Webster,2989,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Wetzel,4065,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Wirt,1082,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Wood,12978,
1956,general,Governor,DEM,Robert H. (Bob) Mollohan,Wyoming,7245,
1956,general,Governor,REP,Cecil H. Underwood,Totals,440502,TRUE
1956,general,Governor,REP,Cecil H. Underwood,Barbour,4398,
1956,general,Governor,REP,Cecil H. Underwood,Berkeley,8646,
1956,general,Governor,REP,Cecil H. Underwood,Boone,5390,
1956,general,Governor,REP,Cecil H. Underwood,Braxton,3466,
1956,general,Governor,REP,Cecil H. Underwood,Brooke,5550,
1956,general,Governor,REP,Cecil H. Underwood,Cabell,28872,
1956,general,Governor,REP,Cecil H. Underwood,Calhoun,2014,
1956,general,Governor,REP,Cecil H. Underwood,Clay,2846,
1956,general,Governor,REP,Cecil H. Underwood,Doddridge,2637,
1956,general,Governor,REP,Cecil H. Underwood,Fayette,10906,
1956,general,Governor,REP,Cecil H. Underwood,Gilmer,1813,
1956,general,Governor,REP,Cecil H. Underwood,Grant,3321,
1956,general,Governor,REP,Cecil H. Underwood,Greenbrier,7975,
1956,general,Governor,REP,Cecil H. Underwood,Hampshire,2242,
1956,general,Governor,REP,Cecil H. Underwood,Hancock,7764,
1956,general,Governor,REP,Cecil H. Underwood,Hardy,2169,
1956,general,Governor,REP,Cecil H. Underwood,Harrison,21763,
1956,general,Governor,REP,Cecil H. Underwood,Jackson,4997,
1956,general,Governor,REP,Cecil H. Underwood,Jefferson,3073,
1956,general,Governor,REP,Cecil H. Underwood,Kanawha,62142,
1956,general,Governor,REP,Cecil H. Underwood,Lewis,6143,
1956,general,Governor,REP,Cecil H. Underwood,Lincoln,4877,
1956,general,Governor,REP,Cecil H. Underwood,Logan,10476,
1956,general,Governor,REP,Cecil H. Underwood,Marion,15168,
1956,general,Governor,REP,Cecil H. Underwood,Marshall,8464,
1956,general,Governor,REP,Cecil H. Underwood,Mason,6272,
1956,general,Governor,REP,Cecil H. Underwood,Mercer,13715,
1956,general,Governor,REP,Cecil H. Underwood,Mineral,5768,
1956,general,Governor,REP,Cecil H. Underwood,Mingo,7476,
1956,general,Governor,REP,Cecil H. Underwood,Monongalia,13594,
1956,general,Governor,REP,Cecil H. Underwood,Monroe,3547,
1956,general,Governor,REP,Cecil H. Underwood,Morgan,2792,
1956,general,Governor,REP,Cecil H. Underwood,McDowell,10264,
1956,general,Governor,REP,Cecil H. Underwood,Nicholas,5413,
1956,general,Governor,REP,Cecil H. Underwood,Ohio,18964,
1956,general,Governor,REP,Cecil H. Underwood,Pendleton,2025,
1956,general,Governor,REP,Cecil H. Underwood,Pleasants,2194,
1956,general,Governor,REP,Cecil H. Underwood,Pocahontas,3008,
1956,general,Governor,REP,Cecil H. Underwood,Preston,7535,
1956,general,Governor,REP,Cecil H. Underwood,Putnam,5809,
1956,general,Governor,REP,Cecil H. Underwood,Raleigh,16167,
1956,general,Governor,REP,Cecil H. Underwood,Randolph,5676,
1956,general,Governor,REP,Cecil H. Underwood,Ritchie,4174,
1956,general,Governor,REP,Cecil H. Underwood,Roane,4701,
1956,general,Governor,REP,Cecil H. Underwood,Summers,3781,
1956,general,Governor,REP,Cecil H. Underwood,Taylor,4516,
1956,general,Governor,REP,Cecil H. Underwood,Tucker,2386,
1956,general,Governor,REP,Cecil H. Underwood,Tyler,3675,
1956,general,Governor,REP,Cecil H. Underwood,Upshur,5632,
1956,general,Governor,REP,Cecil H. Underwood,Wayne,8207,
1956,general,Governor,REP,Cecil H. Underwood,Webster,2372,
1956,general,Governor,REP,Cecil H. Underwood,Wetzel,4652,
1956,general,Governor,REP,Cecil H. Underwood,Wirt,1413,
1956,general,Governor,REP,Cecil H. Underwood,Wood,21000,
1956,general,Governor,REP,Cecil H. Underwood,Wyoming,6662,
