year,election,office,party,candidate,county,votes,winner
1956,general,U.S. Senate,DEM,William C. Marland,Totals,373051,
1956,general,U.S. Senate,DEM,William C. Marland,Barbour,3637,
1956,general,U.S. Senate,DEM,William C. Marland,Berkeley,5458,
1956,general,U.S. Senate,DEM,William C. Marland,Boone,6917,
1956,general,U.S. Senate,DEM,William C. Marland,Braxton,3762,
1956,general,U.S. Senate,DEM,William C. Marland,Brooke,7270,
1956,general,U.S. Senate,DEM,William C. Marland,Cabell,17415,
1956,general,U.S. Senate,DEM,William C. Marland,Calhoun,1922,
1956,general,U.S. Senate,DEM,William C. Marland,Clay,2512,
1956,general,U.S. Senate,DEM,William C. Marland,Doddridge,919,
1956,general,U.S. Senate,DEM,William C. Marland,Fayette,15583,
1956,general,U.S. Senate,DEM,William C. Marland,Gilmer,1914,
1956,general,U.S. Senate,DEM,William C. Marland,Grant,544,
1956,general,U.S. Senate,DEM,William C. Marland,Greenbrier,6187,
1956,general,U.S. Senate,DEM,William C. Marland,Hampshire,2187,
1956,general,U.S. Senate,DEM,William C. Marland,Hancock,10028,
1956,general,U.S. Senate,DEM,William C. Marland,Hardy,1996,
1956,general,U.S. Senate,DEM,William C. Marland,Harrison,17377,
1956,general,U.S. Senate,DEM,William C. Marland,Jackson,2461,
1956,general,U.S. Senate,DEM,William C. Marland,Jefferson,3101,
1956,general,U.S. Senate,DEM,William C. Marland,Kanawha,47235,
1956,general,U.S. Senate,DEM,William C. Marland,Lewis,2870,
1956,general,U.S. Senate,DEM,William C. Marland,Lincoln,4955,
1956,general,U.S. Senate,DEM,William C. Marland,Logan,14782,
1956,general,U.S. Senate,DEM,William C. Marland,Marion,16550,
1956,general,U.S. Senate,DEM,William C. Marland,Marshall,7968,
1956,general,U.S. Senate,DEM,William C. Marland,Mason,3711,
1956,general,U.S. Senate,DEM,William C. Marland,Mercer,12513,
1956,general,U.S. Senate,DEM,William C. Marland,Mineral,3659,
1956,general,U.S. Senate,DEM,William C. Marland,Mingo,10129,
1956,general,U.S. Senate,DEM,William C. Marland,Monongalia,11470,
1956,general,U.S. Senate,DEM,William C. Marland,Monroe,2584,
1956,general,U.S. Senate,DEM,William C. Marland,Morgan,1038,
1956,general,U.S. Senate,DEM,William C. Marland,McDowell,16420,
1956,general,U.S. Senate,DEM,William C. Marland,Nicholas,4619,
1956,general,U.S. Senate,DEM,William C. Marland,Ohio,15063,
1956,general,U.S. Senate,DEM,William C. Marland,Pendleton,1862,
1956,general,U.S. Senate,DEM,William C. Marland,Pleasants,1614,
1956,general,U.S. Senate,DEM,William C. Marland,Pocahontas,2463,
1956,general,U.S. Senate,DEM,William C. Marland,Preston,3470,
1956,general,U.S. Senate,DEM,William C. Marland,Putnam,4518,
1956,general,U.S. Senate,DEM,William C. Marland,Raleigh,14524,
1956,general,U.S. Senate,DEM,William C. Marland,Randolph,5243,
1956,general,U.S. Senate,DEM,William C. Marland,Ritchie,1388,
1956,general,U.S. Senate,DEM,William C. Marland,Roane,3039,
1956,general,U.S. Senate,DEM,William C. Marland,Summers,3614,
1956,general,U.S. Senate,DEM,William C. Marland,Taylor,3216,
1956,general,U.S. Senate,DEM,William C. Marland,Tucker,2090,
1956,general,U.S. Senate,DEM,William C. Marland,Tyler,1379,
1956,general,U.S. Senate,DEM,William C. Marland,Upshur,1966,
1956,general,U.S. Senate,DEM,William C. Marland,Wayne,7453,
1956,general,U.S. Senate,DEM,William C. Marland,Webster,2966,
1956,general,U.S. Senate,DEM,William C. Marland,Wetzel,4007,
1956,general,U.S. Senate,DEM,William C. Marland,Wirt,1071,
1956,general,U.S. Senate,DEM,William C. Marland,Wood,13523,
1956,general,U.S. Senate,DEM,William C. Marland,Wyoming,6889,
