year,election,office,party,candidate,county,votes,winner
1950,general,Attorney General,DEM,William C. Marland,Totals,355307,TRUE
1950,general,Attorney General,DEM,William C. Marland,Barbour,3840,
1950,general,Attorney General,DEM,William C. Marland,Berkeley,5218,
1950,general,Attorney General,DEM,William C. Marland,Boone,6029,
1950,general,Attorney General,DEM,William C. Marland,Braxton,3932,
1950,general,Attorney General,DEM,William C. Marland,Brooke,4832,
1950,general,Attorney General,DEM,William C. Marland,Cabell,18546,
1950,general,Attorney General,DEM,William C. Marland,Calhoun,2022,
1950,general,Attorney General,DEM,William C. Marland,Clay,2506,
1950,general,Attorney General,DEM,William C. Marland,Doddridge,971,
1950,general,Attorney General,DEM,William C. Marland,Fayette,16919,
1950,general,Attorney General,DEM,William C. Marland,Gilmer,2132,
1950,general,Attorney General,DEM,William C. Marland,Grant,558,
1950,general,Attorney General,DEM,William C. Marland,Greenbrier,5538,
1950,general,Attorney General,DEM,William C. Marland,Hampshire,2065,
1950,general,Attorney General,DEM,William C. Marland,Hancock,5859,
1950,general,Attorney General,DEM,William C. Marland,Hardy,2002,
1950,general,Attorney General,DEM,William C. Marland,Harrison,17933,
1950,general,Attorney General,DEM,William C. Marland,Jackson,2481,
1950,general,Attorney General,DEM,William C. Marland,Jefferson,3103,
1950,general,Attorney General,DEM,William C. Marland,Kanawha,46069,
1950,general,Attorney General,DEM,William C. Marland,Lewis,3303,
1950,general,Attorney General,DEM,William C. Marland,Logan,15688,
1950,general,Attorney General,DEM,William C. Marland,Marion,15754,
1950,general,Attorney General,DEM,William C. Marland,Marshall,6545,
1950,general,Attorney General,DEM,William C. Marland,Mason,3739,
1950,general,Attorney General,DEM,William C. Marland,Mercer,12436,
1950,general,Attorney General,DEM,William C. Marland,Mineral,3289,
1950,general,Attorney General,DEM,William C. Marland,Mingo,9282,
1950,general,Attorney General,DEM,William C. Marland,Monongalia,9792,
1950,general,Attorney General,DEM,William C. Marland,Monroe,2361,
1950,general,Attorney General,DEM,William C. Marland,Morgan,927,
1950,general,Attorney General,DEM,William C. Marland,McDowell,18642,
1950,general,Attorney General,DEM,William C. Marland,Nicholas,4212,
1950,general,Attorney General,DEM,William C. Marland,Ohio,11528,
1950,general,Attorney General,DEM,William C. Marland,Pendleton,1846,
1950,general,Attorney General,DEM,William C. Marland,Pleasants,1422,
1950,general,Attorney General,DEM,William C. Marland,Pocahontas,2476,
1950,general,Attorney General,DEM,William C. Marland,Preston,3096,
1950,general,Attorney General,DEM,William C. Marland,Putnam,3719,
1950,general,Attorney General,DEM,William C. Marland,Raleigh,15750,
1950,general,Attorney General,DEM,William C. Marland,Randolph,6288,
1950,general,Attorney General,DEM,William C. Marland,Ritchie,1416,
1950,general,Attorney General,DEM,William C. Marland,Roane,3403,
1950,general,Attorney General,DEM,William C. Marland,Summers,3431,
1950,general,Attorney General,DEM,William C. Marland,Taylor,3309,
1950,general,Attorney General,DEM,William C. Marland,Tucker,2153,
1950,general,Attorney General,DEM,William C. Marland,Tyler,1281,
1950,general,Attorney General,DEM,William C. Marland,Upshur,1766,
1950,general,Attorney General,DEM,William C. Marland,Wayne,6554,
1950,general,Attorney General,DEM,William C. Marland,Webster,3021,
1950,general,Attorney General,DEM,William C. Marland,Wetzel,3699,
1950,general,Attorney General,DEM,William C. Marland,Wirt,1179,
1950,general,Attorney General,DEM,William C. Marland,Wood,12528,
1950,general,Attorney General,DEM,William C. Marland,Wyoming,6917,
1950,general,Attorney General,REP,William H. Rardin,Totals,270145,
1950,general,Attorney General,REP,William H. Rardin,Barbour,3309,
1950,general,Attorney General,REP,William H. Rardin,Berkeley,4820,
1950,general,Attorney General,REP,William H. Rardin,Boone,2353,
1950,general,Attorney General,REP,William H. Rardin,Braxton,2400,
1950,general,Attorney General,REP,William H. Rardin,Brooke,3677,
1950,general,Attorney General,REP,William H. Rardin,Cabell,15788,
1950,general,Attorney General,REP,William H. Rardin,Calhoun,1432,
1950,general,Attorney General,REP,William H. Rardin,Clay,1920,
1950,general,Attorney General,REP,William H. Rardin,Doddridge,2063,
1950,general,Attorney General,REP,William H. Rardin,Fayette,6350,
1950,general,Attorney General,REP,William H. Rardin,Gilmer,1148,
1950,general,Attorney General,REP,William H. Rardin,Grant,2349,
1950,general,Attorney General,REP,William H. Rardin,Greenbrier,3218,
1950,general,Attorney General,REP,William H. Rardin,Hampshire,933,
1950,general,Attorney General,REP,William H. Rardin,Hancock,4700,
1950,general,Attorney General,REP,William H. Rardin,Hardy,1072,
1950,general,Attorney General,REP,William H. Rardin,Harrison,13340,
1950,general,Attorney General,REP,William H. Rardin,Jackson,3913,
1950,general,Attorney General,REP,William H. Rardin,Jefferson,1621,
1950,general,Attorney General,REP,William H. Rardin,Kanawha,35563,
1950,general,Attorney General,REP,William H. Rardin,Lewis,4578,
1950,general,Attorney General,REP,William H. Rardin,Logan,5435,
1950,general,Attorney General,REP,William H. Rardin,Marion,10155,
1950,general,Attorney General,REP,William H. Rardin,Marshall,6634,
1950,general,Attorney General,REP,William H. Rardin,Mason,5021,
1950,general,Attorney General,REP,William H. Rardin,Mercer,8152,
1950,general,Attorney General,REP,William H. Rardin,Mineral,3695,
1950,general,Attorney General,REP,William H. Rardin,Mingo,3516,
1950,general,Attorney General,REP,William H. Rardin,Monongalia,8179,
1950,general,Attorney General,REP,William H. Rardin,Monroe,2440,
1950,general,Attorney General,REP,William H. Rardin,Morgan,1935,
1950,general,Attorney General,REP,William H. Rardin,McDowell,6723,
1950,general,Attorney General,REP,William H. Rardin,Nicholas,2674,
1950,general,Attorney General,REP,William H. Rardin,Ohio,14115,
1950,general,Attorney General,REP,William H. Rardin,Pendleton,1281,
1950,general,Attorney General,REP,William H. Rardin,Pleasants,1457,
1950,general,Attorney General,REP,William H. Rardin,Pocahontas,1923,
1950,general,Attorney General,REP,William H. Rardin,Preston,5548,
1950,general,Attorney General,REP,William H. Rardin,Putnam,3524,
1950,general,Attorney General,REP,William H. Rardin,Raleigh,8986,
1950,general,Attorney General,REP,William H. Rardin,Randolph,3382,
1950,general,Attorney General,REP,William H. Rardin,Ritchie,3264,
1950,general,Attorney General,REP,William H. Rardin,Roane,3934,
1950,general,Attorney General,REP,William H. Rardin,Summers,1958,
1950,general,Attorney General,REP,William H. Rardin,Taylor,3496,
1950,general,Attorney General,REP,William H. Rardin,Tucker,1751,
1950,general,Attorney General,REP,William H. Rardin,Tyler,2779,
1950,general,Attorney General,REP,William H. Rardin,Upshur,4057,
1950,general,Attorney General,REP,William H. Rardin,Wayne,3823,
1950,general,Attorney General,REP,William H. Rardin,Webster,1274,
1950,general,Attorney General,REP,William H. Rardin,Wetzel,3107,
1950,general,Attorney General,REP,William H. Rardin,Wirt,1190,
1950,general,Attorney General,REP,William H. Rardin,Wood,14755,
1950,general,Attorney General,REP,William H. Rardin,Wyoming,3435,
