year,election,office,party,candidate,county,votes,winner
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Total,124266,TRUE
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Barbour,1307,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Berkeley,1019,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Boone,2310,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Braxton,2067,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Brooke,1545,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Cabell,9000,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Calhoun,850,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Clay,1034,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Doddridge,262,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Gilmer,1144,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Grant,135,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Greenbrier,2358,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Hampshire,576,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Hancock,1749,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Hardy,929,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Harrison,5166,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Jackson,892,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Jefferson,1318,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Kanawha,15181,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Lewis,1413,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Lincoln,1420,
1950,primary,Judge of Supreme Court of Appeals,DEM,Leslie E. Given,Logan,6648,
