year,election,office,party,candidate,county,votes,winner
1950,primary,Attorney General,DEM,William C. Marland,Totals,130648,TRUE
1950,primary,Attorney General,DEM,William C. Marland,Barbour,1323,
1950,primary,Attorney General,DEM,William C. Marland,Berkeley,1027,
1950,primary,Attorney General,DEM,William C. Marland,Boone,2214,
1950,primary,Attorney General,DEM,William C. Marland,Braxton,1976,
1950,primary,Attorney General,DEM,William C. Marland,Brooke,1549,
1950,primary,Attorney General,DEM,William C. Marland,Cabell,9506,
1950,primary,Attorney General,DEM,William C. Marland,Calhoun,826,
1950,primary,Attorney General,DEM,William C. Marland,Clay,1005,
1950,primary,Attorney General,DEM,William C. Marland,Doddridge,254,
1950,primary,Attorney General,DEM,William C. Marland,Fayette,5906,
1950,primary,Attorney General,DEM,William C. Marland,Gilmer,1171,
1950,primary,Attorney General,DEM,William C. Marland,Grant,128,
1950,primary,Attorney General,DEM,William C. Marland,Greenbrier,2305,
1950,primary,Attorney General,DEM,William C. Marland,Hampshire,596,
1950,primary,Attorney General,DEM,William C. Marland,Hancock,1800,
1950,primary,Attorney General,DEM,William C. Marland,Hardy,951,
1950,primary,Attorney General,DEM,William C. Marland,Harrison,5271,
1950,primary,Attorney General,DEM,William C. Marland,Jackson,877,
1950,primary,Attorney General,DEM,William C. Marland,Jefferson,1344,
1950,primary,Attorney General,DEM,William C. Marland,Kanawha,14721,
1950,primary,Attorney General,DEM,William C. Marland,Lewis,1420,
1950,primary,Attorney General,DEM,William C. Marland,Lincoln,1675,
1950,primary,Attorney General,DEM,William C. Marland,Logan,6842,
1950,primary,Attorney General,DEM,William C. Marland,Marion,5851,
1950,primary,Attorney General,DEM,William C. Marland,Marshall,1198,
1950,primary,Attorney General,DEM,William C. Marland,Mason,829,
1950,primary,Attorney General,DEM,William C. Marland,Mercer,4735,
1950,primary,Attorney General,DEM,William C. Marland,Mineral,842,
1950,primary,Attorney General,DEM,William C. Marland,Mingo,4677,
1950,primary,Attorney General,DEM,William C. Marland,Monongalia,2196,
1950,primary,Attorney General,DEM,William C. Marland,Monroe,589,
1950,primary,Attorney General,DEM,William C. Marland,Morgan,419,
1950,primary,Attorney General,DEM,William C. Marland,McDowell,9942,
1950,primary,Attorney General,DEM,William C. Marland,Nicholas,1822,
1950,primary,Attorney General,DEM,William C. Marland,Ohio,2913,
1950,primary,Attorney General,DEM,William C. Marland,Pendleton,796,
1950,primary,Attorney General,DEM,William C. Marland,Pleasants,286,
1950,primary,Attorney General,DEM,William C. Marland,Pocahontas,614,
1950,primary,Attorney General,DEM,William C. Marland,Preston,604,
1950,primary,Attorney General,DEM,William C. Marland,Putnam,1123,
1950,primary,Attorney General,DEM,William C. Marland,Raleigh,6541,
1950,primary,Attorney General,DEM,William C. Marland,Randolph,2893,
