year,election,office,party,candidate,county,votes,winner
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Totals,352094,TRUE
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Barbour,3757,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Berkeley,5197,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Boone,6049,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Braxton,3959,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Cabell,18868,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Calhoun,2045,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Clay,2503,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Doddridge,964,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Fayette,16945,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Gilmer,2123,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Grant,556,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Greenbrier,5623,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Hampshire,2019,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Hancock,5902,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Hardy,2020,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Harrison,18124,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Jackson,2541,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Jefferson,3079,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Kanawha,45131,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Lewis,3342,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Lincoln,4439,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Logan,15716,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Marion,15820,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Marshall,6581,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Mason,3873,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Mercer,12477,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Mineral,3235,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Mingo,9243,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Monongalia,9671,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Monroe,2373,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Morgan,928,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,McDowell,18554,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Nicholas,4245,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Ohio,11725,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Pendleton,1850,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Pleasants,1425,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Pocahontas,2479,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Preston,3101,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Putnam,3804,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Raleigh,15671,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Randolph,6316,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Ritchie,1420,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Roane,3375,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Summers,3446,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Taylor,3341,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Tucker,2095,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Tyler,1288,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Upshur,1796,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Wayne,6591,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Wetzel,3816,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Wirt,1189,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Wood,12797,
1950,general,Judge of the Supreme Court of Appeals,DEM,Leslie E. Given,Wyoming,6667,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Totals,270401,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Barbour,3297,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Berkeley,4852,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Boone,2380,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Braxton,2394,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Cabell,15521,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Calhoun,1434,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Clay,1933,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Doddridge,2051,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Fayette,6448,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Gilmer,1139,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Grant,2364,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Greenbrier,3239,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Hampshire,937,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Hancock,4708,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Hardy,1083,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Harrison,13117,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Jackson,3824,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Jefferson,1638,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Kanawha,37230,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Lewis,4534,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Lincoln,3929,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Logan,5448,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Marion,10156,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Marshall,6666,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Mason,4750,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Mercer,8212,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Mineral,3793,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Mingo,3618,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Monongalia,8312,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Monroe,2440,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Morgan,1934,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,McDowell,6782,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Nicholas,2689,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Ohio,13903,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Pendleton,1348,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Pleasants,1463,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Pocahontas,1914,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Preston,5554,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Putnam,3479,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Raleigh,9055,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Randolph,3361,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Ritchie,3252,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Roane,3935,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Summers,1969,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Taylor,3469,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Tucker,1767,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Tyler,2767,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Upshur,4109,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Wayne,3761,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Wetzel,3032,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Wirt,1189,
1950,general,Judge of the Supreme Court of Appeals,REP,Charles Ritchie,Wood,14607,
