year,election,office,party,candidate,county,votes,winner
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Totals,99562,TRUE
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Barbour,1177,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Berkeley,819,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Boone,1895,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Braxton,1381,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Brooke,926,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Cabell,7108,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Calhoun,789,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Clay,898,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Doddridge,247,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Fayette,447,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Gilmer,1094,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Grant,152,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Greenbrier,1667,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Hampshire,772,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Hancock,1229,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Hardy,1079,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Harrison,4218,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Jackson,828,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Jefferson,989,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Kanawha,11520,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Lewis,1100,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Lincoln,1450,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Logan,8417,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Marion,4307,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Marshall,877,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Mason,790,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Mercer,3124,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Mineral,995,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Mingo,2425,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Monongalia,1294,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Monroe,508,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Morgan,526,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",McDowell,9296,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Nicholas,1330,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Ohio,1804,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Pendleton,828,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Pleasants,240,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Pocahontas,509,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Preston,462,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Putnam,854,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Raleigh,4096,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Randolph,2514,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Ritchie,283,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Roane,594,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Summers,1197,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Taylor,649,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Tucker,814,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Tyler,188,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Upshur,478,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Wayne,2093,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Webster,1290,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Wetzel,798,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Wirt,423,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Wood,2120,
1950,primary,State Treasurer,DEM,"Wiliam H. Ansel, Jr.",Wyoming,1654,
1950,primary,State Treasurer,DEM,Hiram Phillips,Totals,50589,
1950,primary,State Treasurer,DEM,Hiram Phillips,Barbour,360,
1950,primary,State Treasurer,DEM,Hiram Phillips,Berkeley,389,
1950,primary,State Treasurer,DEM,Hiram Phillips,Boone,828,
1950,primary,State Treasurer,DEM,Hiram Phillips,Braxton,934,
1950,primary,State Treasurer,DEM,Hiram Phillips,Brooke,814,
1950,primary,State Treasurer,DEM,Hiram Phillips,Cabell,3361,
1950,primary,State Treasurer,DEM,Hiram Phillips,Calhoun,395,
1950,primary,State Treasurer,DEM,Hiram Phillips,Clay,365,
1950,primary,State Treasurer,DEM,Hiram Phillips,Doddridge,68,
1950,primary,State Treasurer,DEM,Hiram Phillips,Fayette,2290,
1950,primary,State Treasurer,DEM,Hiram Phillips,Gilmer,368,
1950,primary,State Treasurer,DEM,Hiram Phillips,Grant,34,
1950,primary,State Treasurer,DEM,Hiram Phillips,Greenbrier,931,
1950,primary,State Treasurer,DEM,Hiram Phillips,Hampshire,75,
1950,primary,State Treasurer,DEM,Hiram Phillips,Hancock,1087,
1950,primary,State Treasurer,DEM,Hiram Phillips,Hardy,118,
1950,primary,State Treasurer,DEM,Hiram Phillips,Harrison,1648,
1950,primary,State Treasurer,DEM,Hiram Phillips,Jackson,305,
1950,primary,State Treasurer,DEM,Hiram Phillips,Jefferson,513,
