county,precinct,office,district,candidate,party,votes,
Monongalia,81,STRAIGHT PARTY,,,REP,35,
Monongalia,82,STRAIGHT PARTY,,,REP,55,
Monongalia,83A,STRAIGHT PARTY,,,REP,31,
Monongalia,83B,STRAIGHT PARTY,,,REP,44,
Monongalia,84,STRAIGHT PARTY,,,REP,35,
Monongalia,85,STRAIGHT PARTY,,,REP,11,
Monongalia,86,STRAIGHT PARTY,,,REP,34,
Monongalia,87,STRAIGHT PARTY,,,REP,66,
Monongalia,88,STRAIGHT PARTY,,,REP,41,
Monongalia,90,STRAIGHT PARTY,,,REP,15,
Monongalia,91,STRAIGHT PARTY,,,REP,62,
Monongalia,93,STRAIGHT PARTY,,,REP,1,
Monongalia,Total,STRAIGHT PARTY,,,REP,2643,
Monongalia,1,STRAIGHT PARTY,,,DEM,82,
Monongalia,2,STRAIGHT PARTY,,,DEM,90,
Monongalia,4,STRAIGHT PARTY,,,DEM,93,
Monongalia,6,STRAIGHT PARTY,,,DEM,81,
Monongalia,8,STRAIGHT PARTY,,,DEM,93,
Monongalia,10,STRAIGHT PARTY,,,DEM,96,
Monongalia,12,STRAIGHT PARTY,,,DEM,46,
Monongalia,13,STRAIGHT PARTY,,,DEM,75,
Monongalia,14,STRAIGHT PARTY,,,DEM,32,
Monongalia,15,STRAIGHT PARTY,,,DEM,27,
Monongalia,16,STRAIGHT PARTY,,,DEM,108,
Monongalia,20,STRAIGHT PARTY,,,DEM,26,
Monongalia,21,STRAIGHT PARTY,,,DEM,124,
Monongalia,23,STRAIGHT PARTY,,,DEM,103,
Monongalia,25,STRAIGHT PARTY,,,DEM,119,
Monongalia,26,STRAIGHT PARTY,,,DEM,44,
Monongalia,27,STRAIGHT PARTY,,,DEM,22,
Monongalia,30,STRAIGHT PARTY,,,DEM,118,
Monongalia,32,STRAIGHT PARTY,,,DEM,87,
Monongalia,33,STRAIGHT PARTY,,,DEM,86,
Monongalia,34,STRAIGHT PARTY,,,DEM,75,
Monongalia,35,STRAIGHT PARTY,,,DEM,56,
Monongalia,36,STRAIGHT PARTY,,,DEM,101,
Monongalia,38A,STRAIGHT PARTY,,,DEM,56,
Monongalia,38B,STRAIGHT PARTY,,,DEM,43,
Monongalia,40,STRAIGHT PARTY,,,DEM,21,
Monongalia,41,STRAIGHT PARTY,,,DEM,20,
Monongalia,42,STRAIGHT PARTY,,,DEM,38,
Monongalia,44,STRAIGHT PARTY,,,DEM,54,
Monongalia,46,STRAIGHT PARTY,,,DEM,36,
Monongalia,47,STRAIGHT PARTY,,,DEM,77,
Monongalia,48,STRAIGHT PARTY,,,DEM,47,
Monongalia,49,STRAIGHT PARTY,,,DEM,10,
Monongalia,51,STRAIGHT PARTY,,,DEM,52,
Monongalia,52,STRAIGHT PARTY,,,DEM,46,
Monongalia,53,STRAIGHT PARTY,,,DEM,38,
Monongalia,54,STRAIGHT PARTY,,,DEM,28,
Monongalia,55,STRAIGHT PARTY,,,DEM,37,
Monongalia,56,STRAIGHT PARTY,,,DEM,11,
Monongalia,58,STRAIGHT PARTY,,,DEM,17,
Monongalia,59,STRAIGHT PARTY,,,DEM,59,
Monongalia,60,STRAIGHT PARTY,,,DEM,53,
Monongalia,61,STRAIGHT PARTY,,,DEM,85,
Monongalia,62,STRAIGHT PARTY,,,DEM,78,
Monongalia,63,STRAIGHT PARTY,,,DEM,76,
Monongalia,64,STRAIGHT PARTY,,,DEM,39,
Monongalia,67,STRAIGHT PARTY,,,DEM,106,
Monongalia,68,STRAIGHT PARTY,,,DEM,35,
Monongalia,69,STRAIGHT PARTY,,,DEM,44,
Monongalia,71,STRAIGHT PARTY,,,DEM,103,
Monongalia,72,STRAIGHT PARTY,,,DEM,96,
Monongalia,74,STRAIGHT PARTY,,,DEM,53,
Monongalia,75,STRAIGHT PARTY,,,DEM,60,
Monongalia,76,STRAIGHT PARTY,,,DEM,38,
Monongalia,77A,STRAIGHT PARTY,,,DEM,76,
Monongalia,77B,STRAIGHT PARTY,,,DEM,63,
Monongalia,78A,STRAIGHT PARTY,,,DEM,56,
Monongalia,78B,STRAIGHT PARTY,,,DEM,36,
Monongalia,79A,STRAIGHT PARTY,,,DEM,49,
Monongalia,79B,STRAIGHT PARTY,,,DEM,43,
Monongalia,81,STRAIGHT PARTY,,,DEM,59,
Monongalia,82,STRAIGHT PARTY,,,DEM,58,
Monongalia,83A,STRAIGHT PARTY,,,DEM,72,
Monongalia,83B,STRAIGHT PARTY,,,DEM,61,
Monongalia,84,STRAIGHT PARTY,,,DEM,62,
Monongalia,85,STRAIGHT PARTY,,,DEM,10,
Monongalia,86,STRAIGHT PARTY,,,DEM,79,
Monongalia,87,STRAIGHT PARTY,,,DEM,88,
Monongalia,88,STRAIGHT PARTY,,,DEM,62,
Monongalia,90,STRAIGHT PARTY,,,DEM,28,
Monongalia,91,STRAIGHT PARTY,,,DEM,98,
Monongalia,93,STRAIGHT PARTY,,,DEM,0,
Monongalia,Total,STRAIGHT PARTY,,,DEM,4340,
Monongalia,1,STRAIGHT PARTY,,,MOUNTAIN,3,
Monongalia,2,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,4,STRAIGHT PARTY,,,MOUNTAIN,1,
Monongalia,6,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,8,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,10,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,12,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,13,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,14,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,15,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,16,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,20,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,21,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,23,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,25,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,26,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,27,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,30,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,32,STRAIGHT PARTY,,,MOUNTAIN,1,
Monongalia,33,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,34,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,35,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,36,STRAIGHT PARTY,,,MOUNTAIN,1,
Monongalia,38A,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,38B,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,40,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,41,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,42,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,44,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,46,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,47,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,48,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,49,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,51,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,52,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,53,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,54,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,55,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,56,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,58,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,59,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,60,STRAIGHT PARTY,,,MOUNTAIN,1,
Monongalia,61,STRAIGHT PARTY,,,MOUNTAIN,1,
Monongalia,62,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,63,STRAIGHT PARTY,,,MOUNTAIN,1,
Monongalia,64,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,67,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,68,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,69,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,71,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,72,STRAIGHT PARTY,,,MOUNTAIN,1,
Monongalia,74,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,75,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,76,STRAIGHT PARTY,,,MOUNTAIN,1,
Monongalia,77A,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,77B,STRAIGHT PARTY,,,MOUNTAIN,1,
Monongalia,78A,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,78B,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,79A,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,79B,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,81,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,82,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,83A,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,83B,STRAIGHT PARTY,,,MOUNTAIN,1,
Monongalia,84,STRAIGHT PARTY,,,MOUNTAIN,2,
Monongalia,85,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,86,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,87,STRAIGHT PARTY,,,MOUNTAIN,1,
Monongalia,88,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,90,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,91,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,93,STRAIGHT PARTY,,,MOUNTAIN,0,
Monongalia,Total,STRAIGHT PARTY,,,MOUNTAIN,40,
Monongalia,1,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,2,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,4,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,6,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,8,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,10,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,12,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,13,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,14,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,15,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,16,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,20,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,21,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,23,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,25,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,26,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,27,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,30,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,32,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,33,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,34,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,35,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,36,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,38A,STRAIGHT PARTY,,,CONSTITUTION,2,
Monongalia,38B,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,40,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,41,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,42,STRAIGHT PARTY,,,CONSTITUTION,2,
Monongalia,44,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,46,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,47,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,48,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,49,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,51,STRAIGHT PARTY,,,CONSTITUTION,2,
Monongalia,52,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,53,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,54,STRAIGHT PARTY,,,CONSTITUTION,2,
Monongalia,55,STRAIGHT PARTY,,,CONSTITUTION,2,
Monongalia,56,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,58,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,59,STRAIGHT PARTY,,,CONSTITUTION,2,
Monongalia,60,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,61,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,62,STRAIGHT PARTY,,,CONSTITUTION,2,
Monongalia,63,STRAIGHT PARTY,,,CONSTITUTION,2,
Monongalia,64,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,67,STRAIGHT PARTY,,,CONSTITUTION,2,
Monongalia,68,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,69,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,71,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,72,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,74,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,75,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,76,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,77A,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,77B,STRAIGHT PARTY,,,CONSTITUTION,2,
Monongalia,78A,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,78B,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,79A,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,79B,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,81,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,82,STRAIGHT PARTY,,,CONSTITUTION,4,
Monongalia,83A,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,83B,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,84,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,85,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,86,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,87,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,88,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,90,STRAIGHT PARTY,,,CONSTITUTION,1,
Monongalia,91,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,93,STRAIGHT PARTY,,,CONSTITUTION,0,
Monongalia,Total,STRAIGHT PARTY,,,CONSTITUTION,45,
Monongalia,1,PRESIDENT,,JOHN McCAIN,,231,
Monongalia,2,PRESIDENT,,JOHN McCAIN,,275,
Monongalia,4,PRESIDENT,,JOHN McCAIN,,311,
Monongalia,6,PRESIDENT,,JOHN McCAIN,,80,
Monongalia,8,PRESIDENT,,JOHN McCAIN,,260,
Monongalia,10,PRESIDENT,,JOHN McCAIN,,100,
Monongalia,12,PRESIDENT,,JOHN McCAIN,,94,
Monongalia,13,PRESIDENT,,JOHN McCAIN,,78,
Monongalia,14,PRESIDENT,,JOHN McCAIN,,83,
Monongalia,15,PRESIDENT,,JOHN McCAIN,,52,
Monongalia,16,PRESIDENT,,JOHN McCAIN,,180,
Monongalia,20,PRESIDENT,,JOHN McCAIN,,40,
Monongalia,21,PRESIDENT,,JOHN McCAIN,,235,
Monongalia,23,PRESIDENT,,JOHN McCAIN,,407,
Monongalia,25,PRESIDENT,,JOHN McCAIN,,294,
Monongalia,26,PRESIDENT,,JOHN McCAIN,,266,
Monongalia,27,PRESIDENT,,JOHN McCAIN,,147,
Monongalia,30,PRESIDENT,,JOHN McCAIN,,274,
Monongalia,32,PRESIDENT,,JOHN McCAIN,,455,
Monongalia,33,PRESIDENT,,JOHN McCAIN,,291,
Monongalia,34,PRESIDENT,,JOHN McCAIN,,338,
Monongalia,35,PRESIDENT,,JOHN McCAIN,,160,
Monongalia,36,PRESIDENT,,JOHN McCAIN,,324,
Monongalia,38A,PRESIDENT,,JOHN McCAIN,,375,
Monongalia,38B,PRESIDENT,,JOHN McCAIN,,267,
Monongalia,40,PRESIDENT,,JOHN McCAIN,,101,
Monongalia,41,PRESIDENT,,JOHN McCAIN,,63,
Monongalia,42,PRESIDENT,,JOHN McCAIN,,137,
Monongalia,44,PRESIDENT,,JOHN McCAIN,,265,
Monongalia,46,PRESIDENT,,JOHN McCAIN,,76,
Monongalia,47,PRESIDENT,,JOHN McCAIN,,135,
Monongalia,48,PRESIDENT,,JOHN McCAIN,,63,
Monongalia,49,PRESIDENT,,JOHN McCAIN,,47,
Monongalia,51,PRESIDENT,,JOHN McCAIN,,102,
Monongalia,52,PRESIDENT,,JOHN McCAIN,,169,
Monongalia,53,PRESIDENT,,JOHN McCAIN,,115,
Monongalia,54,PRESIDENT,,JOHN McCAIN,,121,
Monongalia,55,PRESIDENT,,JOHN McCAIN,,184,
Monongalia,56,PRESIDENT,,JOHN McCAIN,,30,
Monongalia,58,PRESIDENT,,JOHN McCAIN,,107,
Monongalia,59,PRESIDENT,,JOHN McCAIN,,422,
Monongalia,60,PRESIDENT,,JOHN McCAIN,,303,
Monongalia,61,PRESIDENT,,JOHN McCAIN,,526,
Monongalia,62,PRESIDENT,,JOHN McCAIN,,424,
Monongalia,63,PRESIDENT,,JOHN McCAIN,,324,
Monongalia,64,PRESIDENT,,JOHN McCAIN,,130,
Monongalia,67,PRESIDENT,,JOHN McCAIN,,181,
Monongalia,68,PRESIDENT,,JOHN McCAIN,,319,
Monongalia,69,PRESIDENT,,JOHN McCAIN,,188,
Monongalia,71,PRESIDENT,,JOHN McCAIN,,325,
Monongalia,72,PRESIDENT,,JOHN McCAIN,,258,
Monongalia,74,PRESIDENT,,JOHN McCAIN,,91,
Monongalia,75,PRESIDENT,,JOHN McCAIN,,266,
Monongalia,76,PRESIDENT,,JOHN McCAIN,,34,
Monongalia,77A,PRESIDENT,,JOHN McCAIN,,375,
Monongalia,77B,PRESIDENT,,JOHN McCAIN,,365,
Monongalia,78A,PRESIDENT,,JOHN McCAIN,,327,
Monongalia,78B,PRESIDENT,,JOHN McCAIN,,253,
Monongalia,79A,PRESIDENT,,JOHN McCAIN,,320,
Monongalia,79B,PRESIDENT,,JOHN McCAIN,,430,
Monongalia,81,PRESIDENT,,JOHN McCAIN,,210,
Monongalia,82,PRESIDENT,,JOHN McCAIN,,318,
Monongalia,83A,PRESIDENT,,JOHN McCAIN,,252,
Monongalia,83B,PRESIDENT,,JOHN McCAIN,,259,
Monongalia,84,PRESIDENT,,JOHN McCAIN,,208,
Monongalia,85,PRESIDENT,,JOHN McCAIN,,58,
Monongalia,86,PRESIDENT,,JOHN McCAIN,,265,
Monongalia,87,PRESIDENT,,JOHN McCAIN,,302,
Monongalia,88,PRESIDENT,,JOHN McCAIN,,283,
Monongalia,90,PRESIDENT,,JOHN McCAIN,,106,
Monongalia,91,PRESIDENT,,JOHN McCAIN,,318,
Monongalia,93,PRESIDENT,,JOHN McCAIN,,3,
Monongalia,Total,PRESIDENT,,JOHN McCAIN,,15775,0
Monongalia,1,PRESIDENT,,BARACK OBAMA,,340,
Monongalia,2,PRESIDENT,,BARACK OBAMA,,553,
Monongalia,4,PRESIDENT,,BARACK OBAMA,,576,
Monongalia,6,PRESIDENT,,BARACK OBAMA,,311,
Monongalia,8,PRESIDENT,,BARACK OBAMA,,443,
Monongalia,10,PRESIDENT,,BARACK OBAMA,,327,
Monongalia,12,PRESIDENT,,BARACK OBAMA,,153,
Monongalia,13,PRESIDENT,,BARACK OBAMA,,203,
Monongalia,14,PRESIDENT,,BARACK OBAMA,,187,
Monongalia,15,PRESIDENT,,BARACK OBAMA,,83,
Monongalia,16,PRESIDENT,,BARACK OBAMA,,438,
Monongalia,20,PRESIDENT,,BARACK OBAMA,,126,
Monongalia,21,PRESIDENT,,BARACK OBAMA,,410,
Monongalia,23,PRESIDENT,,BARACK OBAMA,,472,
Monongalia,25,PRESIDENT,,BARACK OBAMA,,367,
Monongalia,26,PRESIDENT,,BARACK OBAMA,,253,
Monongalia,27,PRESIDENT,,BARACK OBAMA,,139,
Monongalia,30,PRESIDENT,,BARACK OBAMA,,440,
Monongalia,32,PRESIDENT,,BARACK OBAMA,,418,
Monongalia,33,PRESIDENT,,BARACK OBAMA,,272,
Monongalia,34,PRESIDENT,,BARACK OBAMA,,286,
Monongalia,35,PRESIDENT,,BARACK OBAMA,,200,
Monongalia,36,PRESIDENT,,BARACK OBAMA,,371,
Monongalia,38A,PRESIDENT,,BARACK OBAMA,,259,
Monongalia,38B,PRESIDENT,,BARACK OBAMA,,257,
Monongalia,40,PRESIDENT,,BARACK OBAMA,,64,
Monongalia,41,PRESIDENT,,BARACK OBAMA,,42,
Monongalia,42,PRESIDENT,,BARACK OBAMA,,90,
Monongalia,44,PRESIDENT,,BARACK OBAMA,,227,
Monongalia,46,PRESIDENT,,BARACK OBAMA,,83,
Monongalia,47,PRESIDENT,,BARACK OBAMA,,196,
Monongalia,48,PRESIDENT,,BARACK OBAMA,,100,
Monongalia,49,PRESIDENT,,BARACK OBAMA,,32,
Monongalia,51,PRESIDENT,,BARACK OBAMA,,117,
Monongalia,52,PRESIDENT,,BARACK OBAMA,,123,
Monongalia,53,PRESIDENT,,BARACK OBAMA,,78,
Monongalia,54,PRESIDENT,,BARACK OBAMA,,96,
Monongalia,55,PRESIDENT,,BARACK OBAMA,,112,
Monongalia,56,PRESIDENT,,BARACK OBAMA,,38,
Monongalia,58,PRESIDENT,,BARACK OBAMA,,52,
Monongalia,59,PRESIDENT,,BARACK OBAMA,,277,
Monongalia,60,PRESIDENT,,BARACK OBAMA,,273,
Monongalia,61,PRESIDENT,,BARACK OBAMA,,422,
Monongalia,62,PRESIDENT,,BARACK OBAMA,,345,
Monongalia,63,PRESIDENT,,BARACK OBAMA,,245,
Monongalia,64,PRESIDENT,,BARACK OBAMA,,95,
Monongalia,67,PRESIDENT,,BARACK OBAMA,,194,
Monongalia,68,PRESIDENT,,BARACK OBAMA,,214,
Monongalia,69,PRESIDENT,,BARACK OBAMA,,147,
Monongalia,71,PRESIDENT,,BARACK OBAMA,,414,
Monongalia,72,PRESIDENT,,BARACK OBAMA,,318,
Monongalia,74,PRESIDENT,,BARACK OBAMA,,128,
Monongalia,75,PRESIDENT,,BARACK OBAMA,,242,
Monongalia,76,PRESIDENT,,BARACK OBAMA,,81,
Monongalia,77A,PRESIDENT,,BARACK OBAMA,,345,
Monongalia,77B,PRESIDENT,,BARACK OBAMA,,262,
Monongalia,78A,PRESIDENT,,BARACK OBAMA,,258,
Monongalia,78B,PRESIDENT,,BARACK OBAMA,,192,
Monongalia,79A,PRESIDENT,,BARACK OBAMA,,189,
Monongalia,79B,PRESIDENT,,BARACK OBAMA,,202,
Monongalia,81,PRESIDENT,,BARACK OBAMA,,202,
Monongalia,82,PRESIDENT,,BARACK OBAMA,,222,
Monongalia,83A,PRESIDENT,,BARACK OBAMA,,271,
Monongalia,83B,PRESIDENT,,BARACK OBAMA,,209,
Monongalia,84,PRESIDENT,,BARACK OBAMA,,253,
Monongalia,85,PRESIDENT,,BARACK OBAMA,,52,
Monongalia,86,PRESIDENT,,BARACK OBAMA,,352,
Monongalia,87,PRESIDENT,,BARACK OBAMA,,423,
Monongalia,88,PRESIDENT,,BARACK OBAMA,,335,
Monongalia,90,PRESIDENT,,BARACK OBAMA,,142,
Monongalia,91,PRESIDENT,,BARACK OBAMA,,421,
Monongalia,93,PRESIDENT,,BARACK OBAMA,,2,
Monongalia,Total,PRESIDENT,,BARACK OBAMA,,17061,
Monongalia,1,PRESIDENT,,CYNTHIA MCKINNEY,,3,
Monongalia,2,PRESIDENT,,CYNTHIA MCKINNEY,,4,
Monongalia,4,PRESIDENT,,CYNTHIA MCKINNEY,,3,
Monongalia,6,PRESIDENT,,CYNTHIA MCKINNEY,,3,
Monongalia,8,PRESIDENT,,CYNTHIA MCKINNEY,,3,
Monongalia,10,PRESIDENT,,CYNTHIA MCKINNEY,,1,
