county,office,district,party,candidate,votes
Barbour,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2121
Berkeley,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",14508
Boone,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",3894
Braxton,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2148
Brooke,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",3987
Cabell,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",16909
Calhoun,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",967
Clay,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",1141
Doddridge,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",746
Fayette,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",6502
Gilmer,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",944
Grant,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",935
Greenbrier,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",6201
Hampshire,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2325
Hancock,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",4707
Hardy,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",1880
Harrison,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",11491
Jackson,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",4890
Jefferson,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",10666
Kanawha,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",39333
Lewis,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2326
Lincoln,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2899
Logan,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",4574
Marion,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",10889
Marshall,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",5485
Mason,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",4270
McDowell,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2222
Mercer,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",7430
Mineral,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",3108
Mingo,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2929
Monongalia,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",18010
Monroe,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2125
Morgan,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2143
Nicholas,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",3588
Ohio,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",8731
Pendleton,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",948
Pleasants,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",1157
Pocahontas,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",1269
Preston,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",3686
Putnam,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",10513
Raleigh,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",10581
Randolph,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",4472
Ritchie,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",1082
Roane,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2165
Summers,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2069
Taylor,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2376
Tucker,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",1469
Tyler,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",1065
Upshur,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",3102
Wayne,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",6395
Webster,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",1033
Wetzel,U.S. Senate,,DEM,"JOSEPH MANCHIN, III",2518
