year,election,office,party,district,candidate,county,votes,winner
2000,primary,Secretary of State,D,,"Joe Manchin, III",Totals,141839,TRUE
2000,primary,Secretary of State,D,,"Joe Manchin, III",Barbour,1430,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Berkeley,1912,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Boone,3178,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Braxton,1901,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Brooke,2244,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Cabell,4953,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Calhoun,801,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Clay,1379,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Doddridge,268,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Fayette,4613,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Gilmer,1101,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Grant,174,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Greenbrier,3077,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Hampshire,1176,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Hancock,2868,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Hardy,1128,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Harrison,6976,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Jackson,2024,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Jefferson,1449,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Kanawha,15091,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Lewis,1248,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Lincoln,2593,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Logan,6253,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Marion,6852,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Marshall,2812,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Mason,2796,
2000,primary,Secretary of State,D,,"Joe Manchin, III",McDowell,2720,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Mercer,4935,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Mineral,1326,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Mingo,3997,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Monongalia,2023,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Monroe,1107,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Morgan,399,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Nicholas,2692,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Ohio,3787,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Pendleton,785,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Pleasants,602,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Pocahontas,896,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Preston,1335,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Putnam,3501,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Raleigh,6067,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Randolph,3216,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Ritchie,451,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Roane,1064,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Summers,1635,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Taylor,1575,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Tucker,994,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Tyler,500,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Upshur,1018,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Wayne,4034,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Webster,1359,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Wetzel,2036,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Wirt,581,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Wood,4338,
2000,primary,Secretary of State,D,,"Joe Manchin, III",Wyoming,2569,
2000,primary,Secretary of State,D,,Bobby Nelson,Totals,20259,
2000,primary,Secretary of State,D,,Bobby Nelson,Barbour,70,
2000,primary,Secretary of State,D,,Bobby Nelson,Berkeley,235,
2000,primary,Secretary of State,D,,Bobby Nelson,Boone,650,
2000,primary,Secretary of State,D,,Bobby Nelson,Braxton,177,
2000,primary,Secretary of State,D,,Bobby Nelson,Brooke,220,
2000,primary,Secretary of State,D,,Bobby Nelson,Cabell,3671,
2000,primary,Secretary of State,D,,Bobby Nelson,Calhoun,62,
2000,primary,Secretary of State,D,,Bobby Nelson,Clay,106,
2000,primary,Secretary of State,D,,Bobby Nelson,Doddridge,27,
2000,primary,Secretary of State,D,,Bobby Nelson,Fayette,621,
2000,primary,Secretary of State,D,,Bobby Nelson,Gilmer,70,
2000,primary,Secretary of State,D,,Bobby Nelson,Grant,16,
2000,primary,Secretary of State,D,,Bobby Nelson,Greenbrier,371,
2000,primary,Secretary of State,D,,Bobby Nelson,Hampshire,124,
2000,primary,Secretary of State,D,,Bobby Nelson,Hancock,341,
2000,primary,Secretary of State,D,,Bobby Nelson,Hardy,131,
2000,primary,Secretary of State,D,,Bobby Nelson,Harrison,612,
2000,primary,Secretary of State,D,,Bobby Nelson,Jackson,432,
2000,primary,Secretary of State,D,,Bobby Nelson,Jefferson,218,
2000,primary,Secretary of State,D,,Bobby Nelson,Kanawha,2651,
2000,primary,Secretary of State,D,,Bobby Nelson,Lewis,95,
2000,primary,Secretary of State,D,,Bobby Nelson,Lincoln,425,
2000,primary,Secretary of State,D,,Bobby Nelson,Logan,323,
2000,primary,Secretary of State,D,,Bobby Nelson,Marion,357,
2000,primary,Secretary of State,D,,Bobby Nelson,Marshall,284,
2000,primary,Secretary of State,D,,Bobby Nelson,Mason,477,
2000,primary,Secretary of State,D,,Bobby Nelson,McDowell,228,
2000,primary,Secretary of State,D,,Bobby Nelson,Mercer,363,
2000,primary,Secretary of State,D,,Bobby Nelson,Mineral,159,
2000,primary,Secretary of State,D,,Bobby Nelson,Mingo,409,
2000,primary,Secretary of State,D,,Bobby Nelson,Monongalia,281,
2000,primary,Secretary of State,D,,Bobby Nelson,Monroe,132,
2000,primary,Secretary of State,D,,Bobby Nelson,Morgan,45,
2000,primary,Secretary of State,D,,Bobby Nelson,Nicholas,268,
2000,primary,Secretary of State,D,,Bobby Nelson,Ohio,279,
2000,primary,Secretary of State,D,,Bobby Nelson,Pendleton,74,
2000,primary,Secretary of State,D,,Bobby Nelson,Pleasants,52,
2000,primary,Secretary of State,D,,Bobby Nelson,Pocahontas,95,
2000,primary,Secretary of State,D,,Bobby Nelson,Preston,117,
2000,primary,Secretary of State,D,,Bobby Nelson,Putnam,830,
2000,primary,Secretary of State,D,,Bobby Nelson,Raleigh,812,
2000,primary,Secretary of State,D,,Bobby Nelson,Randolph,166,
2000,primary,Secretary of State,D,,Bobby Nelson,Ritchie,34,
2000,primary,Secretary of State,D,,Bobby Nelson,Roane,156,
2000,primary,Secretary of State,D,,Bobby Nelson,Summers,230,
2000,primary,Secretary of State,D,,Bobby Nelson,Taylor,112,
2000,primary,Secretary of State,D,,Bobby Nelson,Tucker,60,
2000,primary,Secretary of State,D,,Bobby Nelson,Tyler,35,
2000,primary,Secretary of State,D,,Bobby Nelson,Upshur,84,
2000,primary,Secretary of State,D,,Bobby Nelson,Wayne,1444,
2000,primary,Secretary of State,D,,Bobby Nelson,Webster,104,
2000,primary,Secretary of State,D,,Bobby Nelson,Wetzel,181,
2000,primary,Secretary of State,D,,Bobby Nelson,Wirt,44,
2000,primary,Secretary of State,D,,Bobby Nelson,Wood,417,
2000,primary,Secretary of State,D,,Bobby Nelson,Wyoming,282,
2000,primary,Secretary of State,D,,Mike Oliverio,Totals,35424,
2000,primary,Secretary of State,D,,Mike Oliverio,Barbour,372,
2000,primary,Secretary of State,D,,Mike Oliverio,Berkeley,755,
2000,primary,Secretary of State,D,,Mike Oliverio,Boone,258,
2000,primary,Secretary of State,D,,Mike Oliverio,Braxton,537,
2000,primary,Secretary of State,D,,Mike Oliverio,Brooke,498,
2000,primary,Secretary of State,D,,Mike Oliverio,Cabell,711,
2000,primary,Secretary of State,D,,Mike Oliverio,Calhoun,79,
2000,primary,Secretary of State,D,,Mike Oliverio,Clay,136,
2000,primary,Secretary of State,D,,Mike Oliverio,Doddridge,85,
2000,primary,Secretary of State,D,,Mike Oliverio,Fayette,633,
2000,primary,Secretary of State,D,,Mike Oliverio,Gilmer,214,
2000,primary,Secretary of State,D,,Mike Oliverio,Grant,35,
2000,primary,Secretary of State,D,,Mike Oliverio,Greenbrier,480,
2000,primary,Secretary of State,D,,Mike Oliverio,Hampshire,162,
2000,primary,Secretary of State,D,,Mike Oliverio,Hancock,748,
2000,primary,Secretary of State,D,,Mike Oliverio,Hardy,212,
2000,primary,Secretary of State,D,,Mike Oliverio,Harrison,2922,
2000,primary,Secretary of State,D,,Mike Oliverio,Jackson,184,
2000,primary,Secretary of State,D,,Mike Oliverio,Jefferson,350,
2000,primary,Secretary of State,D,,Mike Oliverio,Kanawha,3868,
2000,primary,Secretary of State,D,,Mike Oliverio,Lewis,302,
2000,primary,Secretary of State,D,,Mike Oliverio,Lincoln,81,
2000,primary,Secretary of State,D,,Mike Oliverio,Logan,462,
2000,primary,Secretary of State,D,,Mike Oliverio,Marion,3764,
2000,primary,Secretary of State,D,,Mike Oliverio,Marshall,504,
2000,primary,Secretary of State,D,,Mike Oliverio,Mason,139,
2000,primary,Secretary of State,D,,Mike Oliverio,McDowell,294,
2000,primary,Secretary of State,D,,Mike Oliverio,Mercer,1268,
2000,primary,Secretary of State,D,,Mike Oliverio,Mineral,203,
2000,primary,Secretary of State,D,,Mike Oliverio,Mingo,119,
2000,primary,Secretary of State,D,,Mike Oliverio,Monongalia,6120,
2000,primary,Secretary of State,D,,Mike Oliverio,Monroe,185,
2000,primary,Secretary of State,D,,Mike Oliverio,Morgan,78,
2000,primary,Secretary of State,D,,Mike Oliverio,Nicholas,334,
2000,primary,Secretary of State,D,,Mike Oliverio,Ohio,1234,
2000,primary,Secretary of State,D,,Mike Oliverio,Pendleton,110,
2000,primary,Secretary of State,D,,Mike Oliverio,Pleasants,258,
2000,primary,Secretary of State,D,,Mike Oliverio,Pocahontas,124,
2000,primary,Secretary of State,D,,Mike Oliverio,Preston,1124,
2000,primary,Secretary of State,D,,Mike Oliverio,Putnam,570,
2000,primary,Secretary of State,D,,Mike Oliverio,Raleigh,928,
2000,primary,Secretary of State,D,,Mike Oliverio,Randolph,554,
2000,primary,Secretary of State,D,,Mike Oliverio,Ritchie,60,
2000,primary,Secretary of State,D,,Mike Oliverio,Roane,149,
2000,primary,Secretary of State,D,,Mike Oliverio,Summers,245,
2000,primary,Secretary of State,D,,Mike Oliverio,Taylor,499,
2000,primary,Secretary of State,D,,Mike Oliverio,Tucker,196,
2000,primary,Secretary of State,D,,Mike Oliverio,Tyler,135,
2000,primary,Secretary of State,D,,Mike Oliverio,Upshur,284,
2000,primary,Secretary of State,D,,Mike Oliverio,Wayne,285,
2000,primary,Secretary of State,D,,Mike Oliverio,Webster,272,
2000,primary,Secretary of State,D,,Mike Oliverio,Wetzel,355,
2000,primary,Secretary of State,D,,Mike Oliverio,Wirt,73,
2000,primary,Secretary of State,D,,Mike Oliverio,Wood,676,
2000,primary,Secretary of State,D,,Mike Oliverio,Wyoming,201,
2000,primary,Secretary of State,D,,Charlotte Pritt,Totals,80148,
2000,primary,Secretary of State,D,,Charlotte Pritt,Barbour,559,
2000,primary,Secretary of State,D,,Charlotte Pritt,Berkeley,1932,
2000,primary,Secretary of State,D,,Charlotte Pritt,Boone,2211,
2000,primary,Secretary of State,D,,Charlotte Pritt,Braxton,1122,
2000,primary,Secretary of State,D,,Charlotte Pritt,Brooke,1590,
2000,primary,Secretary of State,D,,Charlotte Pritt,Cabell,2214,
2000,primary,Secretary of State,D,,Charlotte Pritt,Calhoun,414,
2000,primary,Secretary of State,D,,Charlotte Pritt,Clay,809,
2000,primary,Secretary of State,D,,Charlotte Pritt,Doddridge,115,
2000,primary,Secretary of State,D,,Charlotte Pritt,Fayette,2707,
2000,primary,Secretary of State,D,,Charlotte Pritt,Gilmer,534,
2000,primary,Secretary of State,D,,Charlotte Pritt,Grant,119,
2000,primary,Secretary of State,D,,Charlotte Pritt,Greenbrier,1698,
2000,primary,Secretary of State,D,,Charlotte Pritt,Hampshire,747,
2000,primary,Secretary of State,D,,Charlotte Pritt,Hancock,2847,
2000,primary,Secretary of State,D,,Charlotte Pritt,Hardy,474,
2000,primary,Secretary of State,D,,Charlotte Pritt,Harrison,2803,
2000,primary,Secretary of State,D,,Charlotte Pritt,Jackson,1175,
2000,primary,Secretary of State,D,,Charlotte Pritt,Jefferson,1376,
2000,primary,Secretary of State,D,,Charlotte Pritt,Kanawha,8794,
2000,primary,Secretary of State,D,,Charlotte Pritt,Lewis,492,
2000,primary,Secretary of State,D,,Charlotte Pritt,Lincoln,970,
2000,primary,Secretary of State,D,,Charlotte Pritt,Logan,3207,
2000,primary,Secretary of State,D,,Charlotte Pritt,Marion,2513,
2000,primary,Secretary of State,D,,Charlotte Pritt,Marshall,1768,
2000,primary,Secretary of State,D,,Charlotte Pritt,Mason,1622,
2000,primary,Secretary of State,D,,Charlotte Pritt,McDowell,2210,
