year,election,office,party,district,candidate,county,votes,winner
2006,general,House of Delegates,D,1,Joe DeLong,Totals,6575,TRUE
2006,general,House of Delegates,D,1,Joe DeLong,Brooke,416,
2006,general,House of Delegates,D,1,Joe DeLong,Hancock,6159,
2006,general,House of Delegates,D,1,Randy Swartzmiller,Totals,6493,TRUE
2006,general,House of Delegates,D,1,Randy Swartzmiller,Brooke,332,
2006,general,House of Delegates,D,1,Randy Swartzmiller,Hancock,6161,
2006,general,House of Delegates,D,2,Tim Ennis,Totals,5371,TRUE
2006,general,House of Delegates,D,2,Tim Ennis,Brooke,3870,
2006,general,House of Delegates,D,2,Tim Ennis,Ohio,1501,
2006,general,House of Delegates,D,2,Jack Yost,Totals,5438,TRUE
2006,general,House of Delegates,D,2,Jack Yost,Brooke,3796,
2006,general,House of Delegates,D,2,Jack Yost,Ohio,1642,
2006,general,House of Delegates,R,2,Eric C. Jack,Totals,2482,
2006,general,House of Delegates,R,2,Eric C. Jack,Brooke,976,
2006,general,House of Delegates,R,2,Eric C. Jack,Ohio,1504,
2006,general,House of Delegates,R,2,Jo Lynn Kraina,Totals,2787,
2006,general,House of Delegates,R,2,Jo Lynn Kraina,Brooke,1688,
2006,general,House of Delegates,R,2,Jo Lynn Kraina,Ohio,1099,
2006,general,House of Delegates,D,3,Orphy Klempa,Totals,5108,TRUE
2006,general,House of Delegates,D,3,Orphy Klempa,Ohio,5108,
2006,general,House of Delegates,D,3,Tal Hutchins,Totals,4927,TRUE
2006,general,House of Delegates,D,3,Tal Hutchins,Ohio,4927,
2006,general,House of Delegates,R,3,Scott Reed,Totals,4276,
2006,general,House of Delegates,R,3,Scott Reed,Ohio,4276,
2006,general,House of Delegates,R,3,L. Gil White,Totals,4367,
2006,general,House of Delegates,R,3,L. Gil White,Ohio,4367,
2006,general,House of Delegates,D,4,Kenneth D. Tucker,Totals,5019,TRUE
2006,general,House of Delegates,D,4,Kenneth D. Tucker,Marshall,4973,
2006,general,House of Delegates,D,4,Kenneth D. Tucker,Ohio,46,
2006,general,House of Delegates,D,4,Scott G. Varner,Totals,7835,TRUE
2006,general,House of Delegates,D,4,Scott G. Varner,Marshall,7785,
2006,general,House of Delegates,D,4,Scott G. Varner,Ohio,50,
2006,general,House of Delegates,R,4,Ronald Morris,Totals,4966,
2006,general,House of Delegates,R,4,Ronald Morris,Marshall,4951,
2006,general,House of Delegates,R,4,Ronald Morris,Ohio,15,
2006,general,House of Delegates,D,5,Dave Pethtel,Totals,3859,TRUE
2006,general,House of Delegates,D,5,Dave Pethtel,Monongalia,247,
2006,general,House of Delegates,D,5,Dave Pethtel,Wetzel,3612,
2006,general,House of Delegates,R,6,Wm. Roger Romine,Totals,3440,TRUE
2006,general,House of Delegates,R,6,Wm. Roger Romine,Doddridge,1328,
2006,general,House of Delegates,R,6,Wm. Roger Romine,Tyler,1962,
2006,general,House of Delegates,R,6,Wm. Roger Romine,Wetzel,150,
2006,general,House of Delegates,D,7,Paul D. Janes,Totals,1886,
2006,general,House of Delegates,D,7,Paul D. Janes,Pleasants,1043,
2006,general,House of Delegates,D,7,Paul D. Janes,Ritchie,843,
2006,general,House of Delegates,R,7,"Lynwood ""Woody"" Ireland",Totals,2516,TRUE
2006,general,House of Delegates,R,7,"Lynwood ""Woody"" Ireland",Pleasants,896,
2006,general,House of Delegates,R,7,"Lynwood ""Woody"" Ireland",Ritchie,1620,
2006,general,House of Delegates,R,8,"E. W. ""Bill"" Anderson, Jr.",Totals,3623,TRUE
2006,general,House of Delegates,R,8,"E. W. ""Bill"" Anderson, Jr.",Wood,3623,
2006,general,House of Delegates,D,9,Jim Marion,Totals,2089,
2006,general,House of Delegates,D,9,Jim Marion,Wirt,653,
2006,general,House of Delegates,D,9,Jim Marion,Wood,1436,
2006,general,House of Delegates,R,9,Larry Border,Totals,2485,TRUE
2006,general,House of Delegates,R,9,Larry Border,Wirt,660,
2006,general,House of Delegates,R,9,Larry Border,Wood,1825,
2006,general,House of Delegates,D,10,J. D. Beane,Totals,8450,TRUE
2006,general,House of Delegates,D,10,J. D. Beane,Wood,8450,
2006,general,House of Delegates,D,10,David A. Daniels,Totals,4353,
2006,general,House of Delegates,D,10,David A. Daniels,Wood,4353,
2006,general,House of Delegates,D,10,"Steven D. Whitehair, Sr.",Totals,4414,
2006,general,House of Delegates,D,10,"Steven D. Whitehair, Sr.",Wood,4414,
2006,general,House of Delegates,R,10,Tom Azinger,Totals,7723,TRUE
2006,general,House of Delegates,R,10,Tom Azinger,Wood,7723,
2006,general,House of Delegates,R,10,John N. Ellem,Totals,7821,TRUE
2006,general,House of Delegates,R,10,John N. Ellem,Wood,7831,
2006,general,House of Delegates,R,10,Fred Gillespie,Totals,6045,
2006,general,House of Delegates,R,10,Fred Gillespie,Wood,6045,
2006,general,House of Delegates,R,11,Bob Ashley,Totals,3051,TRUE
2006,general,House of Delegates,R,11,Bob Ashley,Jackson,494,
2006,general,House of Delegates,R,11,Bob Ashley,Roane,2557,
2006,general,House of Delegates,D,12,Steve Nicholas,Totals,2432,
2006,general,House of Delegates,D,12,Steve Nicholas,Jackson,2432,
2006,general,House of Delegates,R,12,Mitch B. Carmichael,Totals,4063,TRUE
2006,general,House of Delegates,R,12,Mitch B. Carmichael,Jackson,4063,
2006,general,House of Delegates,D,13,Dale Martin,Totals,6006,TRUE
2006,general,House of Delegates,D,13,Dale Martin,Jackson,1149,
2006,general,House of Delegates,D,13,Dale Martin,Mason,1874,
2006,general,House of Delegates,D,13,Dale Martin,Putnam,2983,
2006,general,House of Delegates,D,13,Brady R. Paxton,Totals,6640,TRUE
2006,general,House of Delegates,D,13,Brady R. Paxton,Jackson,1314,
2006,general,House of Delegates,D,13,Brady R. Paxton,Mason,2197,
2006,general,House of Delegates,D,13,Brady R. Paxton,Putnam,3129,
2006,general,House of Delegates,R,13,Penny Renee Dick,Totals,4615,
2006,general,House of Delegates,R,13,Penny Renee Dick,Jackson,934,
2006,general,House of Delegates,R,13,Penny Renee Dick,Mason,1408,
2006,general,House of Delegates,R,13,Penny Renee Dick,Putnam,2273,
2006,general,House of Delegates,D,14,Gene Estel,Totals,5401,
2006,general,House of Delegates,D,14,Gene Estel,Mason,1952,
2006,general,House of Delegates,D,14,Gene Estel,Putnam,3449,
2006,general,House of Delegates,R,14,Troy Andes,Totals,5910,TRUE
2006,general,House of Delegates,R,14,Troy Andes,Mason,1602,
2006,general,House of Delegates,R,14,Troy Andes,Putnam,4308,
2006,general,House of Delegates,R,14,Patti Eagloski Schoen,Totals,5857,TRUE
2006,general,House of Delegates,R,14,Patti Eagloski Schoen,Mason,1698,
2006,general,House of Delegates,R,14,Patti Eagloski Schoen,Putnam,4159,
2006,general,House of Delegates,D,15,Kevin J. Craig,Totals,7077,TRUE
2006,general,House of Delegates,D,15,Kevin J. Craig,Cabell,6517,
