year,election,office,party,district,candidate,county,votes,winner
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Totals,73207,TRUE
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Barbour,1670,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Brooke,3878,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Cabell,547,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Doddridge,1481,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Gilmer,267,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Grant,4508,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Hancock,11338,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Marion,10596,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Marshall,4535,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Mineral,2421,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Monongalia,8205,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Ohio,4629,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Pleasants,1068,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Preston,2652,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Ritchie,672,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Taylor,2126,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Tucker,1164,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Tyler,884,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Wetzel,2911,
2004,primary,U.S. House of Representatives,D,1,Alan B. Mollohan,Wood,7655,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Totals,33157,TRUE
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Barbour,940,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Brooke,681,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Cabell,1116,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Doddridge,261,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Gilmer,1389,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Grant,1211,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Hancock,3519,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Marion,2566,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Marshall,1538,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Mineral,2230,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Monongalia,3358,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Ohio,1928,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Pleasants,465,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Preston,2211,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Ritchie,923,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Taylor,1017,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Tucker,518,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Tyler,1090,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Wetzel,438,
2004,primary,U.S. House of Representatives,R,1,Alan Lee Parks,Wood,5758,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Totals,11581,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Berkeley,505,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Braxton,502,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Calhoun,227,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Clay,283,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Hampshire,80,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Hardy,100,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Jackson,631,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Jefferson,748,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Kanawha,4520,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Lewis,528,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Mason,912,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Morgan,142,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Pendleton,71,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Putnam,1087,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Randolph,618,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Roane,218,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Upshur,279,
2004,primary,U.S. House of Representatives,D,2,Howard Swint,Wirt,130,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Totals,18912,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Berkeley,2169,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Braxton,670,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Calhoun,351,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Clay,340,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Hampshire,1903,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Hardy,1460,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Jackson,641,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Jefferson,1530,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Kanawha,2388,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Lewis,693,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Mason,971,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Morgan,552,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Pendleton,1047,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Putnam,685,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Randolph,2200,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Roane,401,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Upshur,651,
2004,primary,U.S. House of Representatives,D,2,Christopher M. Turman IV,Wirt,260,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Totals,35265,TRUE
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Berkeley,689,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Braxton,1508,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Calhoun,591,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Clay,1504,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Hampshire,187,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Hardy,103,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Jackson,2057,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Jefferson,548,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Kanawha,17213,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Lewis,1033,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Mason,1824,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Morgan,103,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Pendleton,116,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Putnam,3775,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Randolph,1764,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Roane,1103,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Upshur,706,
2004,primary,U.S. House of Representatives,D,2,Erik Wells,Wirt,441,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Totals,40985,TRUE
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Berkeley,4016,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Braxton,553,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Calhoun,357,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Clay,459,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Hampshire,1253,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Hardy,512,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Jackson,3211,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Jefferson,2303,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Kanawha,12119,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Lewis,1619,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Mason,2314,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Morgan,1204,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Pendleton,436,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Putnam,4663,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Randolph,1331,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Roane,1392,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Upshur,2764,
2004,primary,U.S. House of Representatives,R,2,Shelley Moore Capito,Wirt,479,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Totals,78001,TRUE
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Boone,5482,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Cabell,9736,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Fayette,5065,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Greenbrier,4867,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Lincoln,4032,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Logan,5279,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",McDowell,4494,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Mercer,5909,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Mingo,4429,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Monroe,1821,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Nicholas,3939,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Pocahontas,1371,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Raleigh,8236,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Summers,2254,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Wayne,5519,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Webster,2289,
2004,primary,U.S. House of Representatives,D,3,"Nick Joe Rahall, II",Wyoming,3279,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Totals,8631,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Boone,210,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Cabell,2247,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Fayette,229,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Greenbrier,540,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Lincoln,397,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Logan,229,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,McDowell,181,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Mercer,1600,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Mingo,185,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Monroe,599,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Nicholas,348,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Pocahontas,262,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Raleigh,375,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Summers,118,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Wayne,844,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Webster,84,
2004,primary,U.S. House of Representatives,R,3,Gary M. (Marty) Gearheart,Wyoming,183,
2004,primary,U.S. House of Representatives,R,3,Rick Snuffer,Totals,12152,TRUE
2004,primary,U.S. House of Representatives,R,3,Rick Snuffer,Boone,260,
2004,primary,U.S. House of Representatives,R,3,Rick Snuffer,Cabell,2776,
2004,primary,U.S. House of Representatives,R,3,Rick Snuffer,Fayette,870,
2004,primary,U.S. House of Representatives,R,3,Rick Snuffer,Greenbrier,1167,
2004,primary,U.S. House of Representatives,R,3,Rick Snuffer,Lincoln,235,
2004,primary,U.S. House of Representatives,R,3,Rick Snuffer,Logan,69,
2004,primary,U.S. House of Representatives,R,3,Rick Snuffer,McDowell,48,
2004,primary,U.S. House of Representatives,R,3,Rick Snuffer,Mercer,630,
2004,primary,U.S. House of Representatives,R,3,Rick Snuffer,Mingo,147,
