year,election,office,party,district,candidate,county,votes,winner
2004,primary,Secretary of State,D,,Donna J. Acord,Totals,9296,
2004,primary,Secretary of State,D,,Donna J. Acord,Barbour,69,
2004,primary,Secretary of State,D,,Donna J. Acord,Berkeley,256,
2004,primary,Secretary of State,D,,Donna J. Acord,Boone,155,
2004,primary,Secretary of State,D,,Donna J. Acord,Braxton,89,
2004,primary,Secretary of State,D,,Donna J. Acord,Brooke,162,
2004,primary,Secretary of State,D,,Donna J. Acord,Cabell,312,
2004,primary,Secretary of State,D,,Donna J. Acord,Calhoun,17,
2004,primary,Secretary of State,D,,Donna J. Acord,Clay,57,
2004,primary,Secretary of State,D,,Donna J. Acord,Doddridge,12,
2004,primary,Secretary of State,D,,Donna J. Acord,Fayette,290,
2004,primary,Secretary of State,D,,Donna J. Acord,Gilmer,45,
2004,primary,Secretary of State,D,,Donna J. Acord,Grant,14,
2004,primary,Secretary of State,D,,Donna J. Acord,Greenbrier,378,
2004,primary,Secretary of State,D,,Donna J. Acord,Hampshire,234,
2004,primary,Secretary of State,D,,Donna J. Acord,Hancock,215,
2004,primary,Secretary of State,D,,Donna J. Acord,Hardy,79,
2004,primary,Secretary of State,D,,Donna J. Acord,Harrison,192,
2004,primary,Secretary of State,D,,Donna J. Acord,Jackson,231,
2004,primary,Secretary of State,D,,Donna J. Acord,Jefferson,280,
2004,primary,Secretary of State,D,,Donna J. Acord,Kanawha,624,
2004,primary,Secretary of State,D,,Donna J. Acord,Lewis,44,
2004,primary,Secretary of State,D,,Donna J. Acord,Lincoln,29,
2004,primary,Secretary of State,D,,Donna J. Acord,Logan,287,
2004,primary,Secretary of State,D,,Donna J. Acord,Marion,290,
2004,primary,Secretary of State,D,,Donna J. Acord,Marshall,193,
2004,primary,Secretary of State,D,,Donna J. Acord,Mason,253,
2004,primary,Secretary of State,D,,Donna J. Acord,McDowell,71,
2004,primary,Secretary of State,D,,Donna J. Acord,Mercer,550,
2004,primary,Secretary of State,D,,Donna J. Acord,Mineral,131,
2004,primary,Secretary of State,D,,Donna J. Acord,Mingo,179,
2004,primary,Secretary of State,D,,Donna J. Acord,Monongalia,41,
2004,primary,Secretary of State,D,,Donna J. Acord,Monroe,86,
2004,primary,Secretary of State,D,,Donna J. Acord,Morgan,44,
2004,primary,Secretary of State,D,,Donna J. Acord,Nicholas,64,
2004,primary,Secretary of State,D,,Donna J. Acord,Ohio,153,
2004,primary,Secretary of State,D,,Donna J. Acord,Pendleton,57,
2004,primary,Secretary of State,D,,Donna J. Acord,Pleasants,25,
2004,primary,Secretary of State,D,,Donna J. Acord,Pocahontas,68,
2004,primary,Secretary of State,D,,Donna J. Acord,Preston,65,
2004,primary,Secretary of State,D,,Donna J. Acord,Putnam,91,
2004,primary,Secretary of State,D,,Donna J. Acord,Raleigh,1197,
2004,primary,Secretary of State,D,,Donna J. Acord,Randolph,338,
2004,primary,Secretary of State,D,,Donna J. Acord,Ritchie,22,
2004,primary,Secretary of State,D,,Donna J. Acord,Roane,37,
2004,primary,Secretary of State,D,,Donna J. Acord,Summers,198,
2004,primary,Secretary of State,D,,Donna J. Acord,Taylor,56,
2004,primary,Secretary of State,D,,Donna J. Acord,Tucker,34,
2004,primary,Secretary of State,D,,Donna J. Acord,Tyler,24,
2004,primary,Secretary of State,D,,Donna J. Acord,Upshur,59,
2004,primary,Secretary of State,D,,Donna J. Acord,Wayne,113,
2004,primary,Secretary of State,D,,Donna J. Acord,Webster,63,
2004,primary,Secretary of State,D,,Donna J. Acord,Wetzel,98,
2004,primary,Secretary of State,D,,Donna J. Acord,Wirt,20,
2004,primary,Secretary of State,D,,Donna J. Acord,Wood,303,
2004,primary,Secretary of State,D,,Donna J. Acord,Wyoming,302,
2004,primary,Secretary of State,D,,Larrie Bailey,Totals,17590,
2004,primary,Secretary of State,D,,Larrie Bailey,Barbour,316,
2004,primary,Secretary of State,D,,Larrie Bailey,Berkeley,444,
2004,primary,Secretary of State,D,,Larrie Bailey,Boone,168,
2004,primary,Secretary of State,D,,Larrie Bailey,Braxton,301,
2004,primary,Secretary of State,D,,Larrie Bailey,Brooke,400,
2004,primary,Secretary of State,D,,Larrie Bailey,Cabell,418,
2004,primary,Secretary of State,D,,Larrie Bailey,Calhoun,50,
2004,primary,Secretary of State,D,,Larrie Bailey,Clay,76,
2004,primary,Secretary of State,D,,Larrie Bailey,Doddridge,88,
2004,primary,Secretary of State,D,,Larrie Bailey,Fayette,256,
2004,primary,Secretary of State,D,,Larrie Bailey,Gilmer,307,
2004,primary,Secretary of State,D,,Larrie Bailey,Grant,52,
2004,primary,Secretary of State,D,,Larrie Bailey,Greenbrier,302,
2004,primary,Secretary of State,D,,Larrie Bailey,Hampshire,112,
2004,primary,Secretary of State,D,,Larrie Bailey,Hancock,761,
2004,primary,Secretary of State,D,,Larrie Bailey,Hardy,235,
2004,primary,Secretary of State,D,,Larrie Bailey,Harrison,1171,
2004,primary,Secretary of State,D,,Larrie Bailey,Jackson,50,
2004,primary,Secretary of State,D,,Larrie Bailey,Jefferson,311,
2004,primary,Secretary of State,D,,Larrie Bailey,Kanawha,472,
2004,primary,Secretary of State,D,,Larrie Bailey,Lewis,572,
2004,primary,Secretary of State,D,,Larrie Bailey,Lincoln,28,
2004,primary,Secretary of State,D,,Larrie Bailey,Logan,299,
2004,primary,Secretary of State,D,,Larrie Bailey,Marion,1039,
2004,primary,Secretary of State,D,,Larrie Bailey,Marshall,516,
2004,primary,Secretary of State,D,,Larrie Bailey,Mason,55,
2004,primary,Secretary of State,D,,Larrie Bailey,McDowell,223,
2004,primary,Secretary of State,D,,Larrie Bailey,Mercer,459,
2004,primary,Secretary of State,D,,Larrie Bailey,Mineral,346,
2004,primary,Secretary of State,D,,Larrie Bailey,Mingo,193,
2004,primary,Secretary of State,D,,Larrie Bailey,Monongalia,381,
2004,primary,Secretary of State,D,,Larrie Bailey,Monroe,131,
2004,primary,Secretary of State,D,,Larrie Bailey,Morgan,114,
2004,primary,Secretary of State,D,,Larrie Bailey,Nicholas,303,
2004,primary,Secretary of State,D,,Larrie Bailey,Ohio,463,
2004,primary,Secretary of State,D,,Larrie Bailey,Pendleton,252,
2004,primary,Secretary of State,D,,Larrie Bailey,Pleasants,95,
2004,primary,Secretary of State,D,,Larrie Bailey,Pocahontas,198,
2004,primary,Secretary of State,D,,Larrie Bailey,Preston,324,
2004,primary,Secretary of State,D,,Larrie Bailey,Putnam,169,
2004,primary,Secretary of State,D,,Larrie Bailey,Raleigh,677,
2004,primary,Secretary of State,D,,Larrie Bailey,Randolph,1169,
2004,primary,Secretary of State,D,,Larrie Bailey,Ritchie,72,
2004,primary,Secretary of State,D,,Larrie Bailey,Roane,120,
2004,primary,Secretary of State,D,,Larrie Bailey,Summers,203,
2004,primary,Secretary of State,D,,Larrie Bailey,Taylor,357,
2004,primary,Secretary of State,D,,Larrie Bailey,Tucker,218,
2004,primary,Secretary of State,D,,Larrie Bailey,Tyler,132,
2004,primary,Secretary of State,D,,Larrie Bailey,Upshur,240,
2004,primary,Secretary of State,D,,Larrie Bailey,Wayne,403,
2004,primary,Secretary of State,D,,Larrie Bailey,Webster,82,
2004,primary,Secretary of State,D,,Larrie Bailey,Wetzel,588,
2004,primary,Secretary of State,D,,Larrie Bailey,Wirt,72,
2004,primary,Secretary of State,D,,Larrie Bailey,Wood,577,
2004,primary,Secretary of State,D,,Larrie Bailey,Wyoming,230,
2004,primary,Secretary of State,D,,George Daugherty,Totals,7139,
2004,primary,Secretary of State,D,,George Daugherty,Barbour,42,
2004,primary,Secretary of State,D,,George Daugherty,Berkeley,267,
2004,primary,Secretary of State,D,,George Daugherty,Boone,91,
2004,primary,Secretary of State,D,,George Daugherty,Braxton,76,
2004,primary,Secretary of State,D,,George Daugherty,Brooke,150,
2004,primary,Secretary of State,D,,George Daugherty,Cabell,282,
2004,primary,Secretary of State,D,,George Daugherty,Calhoun,60,
2004,primary,Secretary of State,D,,George Daugherty,Clay,130,
2004,primary,Secretary of State,D,,George Daugherty,Doddridge,8,
2004,primary,Secretary of State,D,,George Daugherty,Fayette,224,
2004,primary,Secretary of State,D,,George Daugherty,Gilmer,31,
2004,primary,Secretary of State,D,,George Daugherty,Grant,13,
2004,primary,Secretary of State,D,,George Daugherty,Greenbrier,115,
2004,primary,Secretary of State,D,,George Daugherty,Hampshire,26,
2004,primary,Secretary of State,D,,George Daugherty,Hancock,288,
2004,primary,Secretary of State,D,,George Daugherty,Hardy,66,
2004,primary,Secretary of State,D,,George Daugherty,Harrison,97,
2004,primary,Secretary of State,D,,George Daugherty,Jackson,31,
2004,primary,Secretary of State,D,,George Daugherty,Jefferson,304,
2004,primary,Secretary of State,D,,George Daugherty,Kanawha,1844,
2004,primary,Secretary of State,D,,George Daugherty,Lewis,54,
2004,primary,Secretary of State,D,,George Daugherty,Lincoln,92,
2004,primary,Secretary of State,D,,George Daugherty,Logan,156,
2004,primary,Secretary of State,D,,George Daugherty,Marion,139,
2004,primary,Secretary of State,D,,George Daugherty,Marshall,158,
2004,primary,Secretary of State,D,,George Daugherty,Mason,64,
2004,primary,Secretary of State,D,,George Daugherty,McDowell,60,
2004,primary,Secretary of State,D,,George Daugherty,Mercer,168,
2004,primary,Secretary of State,D,,George Daugherty,Mineral,68,
2004,primary,Secretary of State,D,,George Daugherty,Mingo,92,
2004,primary,Secretary of State,D,,George Daugherty,Monongalia,46,
2004,primary,Secretary of State,D,,George Daugherty,Monroe,42,
2004,primary,Secretary of State,D,,George Daugherty,Morgan,33,
2004,primary,Secretary of State,D,,George Daugherty,Nicholas,159,
2004,primary,Secretary of State,D,,George Daugherty,Ohio,163,
2004,primary,Secretary of State,D,,George Daugherty,Pendleton,31,
2004,primary,Secretary of State,D,,George Daugherty,Pleasants,26,
2004,primary,Secretary of State,D,,George Daugherty,Pocahontas,80,
2004,primary,Secretary of State,D,,George Daugherty,Preston,38,
2004,primary,Secretary of State,D,,George Daugherty,Putnam,185,
2004,primary,Secretary of State,D,,George Daugherty,Raleigh,97,
2004,primary,Secretary of State,D,,George Daugherty,Randolph,233,
2004,primary,Secretary of State,D,,George Daugherty,Ritchie,11,
2004,primary,Secretary of State,D,,George Daugherty,Roane,74,
2004,primary,Secretary of State,D,,George Daugherty,Summers,50,
2004,primary,Secretary of State,D,,George Daugherty,Taylor,30,
2004,primary,Secretary of State,D,,George Daugherty,Tucker,45,
2004,primary,Secretary of State,D,,George Daugherty,Tyler,18,
2004,primary,Secretary of State,D,,George Daugherty,Upshur,39,
2004,primary,Secretary of State,D,,George Daugherty,Wayne,137,
2004,primary,Secretary of State,D,,George Daugherty,Webster,48,
2004,primary,Secretary of State,D,,George Daugherty,Wetzel,107,
2004,primary,Secretary of State,D,,George Daugherty,Wirt,29,
2004,primary,Secretary of State,D,,George Daugherty,Wood,173,
2004,primary,Secretary of State,D,,George Daugherty,Wyoming,49,
2004,primary,Secretary of State,D,,Ken Hechler,Totals,67065,TRUE
2004,primary,Secretary of State,D,,Ken Hechler,Barbour,457,
2004,primary,Secretary of State,D,,Ken Hechler,Berkeley,1497,
2004,primary,Secretary of State,D,,Ken Hechler,Boone,943,
2004,primary,Secretary of State,D,,Ken Hechler,Braxton,912,
2004,primary,Secretary of State,D,,Ken Hechler,Brooke,771,
2004,primary,Secretary of State,D,,Ken Hechler,Cabell,5476,
2004,primary,Secretary of State,D,,Ken Hechler,Calhoun,263,
2004,primary,Secretary of State,D,,Ken Hechler,Clay,641,
2004,primary,Secretary of State,D,,Ken Hechler,Doddridge,110,
2004,primary,Secretary of State,D,,Ken Hechler,Fayette,2201,
2004,primary,Secretary of State,D,,Ken Hechler,Gilmer,436,
2004,primary,Secretary of State,D,,Ken Hechler,Grant,127,
2004,primary,Secretary of State,D,,Ken Hechler,Greenbrier,1656,
2004,primary,Secretary of State,D,,Ken Hechler,Hampshire,798,
2004,primary,Secretary of State,D,,Ken Hechler,Hancock,998,
2004,primary,Secretary of State,D,,Ken Hechler,Hardy,662,
2004,primary,Secretary of State,D,,Ken Hechler,Harrison,1578,
2004,primary,Secretary of State,D,,Ken Hechler,Jackson,724,
2004,primary,Secretary of State,D,,Ken Hechler,Jefferson,1266,
2004,primary,Secretary of State,D,,Ken Hechler,Kanawha,6275,
2004,primary,Secretary of State,D,,Ken Hechler,Lewis,375,
2004,primary,Secretary of State,D,,Ken Hechler,Lincoln,1094,
2004,primary,Secretary of State,D,,Ken Hechler,Logan,3127,
2004,primary,Secretary of State,D,,Ken Hechler,Marion,1256,
2004,primary,Secretary of State,D,,Ken Hechler,Marshall,904,
2004,primary,Secretary of State,D,,Ken Hechler,Mason,1351,
2004,primary,Secretary of State,D,,Ken Hechler,McDowell,1251,
2004,primary,Secretary of State,D,,Ken Hechler,Mercer,2231,
2004,primary,Secretary of State,D,,Ken Hechler,Mineral,784,
2004,primary,Secretary of State,D,,Ken Hechler,Mingo,2934,
2004,primary,Secretary of State,D,,Ken Hechler,Monongalia,775,
2004,primary,Secretary of State,D,,Ken Hechler,Monroe,731,
2004,primary,Secretary of State,D,,Ken Hechler,Morgan,272,
2004,primary,Secretary of State,D,,Ken Hechler,Nicholas,1156,
2004,primary,Secretary of State,D,,Ken Hechler,Ohio,898,
2004,primary,Secretary of State,D,,Ken Hechler,Pendleton,494,
2004,primary,Secretary of State,D,,Ken Hechler,Pleasants,450,
2004,primary,Secretary of State,D,,Ken Hechler,Pocahontas,498,
2004,primary,Secretary of State,D,,Ken Hechler,Preston,509,
2004,primary,Secretary of State,D,,Ken Hechler,Putnam,1785,
2004,primary,Secretary of State,D,,Ken Hechler,Raleigh,2292,
2004,primary,Secretary of State,D,,Ken Hechler,Randolph,797,
2004,primary,Secretary of State,D,,Ken Hechler,Ritchie,262,
2004,primary,Secretary of State,D,,Ken Hechler,Roane,462,
2004,primary,Secretary of State,D,,Ken Hechler,Summers,655,
2004,primary,Secretary of State,D,,Ken Hechler,Taylor,380,
2004,primary,Secretary of State,D,,Ken Hechler,Tucker,371,
2004,primary,Secretary of State,D,,Ken Hechler,Tyler,324,
2004,primary,Secretary of State,D,,Ken Hechler,Upshur,407,
2004,primary,Secretary of State,D,,Ken Hechler,Wayne,3724,
2004,primary,Secretary of State,D,,Ken Hechler,Webster,552,
2004,primary,Secretary of State,D,,Ken Hechler,Wetzel,682,
2004,primary,Secretary of State,D,,Ken Hechler,Wirt,397,
2004,primary,Secretary of State,D,,Ken Hechler,Wood,3620,
2004,primary,Secretary of State,D,,Ken Hechler,Wyoming,1474,
2004,primary,Secretary of State,D,,Mike Oliverio,Totals,52720,
2004,primary,Secretary of State,D,,Mike Oliverio,Barbour,709,
2004,primary,Secretary of State,D,,Mike Oliverio,Berkeley,879,
2004,primary,Secretary of State,D,,Mike Oliverio,Boone,384,
2004,primary,Secretary of State,D,,Mike Oliverio,Braxton,548,
2004,primary,Secretary of State,D,,Mike Oliverio,Brooke,1689,
